File,I(600V),I(800V),I(1000V),DepV,I(DepV)
N4789_21_UR_DIODEQUARTER_GR_Irradiated_60C_0min,-1.062321e-05,-1.248756e-05,-1.561787e-05,457.70770770770775,9.49740231031031e-06
N4789_21_UR_DIODEQUARTER_GR_Irradiated_60C_10min,-1.059167e-05,-1.247962e-05,-1.570734e-05,448.6786786786787,9.41452160885886e-06
N4789_21_UR_DIODEQUARTER_GR_Irradiated_60C_20min,-1.02751e-05,-1.213554e-05,-1.527985e-05,429.3893893893894,8.99361164064064e-06
N4789_21_UR_DIODEQUARTER_GR_Irradiated_60C_30min,-1.006622e-05,-1.193213e-05,-1.503804e-05,438.008008008008,8.915255035035035e-06
N4789_21_UR_DIODEQUARTER_GR_Irradiated_60C_40min,-9.958884e-06,-1.177654e-05,-1.492966e-05,441.7017017017017,8.803104204704705e-06
N4789_21_UR_DIODEQUARTER_GR_Irradiated_60C_50min,-9.737782e-06,-1.148898e-05,-1.442818e-05,455.24524524524526,8.728567113863864e-06
N4789_21_UR_DIODEQUARTER_GR_Irradiated_60C_60min,-9.556163e-06,-1.125119e-05,-1.410035e-05,440.47047047047045,8.461233496746746e-06
N4789_21_UR_DIODEQUARTER_GR_Irradiated_60C_70min,-9.476211e-06,-1.11514e-05,-1.395222e-05,446.6266266266266,8.429028501001001e-06
