#Open Capacitance 1000Hz:6.253040E-12
#Open Capacitance 100000Hz:Not Measured
#34341_013_PSS_HM_XX_IrradSensor_b
#Date/Time: 4/27/2021 4:44:14 PM
#Sensor Name: 34341_013_PSS_HM_XX_IrradSensor
#Type: P
#Annealing Status: Not Irradiated
#Environment: RT
#Tester: Eric Spencer

#Notes: 

#Time Delay per Ramp Step (s): 0.000

#Time Delay per Measurement (s) :0.000

#Number of measurements per voltage: 0.000



Strip 	Time	RH	ChuckT	AirT	Global Current	Pinhole	Coupling Cap	Istrip_0	Istrip_1	Istrip_2	Istrip_3	Istrip_Mean	Istrip_Median	I_RBias_V-5.0
1	3702401123.202780	3.017782	27.414158	26.819577	-3.660000E-9	-6.358662E-11	9.009160E-11	-2.727863E-10	-2.701036E-10	-2.697987E-10	-2.725749E-10	-2.713159E-10	-2.713392E-10	-2.553687E-6
2	3702401140.011797	3.026285	27.414732	26.806319	-3.660000E-9	-6.298571E-11	9.008960E-11	-2.727863E-10	-2.701036E-10	-2.697987E-10	-2.725749E-10	-2.713159E-10	-2.713392E-10	-2.554787E-6
3	3702401156.728809	3.013142	27.417369	26.825997	-3.660000E-9	-6.844451E-11	9.008950E-11	-2.695896E-10	-2.708946E-10	-2.713347E-10	-2.711858E-10	-2.707512E-10	-2.710402E-10	-2.558623E-6
4	3702401173.448518	3.031597	27.417805	26.850353	-3.650000E-9	-6.619081E-11	9.009050E-11	-2.780774E-10	-2.719318E-10	-2.715152E-10	-2.721407E-10	-2.734163E-10	-2.720363E-10	-2.557526E-6
5	3702401190.291675	3.022334	27.421629	26.806042	-3.660000E-9	-6.864479E-11	9.008950E-11	-2.696122E-10	-2.697106E-10	-2.690834E-10	-2.723121E-10	-2.701796E-10	-2.696614E-10	-2.558768E-6
6	3702401207.119195	3.034553	27.423473	26.811571	-3.660000E-9	-6.123298E-11	9.008740E-11	-2.756421E-10	-2.737312E-10	-2.705886E-10	-2.697988E-10	-2.724402E-10	-2.721599E-10	-2.559998E-6
7	3702401223.816952	3.033310	27.427514	26.807686	-3.660000E-9	-6.644130E-11	9.008650E-11	-2.726348E-10	-2.712047E-10	-2.695842E-10	-2.723620E-10	-2.714464E-10	-2.717833E-10	-2.558972E-6
8	3702401240.537570	3.019362	27.426662	26.840899	-3.650000E-9	-6.574011E-11	9.008680E-11	-2.714993E-10	-2.718108E-10	-2.712951E-10	-2.695810E-10	-2.710466E-10	-2.713972E-10	-2.559482E-6
9	3702401257.393039	3.032618	27.430665	26.831468	-3.660000E-9	-7.230051E-11	9.008630E-11	-2.717700E-10	-2.700768E-10	-2.709124E-10	-2.708900E-10	-2.709123E-10	-2.709012E-10	-2.561345E-6
10	3702401274.266134	3.030901	27.431161	26.842901	-3.660000E-9	-6.453821E-11	9.008480E-11	-2.706199E-10	-2.720857E-10	-2.717896E-10	-2.715781E-10	-2.715183E-10	-2.716839E-10	-2.559965E-6
11	3702401290.999085	3.041480	27.437265	26.796966	-3.650000E-9	-6.639115E-11	9.008520E-11	-2.696090E-10	-2.700946E-10	-2.720609E-10	-2.708037E-10	-2.706421E-10	-2.704491E-10	-2.559278E-6
12	3702401308.111901	3.042020	27.437681	26.851699	-3.660000E-9	-6.879507E-11	9.009160E-11	-2.694348E-10	-2.708815E-10	-2.708000E-10	-2.688858E-10	-2.700005E-10	-2.701174E-10	-2.559266E-6
13	3702401324.889779	3.030729	27.436948	26.836818	-3.660000E-9	-6.338632E-11	9.008890E-11	-2.722243E-10	-2.720314E-10	-2.714480E-10	-2.725003E-10	-2.720510E-10	-2.721279E-10	-2.558003E-6
14	3702401341.606105	3.033280	27.440278	26.852810	-3.660000E-9	-6.959613E-11	9.008890E-11	-2.700693E-10	-2.723859E-10	-2.727527E-10	-2.714717E-10	-2.716699E-10	-2.719288E-10	-2.555312E-6
15	3702401358.278230	3.035355	27.441088	26.847281	-3.660000E-9	-6.584028E-11	9.009500E-11	-2.715026E-10	-2.706641E-10	-2.704795E-10	-2.709327E-10	-2.708947E-10	-2.707984E-10	-2.555734E-6
16	3702401375.037086	3.025675	27.443506	26.843218	-3.660000E-9	-6.679182E-11	9.009320E-11	-2.721803E-10	-2.709821E-10	-2.707461E-10	-2.731379E-10	-2.717616E-10	-2.715812E-10	-2.560138E-6
17	3702401391.755321	3.040573	27.448283	26.846608	-3.660000E-9	-6.348642E-11	9.009370E-11	-2.706342E-10	-2.716302E-10	-2.700499E-10	-2.704271E-10	-2.706853E-10	-2.705306E-10	-2.560284E-6
18	3702401408.446984	3.038382	27.449016	26.864283	-3.670000E-9	-6.538946E-11	9.009570E-11	-2.701390E-10	-2.695835E-10	-2.687458E-10	-2.702057E-10	-2.696685E-10	-2.698613E-10	-2.560711E-6
19	3702401425.139225	3.028102	27.451571	26.854712	-3.670000E-9	-5.988073E-11	9.009270E-11	-2.693832E-10	-2.697827E-10	-2.686296E-10	-2.699964E-10	-2.694480E-10	-2.695830E-10	-2.560806E-6
20	3702401441.803171	3.032757	27.455675	26.875379	-3.660000E-9	-5.852854E-11	9.009870E-11	-2.726251E-10	-2.722295E-10	-2.740170E-10	-2.734372E-10	-2.730772E-10	-2.730311E-10	-2.562476E-6
21	3702401458.634270	3.033544	27.457221	26.865036	-3.660000E-9	-6.714237E-11	9.009940E-11	-2.714854E-10	-2.711494E-10	-2.704049E-10	-2.705585E-10	-2.708996E-10	-2.708539E-10	-2.562231E-6
22	3702401475.319127	3.037394	27.460470	26.861787	-3.670000E-9	-6.433788E-11	9.009860E-11	-2.726646E-10	-2.697076E-10	-2.718479E-10	-2.707014E-10	-2.712304E-10	-2.712746E-10	-2.563150E-6
23	3702401492.004611	3.038640	27.462987	26.874094	-3.670000E-9	-6.383704E-11	9.010340E-11	-2.706487E-10	-2.683759E-10	-2.707595E-10	-2.705572E-10	-2.700853E-10	-2.706029E-10	-2.565182E-6
24	3702401508.740350	3.031088	27.462629	26.889055	-3.670000E-9	-6.528946E-11	9.010790E-11	-2.693820E-10	-2.691018E-10	-2.694707E-10	-2.674402E-10	-2.688487E-10	-2.692419E-10	-2.561624E-6
25	3702401525.477089	3.027257	27.465522	26.884992	-3.670000E-9	-6.699209E-11	9.010970E-11	-2.718397E-10	-2.707337E-10	-2.774152E-10	-2.726560E-10	-2.731611E-10	-2.722479E-10	-2.562785E-6
26	3702401542.179002	3.031572	27.468239	26.884992	-3.660000E-9	-6.614074E-11	9.011370E-11	-2.691641E-10	-2.713765E-10	-2.692468E-10	-2.690892E-10	-2.697192E-10	-2.692054E-10	-2.561505E-6
27	3702401559.412158	3.031931	27.468792	26.887647	-3.670000E-9	-6.488871E-11	9.011770E-11	-2.735933E-10	-2.692269E-10	-2.706126E-10	-2.700363E-10	-2.708673E-10	-2.703245E-10	-2.561876E-6
28	3702401576.280527	3.029207	27.471112	26.901301	-3.670000E-9	-6.999691E-11	9.012190E-11	-2.714268E-10	-2.702263E-10	-2.720506E-10	-2.699789E-10	-2.709207E-10	-2.708266E-10	-2.561015E-6
29	3702401592.983345	3.034811	27.473312	26.876449	-3.680000E-9	-6.053174E-11	9.012530E-11	-2.709536E-10	-2.713592E-10	-2.721480E-10	-2.752366E-10	-2.724244E-10	-2.717536E-10	-2.563455E-6
30	3702401609.639649	3.035756	27.474639	26.874231	-3.670000E-9	-6.669169E-11	9.013000E-11	-2.684953E-10	-2.698838E-10	-2.703194E-10	-2.705355E-10	-2.698085E-10	-2.701016E-10	-2.563345E-6
31	3702401626.346734	3.012799	27.478543	26.886239	-3.670000E-9	-6.538961E-11	9.013020E-11	-2.717183E-10	-2.715390E-10	-2.711168E-10	-2.731948E-10	-2.718922E-10	-2.716287E-10	-2.565334E-6
32	3702401642.978209	3.024489	27.479634	26.895891	-3.680000E-9	-6.313587E-11	9.013410E-11	-2.698099E-10	-2.725396E-10	-2.700870E-10	-2.687065E-10	-2.702857E-10	-2.699485E-10	-2.565533E-6
33	3702401659.661650	3.024348	27.482704	26.897951	-3.680000E-9	-6.203423E-11	9.013880E-11	-2.722072E-10	-2.711294E-10	-2.707333E-10	-2.714465E-10	-2.713791E-10	-2.712879E-10	-2.566338E-6
34	3702401676.341247	3.022973	27.484249	26.902291	-3.670000E-9	-5.787745E-11	9.013940E-11	-2.712691E-10	-2.716421E-10	-2.700216E-10	-2.703293E-10	-2.708155E-10	-2.707992E-10	-2.567810E-6
35	3702401693.094553	3.023467	27.488332	26.870190	-3.680000E-9	-7.054769E-11	9.014690E-11	-2.721909E-10	-2.739579E-10	-2.712623E-10	-2.753477E-10	-2.731897E-10	-2.730744E-10	-2.567806E-6
36	3702401709.845689	3.034283	27.490353	26.910852	-3.680000E-9	-6.348638E-11	9.015270E-11	-2.715272E-10	-2.716758E-10	-2.721858E-10	-2.723725E-10	-2.719403E-10	-2.719308E-10	-2.568860E-6
37	3702401726.493916	3.041902	27.493187	26.909564	-3.670000E-9	-6.308584E-11	9.015660E-11	-2.691803E-10	-2.692907E-10	-2.678321E-10	-2.694414E-10	-2.689361E-10	-2.692355E-10	-2.567624E-6
38	3702401743.208385	3.022573	27.495031	26.912517	-3.670000E-9	-6.584024E-11	9.016150E-11	-2.709207E-10	-2.699660E-10	-2.706350E-10	-2.709209E-10	-2.706107E-10	-2.707779E-10	-2.565366E-6
39	3702401759.993944	3.019718	27.494873	26.904075	-3.670000E-9	-6.849441E-11	9.016680E-11	-2.708952E-10	-2.699166E-10	-2.714792E-10	-2.715504E-10	-2.709603E-10	-2.711872E-10	-2.566720E-6
40	3702401776.693505	3.026507	27.498260	26.851005	-3.680000E-9	-7.104849E-11	9.017300E-11	-2.792323E-10	-2.740636E-10	-2.732365E-10	-2.728984E-10	-2.748577E-10	-2.736500E-10	-2.566600E-6
41	3702401793.376929	3.017215	27.505117	26.884535	-3.680000E-9	-6.503902E-11	9.017560E-11	-2.729115E-10	-2.711332E-10	-2.733396E-10	-2.731206E-10	-2.726262E-10	-2.730161E-10	-2.564532E-6
42	3702401810.061729	3.018615	27.507099	26.880353	-3.680000E-9	-6.644121E-11	9.017540E-11	-2.740430E-10	-2.731931E-10	-2.741250E-10	-2.749356E-10	-2.740742E-10	-2.740840E-10	-2.568060E-6
43	3702401826.816557	3.023729	27.513143	26.893156	-3.680000E-9	-6.288552E-11	9.018020E-11	-2.689276E-10	-2.731135E-10	-2.725959E-10	-2.712520E-10	-2.714722E-10	-2.719239E-10	-2.569230E-6
44	3702401843.532440	3.025212	27.515083	26.878551	-3.680000E-9	-6.523925E-11	9.018740E-11	-2.711485E-10	-2.704069E-10	-2.714260E-10	-2.693077E-10	-2.705723E-10	-2.707777E-10	-2.567030E-6
45	3702401860.358870	3.029217	27.517938	26.904709	-3.680000E-9	-6.273528E-11	9.019060E-11	-2.707831E-10	-2.725127E-10	-2.700175E-10	-2.708795E-10	-2.710482E-10	-2.708313E-10	-2.567045E-6
46	3702401877.060116	3.024443	27.516849	26.902114	-3.690000E-9	-6.779326E-11	9.019370E-11	-2.705325E-10	-2.725098E-10	-2.718798E-10	-2.722949E-10	-2.718042E-10	-2.720874E-10	-2.567523E-6
47	3702401893.759037	3.026175	27.518631	26.881029	-3.680000E-9	-6.939591E-11	9.019740E-11	-2.721016E-10	-2.720175E-10	-2.739841E-10	-2.721728E-10	-2.725690E-10	-2.721372E-10	-2.570407E-6
48	3702401910.458919	3.034651	27.522218	26.888122	-3.680000E-9	-6.513913E-11	9.020240E-11	-2.755653E-10	-2.752688E-10	-2.754274E-10	-2.737658E-10	-2.750068E-10	-2.753481E-10	-2.569353E-6
49	3702401927.183734	3.024153	27.524696	26.908335	-3.680000E-9	-6.193396E-11	9.020530E-11	-2.701668E-10	-2.713579E-10	-2.769604E-10	-2.704955E-10	-2.722452E-10	-2.709267E-10	-2.569604E-6
50	3702401943.911994	3.025633	27.525527	26.896187	-3.680000E-9	-6.273518E-11	9.020760E-11	-2.753258E-10	-2.731506E-10	-2.733152E-10	-2.718393E-10	-2.734077E-10	-2.732329E-10	-2.569662E-6
51	3702401960.649631	3.035691	27.528400	26.906790	-3.690000E-9	-6.574005E-11	9.021350E-11	-2.710465E-10	-2.723058E-10	-2.710683E-10	-2.727489E-10	-2.717924E-10	-2.716871E-10	-2.568595E-6
52	3702401977.372617	3.026613	27.531712	26.920881	-3.670000E-9	-6.899538E-11	9.021930E-11	-2.697089E-10	-2.707014E-10	-2.706936E-10	-2.703872E-10	-2.703728E-10	-2.705404E-10	-2.565851E-6
53	3702401994.113473	3.040008	27.535021	26.940992	-3.680000E-9	-6.568996E-11	9.022460E-11	-2.704756E-10	-2.691695E-10	-2.695610E-10	-2.696968E-10	-2.697257E-10	-2.696289E-10	-2.564291E-6
54	3702402010.761896	3.034308	27.533712	26.954171	-3.690000E-9	-6.779324E-11	9.023390E-11	-2.704466E-10	-2.694068E-10	-2.706156E-10	-2.719194E-10	-2.705971E-10	-2.705311E-10	-2.564417E-6
55	3702402027.378487	3.033216	27.537003	26.934631	-3.700000E-9	-6.764314E-11	9.023820E-11	-2.698929E-10	-2.692978E-10	-2.706100E-10	-2.699642E-10	-2.699412E-10	-2.699285E-10	-2.565550E-6
56	3702402044.052696	3.022975	27.540590	26.942875	-3.690000E-9	-6.223452E-11	9.024460E-11	-2.710912E-10	-2.693419E-10	-2.715858E-10	-2.726690E-10	-2.711720E-10	-2.713385E-10	-2.565435E-6
57	3702402061.057591	3.025540	27.543501	26.932709	-3.690000E-9	-6.373693E-11	9.024830E-11	-2.699109E-10	-2.705883E-10	-2.702824E-10	-2.703181E-10	-2.702749E-10	-2.703003E-10	-2.567832E-6
58	3702402077.843587	3.022433	27.543065	26.924109	-3.690000E-9	-5.852856E-11	9.025080E-11	-2.696523E-10	-2.699966E-10	-2.753130E-10	-2.693392E-10	-2.710753E-10	-2.698244E-10	-2.568233E-6
59	3702402094.596701	3.027423	27.547662	26.926447	-3.680000E-9	-6.333632E-11	9.025680E-11	-2.722618E-10	-2.714127E-10	-2.707265E-10	-2.703091E-10	-2.711775E-10	-2.710696E-10	-2.566289E-6
60	3702402111.292729	3.020365	27.550358	26.929382	-3.690000E-9	-6.563993E-11	9.026710E-11	-2.727364E-10	-2.729774E-10	-2.723861E-10	-2.744057E-10	-2.731264E-10	-2.728569E-10	-2.563751E-6
