Date/Time: 7/27/2021 5:10:34 PM
Sensor Name: Pin157
Type: N
Annealing Status: Irradiated, Not Annealed
Environment: RT
Tester: Andrew Kent

Time Delay per Ramp Step (s): 0.500

Vf: 131.940000

Avg: 130.521333
Std Dev: 0.739566
Min: 129.510000
Max: 131.940000

Time	I	0.000000s	Temperature	Air_Temp	Humidity	Dewpoint	
3710264754.013170	2.000E-4	2.791E+1	    5.4133	   15.2938	   42.7985	    2.7319	
3710264755.266876	4.000E-4	5.485E+1	    5.4133	   15.2938	   42.7985	    2.7319	
3710264756.541858	6.000E-4	8.103E+1	    5.4133	   15.2938	   42.7985	    2.7319	
3710264757.835562	8.000E-4	1.066E+2	    5.3646	   15.3018	   42.8438	    2.7540	
3710264759.099137	1.000E-3	1.301E+2	    5.3646	   15.3018	   42.8438	    2.7540	
3710264760.369028	1.200E-3	1.516E+2	    5.3646	   15.3018	   42.8438	    2.7540	
3710264761.632314	1.400E-3	1.710E+2	    5.3672	   15.3018	   42.9377	    2.7540	
3710264762.912926	1.600E-3	1.886E+2	    5.3672	   15.2686	   42.9377	    2.7547	
3710264764.186462	1.800E-3	2.040E+2	    5.3672	   15.2686	   42.9377	    2.7547	
3710264765.457002	2.000E-3	2.182E+2	    5.3672	   15.2686	   42.9377	    2.7547	
3710264774.013189	2.000E-4	2.806E+1	    5.6747	   15.2632	   42.8466	    2.7200	
3710264775.259102	4.000E-4	5.506E+1	    5.6747	   15.2632	   42.8466	    2.7200	
3710264776.536618	6.000E-4	8.123E+1	    5.6747	   15.2632	   42.8466	    2.7200	
3710264777.832990	8.000E-4	1.068E+2	    5.8336	   15.2396	   42.8074	    2.6858	
3710264779.099007	1.000E-3	1.301E+2	    5.8336	   15.2396	   42.8074	    2.6858	
3710264780.381877	1.200E-3	1.517E+2	    5.8336	   15.2396	   42.8074	    2.6858	
3710264781.653502	1.400E-3	1.712E+2	    5.9926	   15.2819	   42.7337	    2.6998	
3710264782.927320	1.600E-3	1.887E+2	    5.9926	   15.2819	   42.7337	    2.6998	
3710264784.208461	1.800E-3	2.043E+2	    5.9926	   15.2819	   42.7337	    2.6998	
3710264785.482466	2.000E-3	2.186E+2	    5.9926	   15.2819	   42.7337	    2.6998	
3710264794.013262	2.000E-4	2.806E+1	    6.1540	   15.3050	   42.5841	    2.6713	
3710264795.266774	4.000E-4	5.510E+1	    6.1540	   15.3050	   42.5841	    2.6713	
3710264796.539994	6.000E-4	8.121E+1	    6.1540	   15.3050	   42.5841	    2.6713	
3710264797.851893	8.000E-4	1.069E+2	    6.0977	   15.2482	   42.5300	    2.6022	
3710264799.123682	1.000E-3	1.304E+2	    6.0977	   15.2482	   42.5300	    2.6022	
3710264800.402617	1.200E-3	1.519E+2	    6.0977	   15.2482	   42.5300	    2.6022	
3710264801.667006	1.400E-3	1.713E+2	    5.9874	   15.2528	   42.4911	    2.5935	
3710264802.944773	1.600E-3	1.888E+2	    5.9874	   15.2528	   42.4911	    2.5935	
3710264804.220533	1.800E-3	2.046E+2	    5.9874	   15.2528	   42.4911	    2.5935	
3710264805.494307	2.000E-3	2.188E+2	    5.9874	   15.2528	   42.4911	    2.5935	
3710264814.014106	2.000E-4	2.818E+1	    5.5671	   15.2347	   42.4225	    2.5544	
3710264815.259951	4.000E-4	5.530E+1	    5.5671	   15.2347	   42.4225	    2.5544	
3710264816.531970	6.000E-4	8.152E+1	    5.5671	   15.2347	   42.4225	    2.5544	
3710264817.833004	8.000E-4	1.071E+2	    5.4185	   15.2387	   42.4152	    2.5557	
3710264819.096066	1.000E-3	1.306E+2	    5.4185	   15.2387	   42.4152	    2.5557	
3710264820.380660	1.200E-3	1.519E+2	    5.4185	   15.2387	   42.4152	    2.5557	
3710264821.653874	1.400E-3	1.716E+2	    5.2954	   15.1848	   42.4709	    2.5254	
3710264822.928617	1.600E-3	1.891E+2	    5.2954	   15.1848	   42.4709	    2.5254	
3710264824.205032	1.800E-3	2.044E+2	    5.2954	   15.1848	   42.4709	    2.5254	
3710264825.472099	2.000E-3	2.187E+2	    5.2954	   15.1848	   42.4709	    2.5254	
3710264834.014401	2.000E-4	2.811E+1	    5.1648	   15.1756	   42.6559	    2.5781	
3710264835.268347	4.000E-4	5.516E+1	    5.1648	   15.1756	   42.6559	    2.5781	
3710264836.543294	6.000E-4	8.140E+1	    5.1648	   15.1756	   42.6559	    2.5781	
3710264837.862073	8.000E-4	1.072E+2	    5.2519	   15.2264	   42.6803	    2.6320	
3710264839.137075	1.000E-3	1.307E+2	    5.2519	   15.2264	   42.6803	    2.6320	
3710264840.418257	1.200E-3	1.521E+2	    5.2519	   15.2264	   42.6803	    2.6320	
3710264841.690506	1.400E-3	1.715E+2	    5.3826	   15.2159	   42.6648	    2.6174	
3710264842.961937	1.600E-3	1.890E+2	    5.3826	   15.2159	   42.6648	    2.6174	
3710264844.234702	1.800E-3	2.046E+2	    5.3826	   15.2159	   42.6648	    2.6174	
3710264845.505676	2.000E-3	2.188E+2	    5.3826	   15.2159	   42.6648	    2.6174	
3710264854.013883	2.000E-4	2.805E+1	    5.9823	   15.2697	   42.6300	    2.6546	
3710264855.267069	4.000E-4	5.507E+1	    5.9823	   15.2697	   42.6300	    2.6546	
3710264856.540589	6.000E-4	8.129E+1	    5.9823	   15.2697	   42.6300	    2.6546	
3710264857.827975	8.000E-4	1.068E+2	    6.1259	   15.2851	   42.6382	    2.6712	
3710264859.105456	1.000E-3	1.303E+2	    6.1259	   15.2851	   42.6382	    2.6712	
3710264860.373248	1.200E-3	1.518E+2	    6.1259	   15.2851	   42.6382	    2.6712	
3710264861.643246	1.400E-3	1.713E+2	    6.2053	   15.2851	   42.6382	    2.6712	
3710264862.917646	1.600E-3	1.886E+2	    6.2053	   15.2966	   42.6376	    2.6814	
3710264864.196636	1.800E-3	2.042E+2	    6.2053	   15.2966	   42.6376	    2.6814	
3710264865.465468	2.000E-3	2.185E+2	    6.2053	   15.2966	   42.6376	    2.6814	
3710264874.013735	2.000E-4	2.800E+1	    6.0566	   15.3082	   42.6082	    2.6822	
3710264875.262182	4.000E-4	5.487E+1	    6.0566	   15.3082	   42.6082	    2.6822	
3710264876.532297	6.000E-4	8.089E+1	    6.0566	   15.3082	   42.6082	    2.6822	
3710264877.833294	8.000E-4	1.063E+2	    5.9336	   15.2990	   42.5806	    2.6648	
3710264879.104914	1.000E-3	1.298E+2	    5.9336	   15.2990	   42.5806	    2.6648	
3710264880.374542	1.200E-3	1.512E+2	    5.9336	   15.2990	   42.5806	    2.6648	
