#Open Capacitance 1000Hz:6.278500E-12
#Open Capacitance 100000Hz:Not Measured
#34340_007_PSS_HM_XX_IrradSensor
#Date/Time: 4/21/2021 4:32:33 PM
#Sensor Name: 34340_007_PSS_HM_XX_IrradSensor
#Type: P
#Annealing Status: Not Irradiated
#Environment: RT
#Tester: Eric Spencer

#Notes: 

#Time Delay per Ramp Step (s): 0.000

#Time Delay per Measurement (s) :0.000

#Number of measurements per voltage: 0.000



Strip 	Time	RH	ChuckT	AirT	Global Current	Pinhole	Coupling Cap	Istrip_0	Istrip_1	Istrip_2	Istrip_3	Istrip_Mean	Istrip_Median	I_RBias_V-5.0
1	3701882022.410611	3.118026	28.220099	27.428522	-3.540000E-9	-6.268529E-11	9.021830E-11	-3.070141E-10	-3.053598E-10	-3.074075E-10	-3.053196E-10	-3.062753E-10	-3.061870E-10	-2.674577E-6
2	3701882039.227474	3.130563	28.224558	27.436925	-3.540000E-9	-8.071405E-11	9.020470E-11	-3.070141E-10	-3.053598E-10	-3.074075E-10	-3.053196E-10	-3.062753E-10	-3.061870E-10	-2.676029E-6
3	3701882056.074767	3.115775	28.224956	27.437418	-3.540000E-9	-6.789353E-11	9.019920E-11	-3.042470E-10	-3.034152E-10	-3.074206E-10	-3.047004E-10	-3.049458E-10	-3.044737E-10	-2.677745E-6
4	3701882072.786817	3.136327	28.225392	27.454561	-3.550000E-9	-6.834425E-11	9.019570E-11	-3.046096E-10	-3.057163E-10	-3.031623E-10	-3.043614E-10	-3.044624E-10	-3.044855E-10	-2.678644E-6
5	3701882089.502191	3.147606	28.227016	27.451429	-3.540000E-9	-7.570600E-11	9.019760E-11	-3.049418E-10	-3.032448E-10	-3.059319E-10	-3.037333E-10	-3.044630E-10	-3.043376E-10	-2.680529E-6
6	3701882106.188164	3.133917	28.229592	27.460665	-3.540000E-9	-6.483862E-11	9.019240E-11	-3.068963E-10	-3.051737E-10	-3.069605E-10	-3.079282E-10	-3.067397E-10	-3.069284E-10	-2.682851E-6
7	3701882122.875629	3.120495	28.230623	27.458405	-3.550000E-9	-7.555578E-11	9.019660E-11	-3.045822E-10	-3.068711E-10	-3.041921E-10	-3.053088E-10	-3.052386E-10	-3.049455E-10	-2.681471E-6
8	3701882139.565513	3.149423	28.233218	27.476003	-3.550000E-9	-7.610670E-11	9.019220E-11	-3.058522E-10	-3.056436E-10	-3.063375E-10	-3.056612E-10	-3.058736E-10	-3.057567E-10	-2.683435E-6
9	3701882156.304977	3.126651	28.234010	27.463834	-3.540000E-9	-6.759301E-11	9.019400E-11	-3.062654E-10	-3.081203E-10	-3.088739E-10	-3.091611E-10	-3.081052E-10	-3.084971E-10	-2.683199E-6
10	3701882173.029769	3.122660	28.236073	27.473940	-3.550000E-9	-6.278531E-11	9.019170E-11	-3.058168E-10	-3.057311E-10	-3.063233E-10	-3.056723E-10	-3.058859E-10	-3.057739E-10	-2.684231E-6
11	3701882189.732567	3.119004	28.237221	27.474060	-3.540000E-9	-7.074809E-11	9.018960E-11	-3.066562E-10	-3.062498E-10	-3.057599E-10	-3.082362E-10	-3.067255E-10	-3.064530E-10	-2.683392E-6
12	3701882206.394576	3.125050	28.240491	27.442927	-3.550000E-9	-6.548964E-11	9.018990E-11	-3.070854E-10	-3.042645E-10	-3.041659E-10	-3.076311E-10	-3.057867E-10	-3.056749E-10	-2.678588E-6
13	3701882223.079754	3.117503	28.240431	27.443761	-3.550000E-9	-6.879496E-11	9.018840E-11	-3.055930E-10	-3.050861E-10	-3.056025E-10	-3.058761E-10	-3.055394E-10	-3.055977E-10	-2.682738E-6
14	3701882239.779035	3.137806	28.243522	27.446395	-3.550000E-9	-6.784338E-11	9.019190E-11	-3.066712E-10	-3.070636E-10	-3.065344E-10	-3.074389E-10	-3.069270E-10	-3.068674E-10	-2.681217E-6
15	3701882256.453829	3.131819	28.243800	27.395745	-3.550000E-9	-6.483861E-11	9.019100E-11	-3.051027E-10	-3.048978E-10	-3.061529E-10	-3.065616E-10	-3.056788E-10	-3.056278E-10	-2.679161E-6
16	3701882273.155533	3.124477	28.247268	27.423608	-3.550000E-9	-7.355256E-11	9.018880E-11	-3.049967E-10	-3.045273E-10	-3.052835E-10	-3.047400E-10	-3.048869E-10	-3.048683E-10	-2.682014E-6
17	3701882289.853453	3.129346	28.247961	27.439382	-3.550000E-9	-5.662550E-11	9.018610E-11	-3.063240E-10	-3.068618E-10	-3.092086E-10	-3.071404E-10	-3.073837E-10	-3.070011E-10	-2.683045E-6
18	3701882306.586979	3.114426	28.251449	27.449626	-3.540000E-9	-6.954613E-11	9.018330E-11	-3.058258E-10	-3.075609E-10	-3.059647E-10	-3.055531E-10	-3.062261E-10	-3.058952E-10	-2.682621E-6
19	3701882323.278418	3.112467	28.253016	27.442810	-3.550000E-9	-6.303572E-11	9.018540E-11	-3.081608E-10	-3.064544E-10	-3.049468E-10	-3.064088E-10	-3.064927E-10	-3.064316E-10	-2.682989E-6
20	3701882339.926580	3.113140	28.252995	27.440294	-3.550000E-9	-6.634099E-11	9.018510E-11	-3.041792E-10	-3.048737E-10	-3.083209E-10	-3.059973E-10	-3.058428E-10	-3.054355E-10	-2.683421E-6
21	3701882356.642231	3.114805	28.258029	27.454382	-3.550000E-9	-6.779329E-11	9.018000E-11	-3.084583E-10	-3.078183E-10	-3.074185E-10	-3.056375E-10	-3.073331E-10	-3.076184E-10	-2.686990E-6
22	3701882373.325797	3.110962	28.261161	27.441958	-3.560000E-9	-7.210027E-11	9.017940E-11	-3.051781E-10	-3.050916E-10	-3.055300E-10	-3.046123E-10	-3.051030E-10	-3.051349E-10	-2.688334E-6
23	3701882389.997115	3.120746	28.259416	27.484543	-3.550000E-9	-7.505493E-11	9.017940E-11	-3.069387E-10	-3.050447E-10	-3.047357E-10	-3.077520E-10	-3.061178E-10	-3.059917E-10	-2.686003E-6
24	3701882406.680542	3.115547	28.260982	27.451470	-3.550000E-9	-6.028133E-11	9.017950E-11	-3.019582E-10	-3.050241E-10	-3.027406E-10	-3.027353E-10	-3.031146E-10	-3.027379E-10	-2.684436E-6
25	3701882423.406413	3.106299	28.263974	27.469145	-3.550000E-9	-5.667557E-11	9.017810E-11	-3.042728E-10	-3.050767E-10	-3.077558E-10	-3.134670E-10	-3.076431E-10	-3.064163E-10	-2.683274E-6
26	3701882440.100148	3.118647	28.264371	27.457018	-3.550000E-9	-6.904538E-11	9.017960E-11	-3.051256E-10	-3.024065E-10	-3.031807E-10	-3.121955E-10	-3.057271E-10	-3.041532E-10	-2.679497E-6
27	3701882456.835896	3.110590	28.264371	27.450995	-3.560000E-9	-6.659140E-11	9.017840E-11	-3.046091E-10	-3.056116E-10	-3.051539E-10	-3.029075E-10	-3.045705E-10	-3.048815E-10	-2.679474E-6
28	3701882473.535957	3.106436	28.268670	27.461556	-3.550000E-9	-6.749289E-11	9.017900E-11	-3.058016E-10	-3.051400E-10	-3.059210E-10	-3.050824E-10	-3.054862E-10	-3.054708E-10	-2.681382E-6
29	3701882490.260259	3.102495	28.269384	27.477886	-3.560000E-9	-7.004695E-11	9.018280E-11	-3.054111E-10	-3.060094E-10	-3.045250E-10	-3.056009E-10	-3.053866E-10	-3.055060E-10	-2.682362E-6
30	3701882506.924674	3.093834	28.268829	27.473486	-3.560000E-9	-7.009700E-11	9.017980E-11	-3.037960E-10	-3.043092E-10	-3.037854E-10	-3.060742E-10	-3.044912E-10	-3.040526E-10	-2.681619E-6
31	3701882524.147345	3.097069	28.270732	27.457891	-3.560000E-9	-7.024716E-11	9.017760E-11	-3.024839E-10	-3.062712E-10	-3.051325E-10	-3.045852E-10	-3.046182E-10	-3.048588E-10	-2.686094E-6
32	3701882541.144828	3.118327	28.271961	27.496790	-3.560000E-9	-7.104856E-11	9.017870E-11	-3.073892E-10	-3.057084E-10	-3.061693E-10	-3.068050E-10	-3.065180E-10	-3.064872E-10	-2.683776E-6
33	3701882558.396809	3.099833	28.275548	27.488249	-3.560000E-9	-7.019713E-11	9.017730E-11	-3.051195E-10	-3.053019E-10	-3.048581E-10	-3.032156E-10	-3.046238E-10	-3.049888E-10	-2.683678E-6
34	3701882575.371599	3.124693	28.277112	27.489439	-3.570000E-9	-6.398721E-11	9.018030E-11	-3.083212E-10	-3.082618E-10	-3.074368E-10	-3.077161E-10	-3.079340E-10	-3.079889E-10	-2.682860E-6
35	3701882592.516395	3.112918	28.276242	27.495758	-3.560000E-9	-6.438790E-11	9.018290E-11	-3.066369E-10	-3.057882E-10	-3.057821E-10	-3.068937E-10	-3.062752E-10	-3.062126E-10	-2.684968E-6
36	3701882609.505379	3.113394	28.277686	27.516447	-3.550000E-9	-6.764300E-11	9.018240E-11	-3.074813E-10	-3.051809E-10	-3.068338E-10	-3.042531E-10	-3.059373E-10	-3.060073E-10	-2.683497E-6
37	3701882626.456623	3.106242	28.282047	27.504499	-3.560000E-9	-7.089813E-11	9.018390E-11	-3.052282E-10	-3.069155E-10	-3.031631E-10	-3.056167E-10	-3.052309E-10	-3.054225E-10	-2.682607E-6
38	3701882643.581637	3.110991	28.283730	27.501169	-3.570000E-9	-7.144918E-11	9.018220E-11	-3.059830E-10	-3.071188E-10	-3.057215E-10	-3.068032E-10	-3.064066E-10	-3.063931E-10	-2.680567E-6
39	3701882660.504854	3.105026	28.285060	27.486764	-3.570000E-9	-6.809384E-11	9.018410E-11	-3.077746E-10	-3.068023E-10	-3.085866E-10	-3.076291E-10	-3.076982E-10	-3.077019E-10	-2.682390E-6
40	3701882677.628996	3.088855	28.285753	27.509275	-3.560000E-9	-5.562389E-11	9.018230E-11	-3.041747E-10	-3.038540E-10	-3.037702E-10	-3.047076E-10	-3.041266E-10	-3.040144E-10	-2.680907E-6
41	3701882694.587896	3.120401	28.287457	27.509948	-3.550000E-9	-7.395311E-11	9.018400E-11	-3.036902E-10	-3.058852E-10	-3.038561E-10	-3.063687E-10	-3.049501E-10	-3.048707E-10	-2.678639E-6
42	3701882711.730502	3.097918	28.290904	27.506322	-3.560000E-9	-6.283535E-11	9.018260E-11	-3.050308E-10	-3.052979E-10	-3.049864E-10	-3.034090E-10	-3.046810E-10	-3.050086E-10	-2.680187E-6
43	3701882728.669723	3.096639	28.292055	27.511296	-3.560000E-9	-7.315180E-11	9.018430E-11	-3.070209E-10	-3.044543E-10	-3.049319E-10	-3.053752E-10	-3.054456E-10	-3.051536E-10	-2.680958E-6
44	3701882745.814005	3.089727	28.294610	27.509216	-3.560000E-9	-7.290145E-11	9.018150E-11	-3.063896E-10	-3.048801E-10	-3.059210E-10	-3.061376E-10	-3.058321E-10	-3.060293E-10	-2.684069E-6
45	3701882762.786949	3.102270	28.297782	27.550987	-3.560000E-9	-6.168353E-11	9.018270E-11	-3.062074E-10	-3.069951E-10	-3.059441E-10	-3.072877E-10	-3.066086E-10	-3.066013E-10	-2.682391E-6
46	3701882779.939436	3.090655	28.298257	27.514943	-3.560000E-9	-6.614067E-11	9.018070E-11	-3.050683E-10	-3.046001E-10	-3.064355E-10	-3.053973E-10	-3.053753E-10	-3.052328E-10	-2.684918E-6
47	3701882796.911322	3.110603	28.300397	27.533114	-3.570000E-9	-5.973046E-11	9.017900E-11	-3.062903E-10	-3.070710E-10	-3.049014E-10	-3.083614E-10	-3.066560E-10	-3.066807E-10	-2.685830E-6
48	3701882814.048250	3.099845	28.301803	27.536600	-3.560000E-9	-7.440377E-11	9.017470E-11	-3.080008E-10	-3.106094E-10	-3.093298E-10	-3.118511E-10	-3.099478E-10	-3.099696E-10	-2.685792E-6
49	3701882831.036000	3.098205	28.305231	27.514387	-3.560000E-9	-6.498882E-11	9.017080E-11	-3.073359E-10	-3.070136E-10	-3.072253E-10	-3.076790E-10	-3.073135E-10	-3.072806E-10	-2.685915E-6
50	3701882848.173034	3.092968	28.306421	27.505805	-3.560000E-9	-6.278527E-11	9.017420E-11	-3.083631E-10	-3.065431E-10	-3.049053E-10	-3.069754E-10	-3.066967E-10	-3.067593E-10	-2.686950E-6
51	3701882865.290260	3.094006	28.306184	27.527130	-3.580000E-9	-7.089813E-11	9.016660E-11	-3.077305E-10	-3.064284E-10	-3.072039E-10	-3.071212E-10	-3.071210E-10	-3.071625E-10	-2.683082E-6
52	3701882882.252846	3.101265	28.309294	27.554000	-3.570000E-9	-6.889510E-11	9.016870E-11	-3.060689E-10	-3.091656E-10	-3.079001E-10	-3.084633E-10	-3.078995E-10	-3.081817E-10	-2.682992E-6
53	3701882899.392405	3.093319	28.313535	27.572390	-3.560000E-9	-5.817792E-11	9.017040E-11	-3.040531E-10	-3.039958E-10	-3.046563E-10	-3.033656E-10	-3.040177E-10	-3.040245E-10	-2.682761E-6
54	3701882916.380902	3.110289	28.314844	27.564244	-3.570000E-9	-7.340227E-11	9.017410E-11	-3.105790E-10	-3.051397E-10	-3.056346E-10	-3.061597E-10	-3.068782E-10	-3.058971E-10	-2.681876E-6
55	3701882933.480223	3.113819	28.314961	27.542429	-3.580000E-9	-6.248482E-11	9.017080E-11	-3.045400E-10	-3.061653E-10	-3.057396E-10	-3.052501E-10	-3.054238E-10	-3.054948E-10	-2.683206E-6
56	3701882950.427195	3.100094	28.319639	27.547242	-3.570000E-9	-6.609057E-11	9.017440E-11	-3.097754E-10	-3.071751E-10	-3.076220E-10	-3.058449E-10	-3.076043E-10	-3.073985E-10	-2.685043E-6
57	3701882967.699995	3.094447	28.322434	27.540029	-3.570000E-9	-6.984662E-11	9.017150E-11	-3.058566E-10	-3.048455E-10	-3.042143E-10	-3.057686E-10	-3.051713E-10	-3.053070E-10	-2.686877E-6
58	3701882984.673302	3.098660	28.320945	27.582000	-3.570000E-9	-5.882897E-11	9.017280E-11	-3.048146E-10	-3.073513E-10	-3.050828E-10	-3.036227E-10	-3.052178E-10	-3.049487E-10	-2.688734E-6
59	3701883001.649788	3.106465	28.325405	27.592782	-3.570000E-9	-6.433776E-11	9.017770E-11	-3.046462E-10	-3.049563E-10	-3.049945E-10	-3.061279E-10	-3.051812E-10	-3.049754E-10	-2.685770E-6
60	3701883018.508854	3.096214	28.326000	27.570408	-3.570000E-9	-5.542353E-11	9.018060E-11	-3.053754E-10	-3.055958E-10	-3.060039E-10	-3.073422E-10	-3.060793E-10	-3.057998E-10	-2.683909E-6
