34341_012_PSS_XX_HM_Irrad_20min
Date/Time: 8/12/2021 3:02:40 PM
Sensor Name: 34341_012_PSS_XX_HM_Irrad_20min
Type: P
Annealing Status: 20 min
Environment: 20C
Tester: Eric Spencer
Notes: Irradiated for 56 min at RINSC

Time Delay per Ramp Step (s): 1.000

CV Time Delay per Measurement (s) :0.500

AC Voltage (V): 0.500

Current Number of measurements per voltage: 4.000

IV Time Delay per Measurement (s) :0.500


BiasVoltage	LCR_Cp_freq1000.0	LCR_G_freq1000.0	Temperature	Air_Temp	Humidity	Dewpoint	
  -10.0000	1.452E-10	1.661E-6	  -20.0000	   22.9575	    2.0728	    0.0000	
  -20.0000	1.506E-10	1.381E-6	  -20.0000	   22.9575	    2.0728	    0.0000	
  -30.0000	1.492E-10	1.210E-6	  -20.0000	   22.9575	    2.0728	    0.0000	
  -40.0000	1.458E-10	1.096E-6	  -20.0000	   22.9575	    2.0728	    0.0000	
  -50.0000	1.430E-10	9.941E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
  -60.0000	1.386E-10	9.152E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
  -70.0000	1.336E-10	8.383E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
  -80.0000	1.315E-10	7.894E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
  -90.0000	1.272E-10	7.364E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -100.0000	1.262E-10	7.121E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -110.0000	1.207E-10	6.857E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -120.0000	1.177E-10	6.544E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -130.0000	1.145E-10	6.186E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -140.0000	1.124E-10	6.006E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -150.0000	1.120E-10	5.896E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -160.0000	1.045E-10	5.898E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -170.0000	1.065E-10	5.297E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -180.0000	1.040E-10	5.109E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -190.0000	9.637E-11	5.053E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -200.0000	9.815E-11	5.221E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -210.0000	9.584E-11	4.560E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -220.0000	9.371E-11	4.605E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -230.0000	9.288E-11	4.666E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -240.0000	9.044E-11	4.480E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -250.0000	8.856E-11	4.267E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -260.0000	9.275E-11	4.182E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -270.0000	8.705E-11	3.850E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -280.0000	8.530E-11	3.564E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -290.0000	8.498E-11	3.739E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -300.0000	8.353E-11	3.920E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -310.0000	8.146E-11	3.603E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -320.0000	7.651E-11	3.683E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -330.0000	7.736E-11	3.698E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -340.0000	7.665E-11	3.259E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -350.0000	8.040E-11	3.289E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -360.0000	7.788E-11	3.529E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -370.0000	6.908E-11	3.509E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -380.0000	7.508E-11	2.875E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -390.0000	7.109E-11	3.059E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -400.0000	6.786E-11	3.411E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -410.0000	6.472E-11	3.080E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -420.0000	6.426E-11	2.749E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -430.0000	6.796E-11	2.892E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -440.0000	6.267E-11	2.744E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -450.0000	6.204E-11	2.486E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -460.0000	6.293E-11	2.486E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -470.0000	6.031E-11	2.438E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -480.0000	6.112E-11	2.522E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -490.0000	5.909E-11	2.472E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -500.0000	5.935E-11	2.121E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -510.0000	5.395E-11	1.909E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -520.0000	5.409E-11	1.877E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -530.0000	5.488E-11	1.931E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -540.0000	5.362E-11	2.122E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -550.0000	5.465E-11	1.788E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -560.0000	5.639E-11	1.499E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -570.0000	5.314E-11	1.606E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -580.0000	4.977E-11	1.856E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -590.0000	4.831E-11	1.696E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -600.0000	5.166E-11	1.557E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -610.0000	4.215E-11	1.839E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -620.0000	5.215E-11	1.772E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -630.0000	4.624E-11	1.451E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -640.0000	5.176E-11	1.326E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -650.0000	4.872E-11	1.755E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -660.0000	4.512E-11	1.242E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -670.0000	4.650E-11	1.330E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -680.0000	4.413E-11	1.783E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -690.0000	4.223E-11	1.721E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -700.0000	4.778E-11	1.460E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -710.0000	4.379E-11	1.343E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -720.0000	4.885E-11	1.279E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -730.0000	4.469E-11	1.426E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -740.0000	4.102E-11	1.320E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -750.0000	4.518E-11	1.220E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -760.0000	4.633E-11	1.313E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -770.0000	4.418E-11	1.341E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -780.0000	4.248E-11	1.414E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -790.0000	4.296E-11	1.299E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -800.0000	4.176E-11	1.278E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -810.0000	4.110E-11	1.401E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -820.0000	4.614E-11	9.936E-8	  -20.0000	   22.9575	    2.0728	    0.0000	
 -830.0000	4.154E-11	1.337E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -840.0000	4.222E-11	1.132E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -850.0000	4.259E-11	1.285E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -860.0000	4.503E-11	1.470E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -870.0000	4.354E-11	1.128E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -880.0000	4.090E-11	1.117E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -890.0000	4.128E-11	1.296E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -900.0000	4.182E-11	1.438E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -910.0000	4.144E-11	1.243E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -920.0000	4.370E-11	1.373E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -930.0000	4.149E-11	1.563E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -940.0000	4.254E-11	1.468E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -950.0000	4.170E-11	1.171E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -960.0000	4.549E-11	1.563E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -970.0000	4.285E-11	1.042E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -980.0000	4.727E-11	1.164E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
 -990.0000	4.532E-11	1.211E-7	  -20.0000	   22.9575	    2.0728	    0.0000	
-1000.0000	4.466E-11	9.863E-8	  -20.0000	   22.9575	    2.0728	    0.0000	
