File,I(600V),I(800V),I(1000V),DepV
34253_037_PSS_HM_XX_IRRADSENSOR,-3.236e-09,-3.403e-09,-3.717e-09,303.56691019468764
34253_037_PSS_HM_XX_DIODEHALF,-2.106858e-10,-2.171737e-10,-2.308231e-10,164.95980978541084
34253_037_PSS_HM_XX_DIODEHALFPSTOP,-2.309759e-10,-2.525452e-10,-3.251393e-10,194.87897228710528
34253_037_PSS_HM_XX_DIODEQUARTER,-1.334478e-10,-1.394107e-10,-1.646441e-10,142.71982799365296
34253_037_PSS_HM_XX_DIODE,-4.66618e-10,-4.831665e-10,-5.139638e-10,203.74472703271405
34253_037_PSS_HM_XX_DIODEHALFPSTOP_GRConnected,-3.17029e-11,-3.156835e-11,-3.314244e-11,193.30784762022606
