#Open Capacitance 1000Hz:4.467080E-12
#Open Capacitance 1000000Hz:Not Measured
#38713_049_2-S_HM_XX_Irrad_20min_Single
#Date/Time: 4/21/2022 2:40:37 PM
#Sensor Name: 38713_049_2-S_HM_XX
#Station: Tesla
#Annealing Status: 20 min
#Environment: -20C
#Tester: Eric Spencer

#Notes: Irradiated at RINSC

#Time Delay per Ramp Step (s): 0.000

#Time Delay per Measurement (s) :0.000

#Number of measurements per voltage: 0.000



Strip 	Time	RH	ChuckT	AirT	Global Current	Pinhole	Coupling Cap	Istrip_0	Istrip_1	Istrip_2	Istrip_3	Istrip_Mean	Istrip_Median	I_RBias_V-1.0	I_RBias_V-5.0
1	3733411316.550277	1.374882	-20.000000	25.059288	-1.352800E-5	-5.403395E-11	7.908150E-11	-1.856729E-7	-1.856664E-7	-1.856542E-7	-1.856306E-7	-1.856560E-7	-1.856603E-7	-3.448492E-7	-2.466267E-6
2	3733411332.942345	1.412655	-20.000000	25.070068	-1.353800E-5	-5.478485E-11	7.909420E-11	-1.835394E-7	-1.835493E-7	-1.835682E-7	-1.835794E-7	-1.835591E-7	-1.835588E-7	-3.478302E-7	-2.472950E-6
3	3733411348.771043	1.373588	-20.000000	25.092660	-1.353200E-5	-5.863984E-11	7.909700E-11	-1.824630E-7	-1.824704E-7	-1.824870E-7	-1.824859E-7	-1.824766E-7	-1.824781E-7	-3.481576E-7	-2.470475E-6
4	3733411364.812634	1.368833	-20.000000	25.068008	-1.352800E-5	-5.453452E-11	7.909380E-11	-1.821269E-7	-1.821258E-7	-1.821221E-7	-1.821156E-7	-1.821226E-7	-1.821240E-7	-3.484977E-7	-2.470836E-6
5	3733411381.241324	1.404676	-20.000000	25.085821	-1.353100E-5	-5.478490E-11	7.909900E-11	-1.821296E-7	-1.821385E-7	-1.821432E-7	-1.821463E-7	-1.821394E-7	-1.821409E-7	-3.488824E-7	-2.472747E-6
6	3733411397.057270	1.380856	-20.000000	25.081917	-1.352500E-5	-5.368348E-11	7.909620E-11	-1.821945E-7	-1.821961E-7	-1.821816E-7	-1.821557E-7	-1.821820E-7	-1.821880E-7	-3.488605E-7	-2.472512E-6
7	3733411412.958137	1.402234	-20.000000	25.083603	-1.352300E-5	-5.243183E-11	7.909910E-11	-1.823180E-7	-1.823163E-7	-1.823326E-7	-1.823498E-7	-1.823292E-7	-1.823253E-7	-3.479650E-7	-2.468943E-6
8	3733411429.025322	1.358038	-20.000000	25.077361	-1.352800E-5	-5.433427E-11	7.909750E-11	-1.823858E-7	-1.823855E-7	-1.823874E-7	-1.823930E-7	-1.823879E-7	-1.823866E-7	-3.469896E-7	-2.464310E-6
9	3733411445.470683	1.378239	-20.000000	25.082532	-1.353000E-5	-5.258202E-11	7.909460E-11	-1.825942E-7	-1.825842E-7	-1.825894E-7	-1.826024E-7	-1.825925E-7	-1.825918E-7	-3.476219E-7	-2.468107E-6
10	3733411461.263471	1.422028	-20.000000	25.096029	-1.353400E-5	-5.508527E-11	7.909970E-11	-1.825883E-7	-1.825837E-7	-1.825698E-7	-1.825626E-7	-1.825761E-7	-1.825768E-7	-3.477560E-7	-2.468878E-6
11	3733411477.121663	1.386300	-20.000000	25.089506	-1.352700E-5	-5.218153E-11	7.909420E-11	-1.826281E-7	-1.826390E-7	-1.826500E-7	-1.826588E-7	-1.826440E-7	-1.826445E-7	-3.473508E-7	-2.467008E-6
12	3733411493.133770	1.389068	-20.000000	25.093213	-1.353200E-5	-5.528556E-11	7.909640E-11	-1.827892E-7	-1.827786E-7	-1.827705E-7	-1.827673E-7	-1.827764E-7	-1.827746E-7	-3.467129E-7	-2.464420E-6
13	3733411509.348657	1.407861	-20.000000	25.102330	-1.353300E-5	-5.488498E-11	7.910420E-11	-1.827893E-7	-1.827953E-7	-1.827965E-7	-1.828096E-7	-1.827977E-7	-1.827959E-7	-3.467940E-7	-2.465167E-6
14	3733411525.434111	1.382060	-20.000000	25.090577	-1.352700E-5	-5.613663E-11	7.909910E-11	-1.830886E-7	-1.830939E-7	-1.830957E-7	-1.831035E-7	-1.830954E-7	-1.830948E-7	-3.467460E-7	-2.465741E-6
15	3733411541.311539	1.358418	-20.000000	25.096244	-1.353500E-5	-5.323287E-11	7.909950E-11	-1.831521E-7	-1.831675E-7	-1.831790E-7	-1.831784E-7	-1.831692E-7	-1.831729E-7	-3.465898E-7	-2.465496E-6
16	3733411557.347528	1.394074	-20.000000	25.090519	-1.354200E-5	-5.218152E-11	7.909680E-11	-1.832374E-7	-1.832115E-7	-1.832211E-7	-1.832347E-7	-1.832262E-7	-1.832279E-7	-3.459649E-7	-2.462647E-6
17	3733411573.530941	1.373445	-20.000000	25.085010	-1.353800E-5	-5.498513E-11	7.910360E-11	-1.832866E-7	-1.832847E-7	-1.832956E-7	-1.833033E-7	-1.832926E-7	-1.832911E-7	-3.461232E-7	-2.463749E-6
18	3733411589.480109	1.393605	-20.000000	25.075122	-1.353500E-5	-5.263211E-11	7.910420E-11	-1.834506E-7	-1.834499E-7	-1.834648E-7	-1.834853E-7	-1.834627E-7	-1.834577E-7	-3.460082E-7	-2.463624E-6
19	3733411605.562174	1.365312	-20.000000	25.088873	-1.353100E-5	-5.188116E-11	7.910490E-11	-1.834852E-7	-1.834752E-7	-1.834653E-7	-1.834610E-7	-1.834717E-7	-1.834702E-7	-3.464790E-7	-2.466155E-6
20	3733411621.612467	1.344934	-20.000000	25.065114	-1.354100E-5	-5.673737E-11	7.910680E-11	-1.835778E-7	-1.835491E-7	-1.835442E-7	-1.835434E-7	-1.835536E-7	-1.835466E-7	-3.450506E-7	-2.459288E-6
21	3733411638.076203	1.373931	-20.000000	25.067808	-1.353400E-5	-5.333302E-11	7.910680E-11	-1.837198E-7	-1.837163E-7	-1.837083E-7	-1.836975E-7	-1.837105E-7	-1.837123E-7	-3.447387E-7	-2.458359E-6
22	3733411653.895278	1.415720	-20.000000	25.089073	-1.353900E-5	-5.598641E-11	7.910620E-11	-1.837715E-7	-1.837865E-7	-1.837869E-7	-1.837798E-7	-1.837812E-7	-1.837832E-7	-3.455754E-7	-2.462732E-6
23	3733411669.818695	1.361147	-20.000000	25.052590	-1.353500E-5	-5.783880E-11	7.910880E-11	-1.838991E-7	-1.838732E-7	-1.838714E-7	-1.838850E-7	-1.838822E-7	-1.838791E-7	-3.454664E-7	-2.462860E-6
24	3733411686.284160	1.378192	-20.000000	25.053997	-1.354000E-5	-5.453456E-11	7.911060E-11	-1.840618E-7	-1.840622E-7	-1.840548E-7	-1.840537E-7	-1.840581E-7	-1.840583E-7	-3.452757E-7	-2.462491E-6
