#Open Capacitance 1000Hz:Not Measured
#Open Capacitance 1000000Hz:4.300280E-12
#38695_002_2-S_HM_XX_Irrad_20min_Interstrip
#Date/Time: 3/10/2022 12:08:42 PM
#Sensor Name: 38695_002_2-S_HM_XX
#Station: Tesla
#Annealing Status: 20 min
#Environment: -20C
#Tester: Eric Spencer

#Notes: Irradiated for 24 m at RINSC

#Time Delay per Ramp Step (s): 0.000

#Time Delay per Measurement (s) :0.000

#Number of measurements per voltage: 0.000



Strip 	Time	RH	ChuckT	AirT	Global Current	Interstrip C	I_InterstripR_V-0.0	I_InterstripR_V-2.5	I_InterstripR_V-5.0
1	3729777001.489285	1.178554	-20.000000	25.138613	-1.218900E-5	5.295180E-12	-1.706302E-7	-1.721803E-7	-1.738091E-7
2	3729777023.381821	1.210171	-20.000000	25.137444	-1.214000E-5	5.359010E-12	-1.693258E-7	-1.709160E-7	-1.725239E-7
3	3729777044.366090	1.201203	-20.000000	25.122603	-1.217300E-5	5.379900E-12	-1.687657E-7	-1.703833E-7	-1.719675E-7
4	3729777065.521839	1.192438	-20.000000	25.102506	-1.214600E-5	5.388670E-12	-1.685006E-7	-1.701225E-7	-1.717314E-7
5	3729777086.582781	1.184575	-20.000000	25.112813	-1.215800E-5	5.392170E-12	-1.682985E-7	-1.699313E-7	-1.715538E-7
6	3729777107.690938	1.183049	-20.000000	25.103995	-1.214700E-5	5.394270E-12	-1.682407E-7	-1.698752E-7	-1.715121E-7
7	3729777128.664092	1.184370	-20.000000	25.103836	-1.214700E-5	5.395830E-12	-1.680727E-7	-1.697415E-7	-1.713284E-7
8	3729777149.601813	1.172700	-20.000000	25.107364	-1.217900E-5	5.396110E-12	-1.679478E-7	-1.695825E-7	-1.712438E-7
9	3729777170.683051	1.190192	-20.000000	25.105699	-1.218000E-5	5.394670E-12	-1.678502E-7	-1.694672E-7	-1.710946E-7
10	3729777191.517502	1.183593	-20.000000	25.109878	-1.219200E-5	5.394720E-12	-1.677577E-7	-1.693753E-7	-1.710274E-7
11	3729777212.942801	1.198753	-20.000000	25.093670	-1.218700E-5	5.394020E-12	-1.676547E-7	-1.693167E-7	-1.709321E-7
12	3729777234.547330	1.181778	-20.000000	25.087486	-1.218900E-5	5.394930E-12	-1.674840E-7	-1.691751E-7	-1.708107E-7
13	3729777255.543833	1.188279	-20.000000	25.086673	-1.219300E-5	5.397110E-12	-1.675388E-7	-1.691678E-7	-1.708439E-7
14	3729777276.587806	1.191068	-20.000000	25.073436	-1.219200E-5	5.396930E-12	-1.671390E-7	-1.687717E-7	-1.704045E-7
15	3729777297.569639	1.185375	-20.000000	25.064875	-1.219100E-5	5.396310E-12	-1.673147E-7	-1.689752E-7	-1.706532E-7
16	3729777318.713682	1.188657	-20.000000	25.068442	-1.219200E-5	5.396330E-12	-1.671190E-7	-1.687921E-7	-1.704016E-7
17	3729777339.717654	1.185572	-20.000000	25.067392	-1.218600E-5	5.396920E-12	-1.670138E-7	-1.686703E-7	-1.703412E-7
18	3729777360.705036	1.195636	-20.000000	25.054273	-1.219300E-5	5.396450E-12	-1.668804E-7	-1.685371E-7	-1.701937E-7
19	3729777381.822222	1.191058	-20.000000	25.054314	-1.218800E-5	5.397030E-12	-1.667414E-7	-1.683978E-7	-1.700746E-7
20	3729777402.830272	1.193790	-20.000000	25.050330	-1.218700E-5	5.396420E-12	-1.665385E-7	-1.682091E-7	-1.698941E-7
21	3729777424.232434	1.181270	-20.000000	25.050706	-1.218700E-5	5.396240E-12	-1.664588E-7	-1.681215E-7	-1.697587E-7
22	3729777445.969421	1.182027	-20.000000	25.047317	-1.218300E-5	5.395000E-12	-1.663297E-7	-1.679967E-7	-1.696355E-7
23	3729777466.894886	1.191687	-20.000000	25.049538	-1.218200E-5	5.394110E-12	-1.662437E-7	-1.678940E-7	-1.695481E-7
24	3729777487.934572	1.195893	-20.000000	25.036657	-1.218000E-5	5.394420E-12	-1.661199E-7	-1.677598E-7	-1.694392E-7
25	3729777509.052910	1.201732	-20.000000	25.037826	-1.218000E-5	5.394900E-12	-1.660048E-7	-1.676612E-7	-1.693254E-7
26	3729777530.097715	1.193699	-20.000000	25.038382	-1.216700E-5	5.395410E-12	-1.660086E-7	-1.676798E-7	-1.693511E-7
27	3729777551.013016	1.196942	-20.000000	25.021358	-1.218400E-5	5.394960E-12	-1.659745E-7	-1.676542E-7	-1.693029E-7
28	3729777572.307246	1.187220	-20.000000	25.031662	-1.213800E-5	5.394950E-12	-1.658918E-7	-1.675406E-7	-1.692078E-7
29	3729777593.036243	1.184230	-20.000000	25.005764	-1.219000E-5	5.395190E-12	-1.658803E-7	-1.675245E-7	-1.691965E-7
30	3729777614.439898	1.189245	-20.000000	25.006197	-1.219200E-5	5.393410E-12	-1.657266E-7	-1.674060E-7	-1.691038E-7
31	3729777636.233802	1.186126	-20.000000	25.001758	-1.217000E-5	5.393480E-12	-1.657030E-7	-1.673387E-7	-1.689977E-7
32	3729777657.277051	1.195472	-20.000000	24.988184	-1.216700E-5	5.394150E-12	-1.654718E-7	-1.671326E-7	-1.687939E-7
33	3729777678.616717	1.184941	-20.000000	24.996151	-1.218100E-5	5.394190E-12	-1.653197E-7	-1.669985E-7	-1.686483E-7
34	3729777700.361760	1.184453	-20.000000	25.009151	-1.216400E-5	5.394880E-12	-1.647992E-7	-1.664404E-7	-1.680178E-7
35	3729777721.305898	1.190350	-20.000000	24.990683	-1.217800E-5	5.394820E-12	-1.651836E-7	-1.668260E-7	-1.685004E-7
36	3729777742.298453	1.191344	-20.000000	24.984044	-1.217400E-5	5.409310E-12	-5.786753E-7	-5.470286E-7	-6.261735E-7
37	3729777763.712120	1.201830	-20.000000	24.985649	-1.198100E-5	5.409680E-12	-6.317255E-7	-6.324699E-7	-6.711845E-7
38	3729777784.571304	1.196955	-20.000000	24.972392	-1.210900E-5	5.410100E-12	-5.963129E-7	-6.270338E-7	-6.724017E-7
39	3729777805.482948	1.194376	-20.000000	24.979088	-1.216800E-5	5.410240E-12	-5.921430E-7	-6.277955E-7	-6.703029E-7
40	3729777826.911442	1.200468	-20.000000	24.986719	-1.216700E-5	5.409890E-12	-5.819085E-7	-6.199032E-7	-6.606053E-7
41	3729777848.934190	1.186739	-20.000000	24.964426	-1.216700E-5	5.409250E-12	-5.947243E-7	-6.252698E-7	-6.593186E-7
42	3729777870.699111	1.207328	-20.000000	24.965356	-1.210600E-5	5.409260E-12	-5.668736E-7	-5.977093E-7	-6.427124E-7
43	3729777892.020489	1.204492	-20.000000	24.963553	-1.217000E-5	5.410320E-12	-5.749632E-7	-6.033691E-7	-6.413696E-7
44	3729777913.947269	1.231751	-20.000000	24.963849	-1.200100E-5	5.411260E-12	-5.752605E-7	-5.992315E-7	-5.915693E-7
45	3729777935.073940	1.214647	-20.000000	24.942727	-1.216400E-5	5.408950E-12	-5.649811E-7	-5.839732E-7	-6.231242E-7
46	3729777956.936811	1.213530	-20.000000	24.942112	-1.202300E-5	5.407820E-12	-5.037246E-7	-1.769285E-7	-1.776940E-7
47	3729777978.156964	1.200758	-20.000000	24.926099	-1.216000E-5	5.400050E-12	-1.708924E-7	-1.733118E-7	-1.757658E-7
48	3729777999.896865	1.205221	-20.000000	24.917242	-1.213800E-5	5.397680E-12	-1.706816E-7	-1.731539E-7	-1.754159E-7
49	3729778020.796051	1.207934	-20.000000	24.921522	-1.215100E-5	5.397090E-12	-1.705730E-7	-1.728470E-7	-1.753137E-7
50	3729778041.823640	1.219078	-20.000000	24.919223	-1.214200E-5	5.396250E-12	-1.701279E-7	-1.724581E-7	-1.748471E-7
51	3729778062.966365	1.211018	-20.000000	24.916847	-1.212400E-5	5.397920E-12	-1.699066E-7	-1.722402E-7	-1.747406E-7
52	3729778083.926226	1.209027	-20.000000	24.910088	-1.214400E-5	5.396560E-12	-1.698442E-7	-1.722667E-7	-1.746143E-7
53	3729778104.971624	1.212716	-20.000000	24.905868	-1.214400E-5	5.397330E-12	-1.696836E-7	-1.720079E-7	-1.741975E-7
54	3729778125.993745	1.207928	-20.000000	24.896751	-1.214100E-5	5.394750E-12	-1.692660E-7	-1.715957E-7	-1.738584E-7
55	3729778147.421734	1.202555	-20.000000	24.898000	-1.213500E-5	5.393390E-12	-1.693720E-7	-1.719189E-7	-1.743171E-7
56	3729778169.153003	1.202318	-20.000000	24.891460	-1.211700E-5	5.391350E-12	-1.696356E-7	-1.720415E-7	-1.744318E-7
57	3729778190.061478	1.198423	-20.000000	24.890470	-1.212700E-5	5.384880E-12	-1.699400E-7	-1.722727E-7	-1.746269E-7
58	3729778211.060053	1.201265	-20.000000	24.892055	-1.212600E-5	5.364870E-12	-1.709556E-7	-1.732907E-7	-1.757067E-7
59	3729778232.138195	1.199920	-20.000000	24.883553	-1.211900E-5	5.304240E-12	-1.725847E-7	-1.749409E-7	-1.772954E-7
#Open Capacitance 1000Hz:Not Measured
#Open Capacitance 1000000Hz:4.301300E-12
#38695_002_2-S_HM_XX_Irrad_20min_Interstrip
#Date/Time: 3/10/2022 1:17:55 PM
#Sensor Name: 38695_002_2-S_HM_XX
#Station: Tesla
#Annealing Status: 20 min
#Environment: -20C
#Tester: Eric Spencer

#Notes: Irradiated for 24 m at RINSC

#Time Delay per Ramp Step (s): 0.000

#Time Delay per Measurement (s) :0.000

#Number of measurements per voltage: 0.000



Strip 	Time	RH	ChuckT	AirT	Global Current	Interstrip C	I_InterstripR_V-0.0	I_InterstripR_V-2.5	I_InterstripR_V-5.0
36	3729781155.030028	1.235716	-20.000000	24.547384	-1.207900E-5	5.396990E-12	-1.632670E-7	-1.647492E-7	-1.661914E-7
37	3729781177.118627	1.217068	-20.000000	24.512309	-1.207300E-5	5.394810E-12	-1.631127E-7	-1.646241E-7	-1.661467E-7
38	3729781198.845913	1.221668	-20.000000	24.486766	-1.206000E-5	5.393360E-12	-1.629654E-7	-1.645124E-7	-1.659498E-7
39	3729781220.118033	1.209687	-20.000000	24.472717	-1.198200E-5	5.393430E-12	-1.627823E-7	-1.642863E-7	-1.657847E-7
40	3729781241.240908	1.221437	-20.000000	24.459478	-1.205400E-5	5.393900E-12	-1.626303E-7	-1.640377E-7	-1.655680E-7
41	3729781262.978825	1.214064	-20.000000	24.463361	-1.203200E-5	5.358120E-12	-1.624182E-7	-1.638852E-7	-1.653827E-7
42	3729781283.889838	1.212087	-20.000000	24.479888	-1.203800E-5	5.392100E-12	-1.622431E-7	-1.637365E-7	-1.652289E-7
43	3729781305.334542	1.216483	-20.000000	24.482584	-1.204100E-5	5.392490E-12	-1.621768E-7	-1.636211E-7	-1.650749E-7
44	3729781327.069541	1.205204	-20.000000	24.460826	-1.202600E-5	5.392770E-12	-1.620077E-7	-1.635076E-7	-1.650218E-7
45	3729781347.968163	1.211132	-20.000000	24.463403	-1.203400E-5	5.392580E-12	-1.619333E-7	-1.634951E-7	-1.649211E-7
46	3729781369.455530	1.235932	-20.000000	24.461995	-1.203300E-5	5.392840E-12	-1.618036E-7	-1.632635E-7	-1.647881E-7
