File,I(600V),I(800V),I(1000V),DepV
34254_025_PSS_HM_XX_DIODE,-3.641983e-10,-3.856108e-10,-4.390573e-10,257
34254_025_PSS_HM_XX_DIODEHALFPSTOP_GRConnected,-1.326685e-08,-1.817582e-08,-2.437875e-08,254
34254_025_PSS_HM_XX_DIODEHALF,-1.672724e-10,-1.743716e-10,-1.885301e-10,257
34254_025_PSS_HM_XX_DIODEHALFPSTOP,-1.341902e-08,-1.834642e-08,-2.455787e-08,254
34254_025_PSS_HM_XX_DIODEQUARTER,-1.188209e-10,-1.232783e-10,-1.318978e-10,259
34254_025_PSS_HM_XX_IRRADSENSOR,-3.914e-09,-4.116e-09,-4.42e-09,285.8368456364135
