#Open Capacitance 1000Hz:4.470340E-12
#Open Capacitance 1000000Hz:Not Measured
#38694_040_2-S_HM_XX_Irrad_1100min_Single
#Date/Time: 4/7/2022 10:49:30 AM
#Sensor Name: 38694_040_2-S_HM_XX
#Station: Tesla
#Annealing Status: 1100 min
#Environment: -20C
#Tester: Eric Spencer

#Notes: After Alibava

#Time Delay per Ramp Step (s): 0.000

#Time Delay per Measurement (s) :0.000

#Number of measurements per voltage: 0.000



Strip 	Time	RH	ChuckT	AirT	Global Current	Pinhole	Coupling Cap	Istrip_0	Istrip_1	Istrip_2	Istrip_3	Istrip_Mean	Istrip_Median	I_RBias_V-1.0	I_RBias_V-5.0
21	3732188170.190795	1.253918	-20.000000	25.081522	-8.025000E-6	-5.803921E-11	8.040520E-11	-1.099880E-7	-1.099883E-7	-1.099981E-7	-1.100080E-7	-1.099956E-7	-1.099932E-7	-4.395902E-7	-2.637477E-6
22	3732188186.213796	1.242743	-20.000000	25.062499	-8.025000E-6	-5.413413E-11	8.040170E-11	-1.099520E-7	-1.099385E-7	-1.099317E-7	-1.099275E-7	-1.099374E-7	-1.099351E-7	-4.395253E-7	-2.636902E-6
23	3732188202.250104	1.253374	-20.000000	25.079818	-8.026000E-6	-6.049233E-11	8.039520E-11	-1.098823E-7	-1.098840E-7	-1.098868E-7	-1.098892E-7	-1.098856E-7	-1.098854E-7	-4.403668E-7	-2.640871E-6
24	3732188218.316215	1.254155	-20.000000	25.092143	-8.022000E-6	-5.869002E-11	8.039030E-11	-1.097006E-7	-1.097003E-7	-1.096977E-7	-1.097002E-7	-1.096997E-7	-1.097002E-7	-4.407768E-7	-2.642156E-6
25	3732188234.352625	1.249877	-20.000000	25.091410	-8.022000E-6	-5.673750E-11	8.037260E-11	-1.095472E-7	-1.095423E-7	-1.095413E-7	-1.095362E-7	-1.095418E-7	-1.095418E-7	-4.401812E-7	-2.640708E-6
26	3732188250.574677	1.256410	-20.000000	25.081244	-8.023000E-6	-5.513547E-11	8.035570E-11	-1.096850E-7	-1.096803E-7	-1.096798E-7	-1.096809E-7	-1.096815E-7	-1.096806E-7	-4.402130E-7	-2.640364E-6
27	3732188266.462757	1.266038	-20.000000	25.083919	-8.019000E-6	-5.328309E-11	8.035550E-11	-1.096297E-7	-1.096253E-7	-1.096257E-7	-1.096182E-7	-1.096247E-7	-1.096255E-7	-4.408271E-7	-2.643208E-6
28	3732188282.404929	1.250386	-20.000000	25.093114	-8.017000E-6	-5.403406E-11	8.036210E-11	-1.094451E-7	-1.094353E-7	-1.094379E-7	-1.094473E-7	-1.094414E-7	-1.094415E-7	-4.408525E-7	-2.641751E-6
29	3732188298.446525	1.247936	-20.000000	25.092519	-8.017000E-6	-5.708799E-11	8.037630E-11	-1.096430E-7	-1.096412E-7	-1.096451E-7	-1.096467E-7	-1.096440E-7	-1.096440E-7	-4.393984E-7	-2.635023E-6
30	3732188314.522930	1.241159	-20.000000	25.082888	-8.016000E-6	-5.012901E-11	8.037300E-11	-1.095648E-7	-1.095593E-7	-1.095550E-7	-1.095514E-7	-1.095576E-7	-1.095571E-7	-4.404871E-7	-2.640156E-6
31	3732188330.578708	1.241426	-20.000000	25.065826	-8.016000E-6	-5.698780E-11	8.037280E-11	-1.095026E-7	-1.095040E-7	-1.095057E-7	-1.095019E-7	-1.095036E-7	-1.095033E-7	-4.403022E-7	-2.638931E-6
32	3732188346.606682	1.237064	-20.000000	25.079836	-8.015000E-6	-5.588642E-11	8.036640E-11	-1.092975E-7	-1.092967E-7	-1.092935E-7	-1.092968E-7	-1.092961E-7	-1.092967E-7	-4.410329E-7	-2.641877E-6
33	3732188362.621682	1.246584	-20.000000	25.070405	-8.013000E-6	-5.243201E-11	8.036090E-11	-1.094379E-7	-1.094332E-7	-1.094332E-7	-1.094307E-7	-1.094337E-7	-1.094332E-7	-4.394113E-7	-2.634271E-6
34	3732188378.628131	1.261478	-20.000000	25.051935	-8.014000E-6	-5.077987E-11	8.036060E-11	-1.092588E-7	-1.092527E-7	-1.092522E-7	-1.092531E-7	-1.092542E-7	-1.092529E-7	-4.396164E-7	-2.634644E-6
35	3732188394.726824	1.266358	-20.000000	25.050369	-8.014000E-6	-5.118034E-11	8.036220E-11	-1.089452E-7	-1.089459E-7	-1.089521E-7	-1.089618E-7	-1.089513E-7	-1.089490E-7	-4.411557E-7	-2.641080E-6
36	3732188410.715576	1.254049	-20.000000	25.047101	-8.014000E-6	-4.417133E-11	8.035390E-11	-1.097162E-7	-1.097146E-7	-1.097197E-7	-1.097179E-7	-1.097171E-7	-1.097170E-7	-4.403604E-7	-2.640134E-6
37	3732188426.645463	1.249852	-20.000000	25.041413	-8.017000E-6	-5.578634E-11	8.034570E-11	-1.092512E-7	-1.092443E-7	-1.092505E-7	-1.092537E-7	-1.092499E-7	-1.092509E-7	-4.409249E-7	-2.641130E-6
38	3732188442.689626	1.265434	-20.000000	25.054709	-8.013000E-6	-5.057962E-11	8.034360E-11	-1.088753E-7	-1.088717E-7	-1.088804E-7	-1.088728E-7	-1.088750E-7	-1.088740E-7	-4.409794E-7	-2.640434E-6
39	3732188458.778089	1.264209	-20.000000	25.052192	-8.016000E-6	-5.378373E-11	8.033270E-11	-1.092210E-7	-1.092201E-7	-1.092259E-7	-1.092275E-7	-1.092236E-7	-1.092234E-7	-4.405759E-7	-2.639305E-6
40	3732188474.816185	1.263953	-20.000000	25.032792	-8.014000E-6	-5.563609E-11	8.034650E-11	-1.090093E-7	-1.089995E-7	-1.089952E-7	-1.089959E-7	-1.090000E-7	-1.089977E-7	-4.403547E-7	-2.637335E-6
41	3732188490.864858	1.253069	-20.000000	25.019951	-8.014000E-6	-5.453470E-11	8.034540E-11	-1.089888E-7	-1.089878E-7	-1.089860E-7	-1.089884E-7	-1.089877E-7	-1.089881E-7	-4.410899E-7	-2.640827E-6
42	3732188507.067763	1.260025	-20.000000	25.019239	-8.015000E-6	-4.917777E-11	8.036370E-11	-1.090429E-7	-1.090416E-7	-1.090406E-7	-1.090341E-7	-1.090398E-7	-1.090411E-7	-4.401562E-7	-2.636408E-6
43	3732188523.171008	1.253688	-20.000000	25.015018	-8.010000E-6	-5.178117E-11	8.033750E-11	-1.088792E-7	-1.088743E-7	-1.088727E-7	-1.088647E-7	-1.088727E-7	-1.088735E-7	-4.410108E-7	-2.639935E-6
44	3732188539.016307	1.250280	-20.000000	24.999678	-8.012000E-6	-5.523561E-11	8.033390E-11	-1.088095E-7	-1.088108E-7	-1.088127E-7	-1.088149E-7	-1.088120E-7	-1.088118E-7	-4.412755E-7	-2.641063E-6
45	3732188555.167310	1.241127	-20.000000	25.004792	-8.009000E-6	-5.403404E-11	8.033270E-11	-1.086970E-7	-1.086950E-7	-1.086964E-7	-1.086941E-7	-1.086956E-7	-1.086957E-7	-4.418444E-7	-2.643479E-6
46	3732188571.131966	1.275859	-20.000000	25.007268	-8.007000E-6	-5.398398E-11	8.033160E-11	-1.086506E-7	-1.086561E-7	-1.086571E-7	-1.086624E-7	-1.086566E-7	-1.086566E-7	-4.411153E-7	-2.639618E-6
47	3732188587.197161	1.269495	-20.000000	25.015987	-8.004000E-6	-5.248203E-11	8.033010E-11	-1.086172E-7	-1.086240E-7	-1.086250E-7	-1.086253E-7	-1.086229E-7	-1.086245E-7	-4.413897E-7	-2.640850E-6
48	3732188603.243983	1.269991	-20.000000	25.000431	-8.006000E-6	-5.743844E-11	8.032490E-11	-1.085491E-7	-1.085444E-7	-1.085424E-7	-1.085475E-7	-1.085458E-7	-1.085460E-7	-4.418031E-7	-2.642699E-6
49	3732188619.289302	1.282414	-20.000000	25.000769	-8.008000E-6	-5.558609E-11	8.032320E-11	-1.086132E-7	-1.086139E-7	-1.086112E-7	-1.086086E-7	-1.086117E-7	-1.086122E-7	-4.419332E-7	-2.643565E-6
50	3732188635.447871	1.273017	-20.000000	24.991197	-8.010000E-6	-4.532286E-11	8.032190E-11	-1.084975E-7	-1.084951E-7	-1.084926E-7	-1.084919E-7	-1.084943E-7	-1.084939E-7	-4.419586E-7	-2.643230E-6
51	3732188651.412008	1.265936	-20.000000	24.966190	-8.007000E-6	-5.173109E-11	8.032290E-11	-1.084233E-7	-1.084241E-7	-1.084246E-7	-1.084265E-7	-1.084246E-7	-1.084243E-7	-4.413873E-7	-2.640061E-6
52	3732188667.487145	1.252940	-20.000000	24.964405	-8.007000E-6	-4.892747E-11	8.031930E-11	-1.084196E-7	-1.084130E-7	-1.084146E-7	-1.084235E-7	-1.084177E-7	-1.084171E-7	-4.418218E-7	-2.642497E-6
53	3732188683.514772	1.266048	-20.000000	24.969995	-8.004000E-6	-5.428439E-11	8.031400E-11	-1.087444E-7	-1.087422E-7	-1.087415E-7	-1.087400E-7	-1.087420E-7	-1.087418E-7	-4.416581E-7	-2.642662E-6
54	3732188699.672790	1.268424	-20.000000	24.952873	-8.003000E-6	-5.463483E-11	8.031380E-11	-1.086817E-7	-1.086785E-7	-1.086794E-7	-1.086791E-7	-1.086797E-7	-1.086792E-7	-4.420133E-7	-2.644242E-6
55	3732188716.067824	1.272564	-20.000000	24.955190	-7.997000E-6	-5.313289E-11	8.031420E-11	-1.088778E-7	-1.088771E-7	-1.088806E-7	-1.088787E-7	-1.088786E-7	-1.088783E-7	-4.418066E-7	-2.644035E-6
56	3732188731.869523	1.257442	-20.000000	24.968249	-7.995000E-6	-5.032925E-11	8.031160E-11	-1.088582E-7	-1.088589E-7	-1.088576E-7	-1.088581E-7	-1.088582E-7	-1.088581E-7	-4.424299E-7	-2.647006E-6
57	3732188747.909781	1.269782	-20.000000	24.968725	-7.992000E-6	-5.348333E-11	8.031330E-11	-1.088154E-7	-1.088049E-7	-1.087998E-7	-1.087980E-7	-1.088045E-7	-1.088023E-7	-4.424516E-7	-2.646896E-6
58	3732188763.847023	1.278477	-20.000000	24.961751	-7.991000E-6	-5.388388E-11	8.031170E-11	-1.090005E-7	-1.090073E-7	-1.090018E-7	-1.090042E-7	-1.090035E-7	-1.090030E-7	-4.425984E-7	-2.648474E-6
59	3732188779.819359	1.256453	-20.000000	24.952834	-7.992000E-6	-5.027922E-11	8.030420E-11	-1.095360E-7	-1.095270E-7	-1.095286E-7	-1.095329E-7	-1.095311E-7	-1.095307E-7	-4.411606E-7	-2.643325E-6
60	3732188795.921903	1.249296	-20.000000	24.962504	-7.990000E-6	-5.193135E-11	8.030390E-11	-1.104612E-7	-1.104588E-7	-1.104564E-7	-1.104556E-7	-1.104580E-7	-1.104576E-7	-4.390887E-7	-2.636865E-6
