#Open Capacitance 1000Hz:Not Measured
#Open Capacitance 1000000Hz:4.291920E-12
#38693_046_2-S_HM_XX_Unirrad_Interstrip
#Date/Time: 4/18/2022 1:50:09 PM
#Sensor Name: 38693_046_2-S_HM_XX
#Station: Tesla
#Annealing Status: Not Irradiated
#Environment: 23.5C
#Tester: Eric Spencer

#Notes: Diced at Fermilab

#Time Delay per Ramp Step (s): 0.000

#Time Delay per Measurement (s) :0.000

#Number of measurements per voltage: 0.000



Strip 	Time	RH	ChuckT	AirT	Global Current	Interstrip C	I_InterstripR_V-0.0	I_InterstripR_V-1.0	I_InterstripR_V-2.0	I_InterstripR_V-3.0	I_InterstripR_V-4.0	I_InterstripR_V-5.0
1	3733149088.660582	1.445794	23.500000	27.856896	-3.380000E-9	5.303400E-12	-3.222733E-11	-4.035288E-11	-4.842809E-11	-5.776905E-11	-6.454440E-11	-7.337120E-11
2	3733149124.409421	1.410982	23.500000	27.877309	-3.380000E-9	5.366730E-12	-3.144758E-11	-4.015065E-11	-4.871309E-11	-5.735278E-11	-6.421652E-11	-7.012613E-11
3	3733149160.280009	1.382143	23.500000	27.891060	-3.370000E-9	5.387800E-12	-3.405545E-11	-3.996893E-11	-4.897642E-11	-5.524540E-11	-6.366474E-11	-7.338800E-11
4	3733149196.117102	1.362521	23.500000	27.919717	-3.370000E-9	5.396770E-12	-3.423578E-11	-4.229914E-11	-5.027524E-11	-5.788272E-11	-6.834544E-11	-7.537865E-11
5	3733149231.985903	1.490769	23.500000	27.928732	-3.360000E-9	5.402280E-12	-3.460192E-11	-4.100177E-11	-5.111428E-11	-6.004981E-11	-6.799788E-11	-7.457541E-11
6	3733149267.969439	1.495694	23.500000	27.926631	-3.360000E-9	5.405210E-12	-3.218153E-11	-4.094308E-11	-4.807034E-11	-5.735588E-11	-6.359524E-11	-7.174614E-11
7	3733149303.822284	1.388162	23.500000	27.933013	-3.370000E-9	5.401760E-12	-3.401231E-11	-4.358122E-11	-5.020612E-11	-5.629708E-11	-6.490142E-11	-7.313613E-11
8	3733149339.946019	1.460830	23.500000	27.935530	-3.360000E-9	5.402510E-12	-3.175937E-11	-4.095432E-11	-4.909068E-11	-5.585813E-11	-6.404927E-11	-7.047325E-11
9	3733149376.104279	1.526655	23.500000	27.950234	-3.360000E-9	5.402490E-12	-3.530990E-11	-4.267693E-11	-4.749361E-11	-5.724219E-11	-6.569505E-11	-7.396716E-11
10	3733149412.057385	1.470609	23.500000	27.949262	-3.360000E-9	5.403860E-12	-3.391623E-11	-3.971131E-11	-4.889486E-11	-5.757688E-11	-6.494946E-11	-7.235924E-11
11	3733149447.947405	1.416439	23.500000	27.947914	-3.360000E-9	5.405710E-12	-3.556975E-11	-4.071331E-11	-5.095133E-11	-5.856432E-11	-6.560959E-11	-7.363621E-11
12	3733149483.980585	1.314582	23.500000	27.940881	-3.360000E-9	5.406920E-12	-3.574249E-11	-4.328966E-11	-5.059252E-11	-6.039366E-11	-6.682458E-11	-7.536986E-11
13	3733149519.970094	1.495918	23.500000	27.967930	-3.360000E-9	5.403980E-12	-3.623662E-11	-4.345996E-11	-5.230289E-11	-5.917929E-11	-6.609883E-11	-7.388828E-11
14	3733149555.833141	1.442198	23.500000	27.956732	-3.360000E-9	5.405680E-12	-3.325178E-11	-4.102812E-11	-5.025336E-11	-5.672150E-11	-6.524425E-11	-7.056034E-11
15	3733149591.673110	1.466770	23.500000	27.965216	-3.360000E-9	5.406430E-12	-3.288931E-11	-4.114099E-11	-4.785279E-11	-5.523785E-11	-6.488218E-11	-7.308232E-11
16	3733149627.479340	1.429350	23.500000	27.971239	-3.350000E-9	5.402990E-12	-3.551945E-11	-4.428509E-11	-5.162965E-11	-5.983328E-11	-6.752807E-11	-7.484689E-11
17	3733149663.344405	1.444248	23.500000	27.979997	-3.360000E-9	5.405700E-12	-3.256465E-11	-3.985851E-11	-4.937549E-11	-5.470955E-11	-6.387062E-11	-7.261234E-11
18	3733149699.161577	1.464094	23.500000	27.996743	-3.350000E-9	5.405040E-12	-3.032478E-11	-3.878028E-11	-4.737542E-11	-5.407927E-11	-6.281731E-11	-7.326083E-11
19	3733149735.201921	1.346114	23.500000	27.983306	-3.360000E-9	5.404040E-12	-3.389700E-11	-3.927219E-11	-4.673942E-11	-5.526363E-11	-6.269547E-11	-7.047634E-11
20	3733149771.189872	1.446882	23.500000	28.006652	-3.360000E-9	5.403640E-12	-3.075699E-11	-3.792819E-11	-4.519832E-11	-5.225382E-11	-6.043231E-11	-7.096124E-11
21	3733149807.031965	1.425728	23.500000	28.014577	-3.360000E-9	5.405740E-12	-3.380948E-11	-4.161893E-11	-4.578200E-11	-5.579004E-11	-6.370110E-11	-7.297438E-11
22	3733149842.870521	1.437809	23.500000	28.005878	-3.360000E-9	5.405230E-12	-3.488628E-11	-4.194094E-11	-4.938610E-11	-5.764165E-11	-6.524280E-11	-7.148666E-11
23	3733149878.740430	1.392203	23.500000	28.018660	-3.360000E-9	5.401190E-12	-3.194088E-11	-3.987303E-11	-4.664596E-11	-5.655483E-11	-6.374815E-11	-6.863161E-11
24	3733149914.913462	1.485424	23.500000	28.024626	-3.350000E-9	5.402480E-12	-3.600642E-11	-4.347775E-11	-5.255925E-11	-5.980956E-11	-6.596063E-11	-7.410963E-11
25	3733149950.925476	1.474932	23.500000	28.016995	-3.360000E-9	5.404870E-12	-3.276500E-11	-4.067464E-11	-4.981483E-11	-5.754517E-11	-6.272755E-11	-7.328083E-11
26	3733149986.793007	1.501265	23.500000	28.040200	-3.360000E-9	5.405810E-12	-3.456203E-11	-4.267798E-11	-4.906941E-11	-5.749833E-11	-6.478053E-11	-6.925742E-11
27	3733150022.636017	1.346076	23.500000	28.020304	-3.360000E-9	5.404460E-12	-3.051777E-11	-3.708975E-11	-4.546450E-11	-5.348166E-11	-6.122022E-11	-7.066114E-11
28	3733150058.606364	1.497299	23.500000	28.051932	-3.350000E-9	5.403890E-12	-3.942325E-11	-4.430879E-11	-5.124609E-11	-6.027161E-11	-6.720957E-11	-7.614218E-11
29	3733150094.596769	1.437692	23.500000	28.052052	-3.350000E-9	5.403480E-12	-3.707544E-11	-4.431432E-11	-5.193100E-11	-5.937145E-11	-6.876964E-11	-7.445167E-11
30	3733150130.454885	1.423916	23.500000	28.046800	-3.350000E-9	5.404950E-12	-3.402231E-11	-3.922802E-11	-4.689907E-11	-5.526484E-11	-6.304750E-11	-7.193846E-11
31	3733150166.307327	1.453068	23.500000	28.054171	-3.350000E-9	5.405880E-12	-3.389269E-11	-4.043136E-11	-4.850435E-11	-5.748608E-11	-6.616074E-11	-7.458762E-11
32	3733150202.178242	1.414736	23.500000	28.050465	-3.350000E-9	5.404890E-12	-3.550841E-11	-4.256084E-11	-5.103022E-11	-5.810515E-11	-6.227677E-11	-7.301629E-11
33	3733150238.034945	1.377702	23.500000	28.044758	-3.350000E-9	5.404020E-12	-3.269038E-11	-4.036429E-11	-5.027583E-11	-5.799758E-11	-6.762392E-11	-7.136418E-11
34	3733150273.860512	1.420672	23.500000	28.053974	-3.350000E-9	5.403690E-12	-3.615874E-11	-4.310526E-11	-5.306095E-11	-6.122492E-11	-6.993538E-11	-7.844319E-11
35	3733150309.713835	1.487276	23.500000	28.058748	-3.350000E-9	5.404530E-12	-3.536734E-11	-4.231305E-11	-4.790921E-11	-5.651990E-11	-6.389553E-11	-7.240259E-11
36	3733150345.583136	1.364903	23.500000	28.050190	-3.360000E-9	5.403990E-12	-3.174136E-11	-3.912683E-11	-4.822610E-11	-5.577146E-11	-6.350897E-11	-7.124341E-11
37	3733150381.434464	1.353842	23.500000	28.060592	-3.350000E-9	5.404160E-12	-3.332334E-11	-4.046303E-11	-4.697370E-11	-5.593110E-11	-6.268976E-11	-6.956429E-11
38	3733150417.483913	1.387955	23.500000	28.079278	-3.350000E-9	5.405810E-12	-2.961864E-11	-3.783679E-11	-4.632828E-11	-5.314273E-11	-5.960819E-11	-6.902336E-11
39	3733150453.396074	1.379024	23.500000	28.078151	-3.350000E-9	5.405440E-12	-3.196113E-11	-3.773006E-11	-4.746414E-11	-5.549667E-11	-6.311803E-11	-6.886571E-11
40	3733150489.262403	1.306392	23.500000	28.073177	-3.350000E-9	5.404890E-12	-3.491326E-11	-4.283128E-11	-5.166031E-11	-5.846882E-11	-6.636947E-11	-7.373915E-11
41	3733150525.136599	1.436505	23.500000	28.080151	-3.360000E-9	5.407310E-12	-3.041023E-11	-3.814446E-11	-4.821893E-11	-5.521923E-11	-6.245482E-11	-7.172565E-11
42	3733150560.957623	1.450674	23.500000	28.099948	-3.350000E-9	5.406590E-12	-3.240089E-11	-4.082164E-11	-4.869448E-11	-5.865858E-11	-6.464382E-11	-7.223779E-11
43	3733150596.815312	1.384896	23.500000	28.092418	-3.350000E-9	5.407120E-12	-3.512468E-11	-4.259823E-11	-5.201116E-11	-5.871213E-11	-6.736985E-11	-7.719099E-11
44	3733150632.664918	1.454789	23.500000	28.103436	-3.350000E-9	5.406790E-12	-3.407364E-11	-4.279716E-11	-5.038054E-11	-5.652155E-11	-6.721260E-11	-7.202294E-11
45	3733150668.550199	1.406063	23.500000	28.104426	-3.360000E-9	5.405830E-12	-3.246591E-11	-3.985240E-11	-5.060869E-11	-5.680615E-11	-6.298662E-11	-7.423195E-11
46	3733150704.407650	1.415432	23.500000	28.096657	-3.350000E-9	5.405440E-12	-3.041924E-11	-4.019831E-11	-4.600997E-11	-5.540101E-11	-6.371464E-11	-6.957926E-11
47	3733150740.298725	1.370922	23.500000	28.104031	-3.350000E-9	5.405390E-12	-3.449744E-11	-4.370531E-11	-5.105497E-11	-5.853672E-11	-6.764929E-11	-7.393487E-11
48	3733150776.164825	1.356034	23.500000	28.112075	-3.360000E-9	5.405110E-12	-3.334644E-11	-3.929118E-11	-4.840621E-11	-5.433546E-11	-6.351036E-11	-7.073638E-11
