#Open Capacitance 1000Hz:4.473000E-12
#Open Capacitance 1000000Hz:Not Measured
#38693_046_2-S_HM_XX_Unirrad_Single
#Date/Time: 4/18/2022 1:29:09 PM
#Sensor Name: 38693_046_2-S_HM_XX
#Station: Tesla
#Annealing Status: Not Irradiated
#Environment: 23.5C
#Tester: Eric Spencer

#Notes: Diced at Fermilab

#Time Delay per Ramp Step (s): 0.000

#Time Delay per Measurement (s) :0.000

#Number of measurements per voltage: 0.000



Strip 	Time	RH	ChuckT	AirT	Global Current	Pinhole	Coupling Cap	Istrip_0	Istrip_1	Istrip_2	Istrip_3	Istrip_Mean	Istrip_Median	I_RBias_V-1.0	I_RBias_V-5.0
1	3733147829.088371	1.461045	23.500000	27.839200	-3.370000E-9	-5.138074E-11	8.019850E-11	-3.240189E-11	-3.289950E-11	-3.286046E-11	-3.254091E-11	-3.267569E-11	-3.270069E-11	-6.626250E-7	-3.312128E-6
2	3733147846.319579	1.437987	23.500000	27.841262	-3.360000E-9	-6.099319E-11	8.019990E-11	-3.637582E-11	-3.554681E-11	-3.450314E-11	-3.698343E-11	-3.585230E-11	-3.596132E-11	-6.636619E-7	-3.317343E-6
3	3733147863.151843	1.467744	23.500000	27.835813	-3.360000E-9	-5.007903E-11	8.018690E-11	-3.035788E-11	-3.200446E-11	-3.306511E-11	-3.568195E-11	-3.277735E-11	-3.253479E-11	-6.631378E-7	-3.314684E-6
4	3733147879.921272	1.403233	23.500000	27.831057	-3.360000E-9	-5.077998E-11	8.017680E-11	-3.296943E-11	-3.060730E-11	-3.211731E-11	-3.224979E-11	-3.198596E-11	-3.218355E-11	-6.626817E-7	-3.312412E-6
5	3733147896.654627	1.413530	23.500000	27.835218	-3.360000E-9	-5.027931E-11	8.017200E-11	-3.604995E-11	-3.723328E-11	-3.498708E-11	-3.500752E-11	-3.581946E-11	-3.552873E-11	-6.626388E-7	-3.312225E-6
6	3733147913.434534	1.444131	23.500000	27.837855	-3.360000E-9	-5.083003E-11	8.015480E-11	-3.431549E-11	-3.408365E-11	-3.565540E-11	-3.519211E-11	-3.481166E-11	-3.475380E-11	-6.633942E-7	-3.315989E-6
7	3733147930.117476	1.390635	23.500000	27.828262	-3.350000E-9	-5.843985E-11	8.014910E-11	-3.030208E-11	-3.216742E-11	-2.976604E-11	-3.107855E-11	-3.082852E-11	-3.069032E-11	-6.623798E-7	-3.310904E-6
8	3733147947.264146	1.388814	23.500000	27.820197	-3.360000E-9	-5.218175E-11	8.014650E-11	-3.432408E-11	-3.227496E-11	-3.296536E-11	-3.344681E-11	-3.325280E-11	-3.320609E-11	-6.622494E-7	-3.310253E-6
9	3733147964.159367	1.329600	23.500000	27.828618	-3.360000E-9	-5.093017E-11	8.014560E-11	-3.094076E-11	-3.250903E-11	-3.191412E-11	-3.241663E-11	-3.194513E-11	-3.216538E-11	-6.622474E-7	-3.310289E-6
10	3733147981.058475	1.403299	23.500000	27.834148	-3.350000E-9	-5.253225E-11	8.013440E-11	-3.363367E-11	-3.170824E-11	-3.273331E-11	-3.532317E-11	-3.334960E-11	-3.318349E-11	-6.625128E-7	-3.311602E-6
11	3733147997.771766	1.395700	23.500000	27.838805	-3.350000E-9	-4.872732E-11	8.012680E-11	-3.418916E-11	-3.530602E-11	-3.253992E-11	-3.249944E-11	-3.363364E-11	-3.336454E-11	-6.627617E-7	-3.312818E-6
12	3733148014.521923	1.368952	23.500000	27.832543	-3.350000E-9	-5.443466E-11	8.012150E-11	-3.230787E-11	-3.307371E-11	-3.286108E-11	-3.257079E-11	-3.270336E-11	-3.271594E-11	-6.620111E-7	-3.309096E-6
13	3733148031.389448	1.466675	23.500000	27.840509	-3.350000E-9	-5.223185E-11	8.011920E-11	-3.442118E-11	-3.378026E-11	-3.280385E-11	-3.295839E-11	-3.349092E-11	-3.336933E-11	-6.626660E-7	-3.312309E-6
14	3733148048.134255	1.401800	23.500000	27.837496	-3.350000E-9	-5.128062E-11	8.012330E-11	-3.210936E-11	-3.369297E-11	-3.391887E-11	-3.109225E-11	-3.270336E-11	-3.290116E-11	-6.625584E-7	-3.311800E-6
15	3733148064.902371	1.414659	23.500000	27.827509	-3.350000E-9	-5.062978E-11	8.012150E-11	-3.092502E-11	-2.904090E-11	-3.361262E-11	-3.138706E-11	-3.124140E-11	-3.115604E-11	-6.623383E-7	-3.310699E-6
16	3733148081.619975	1.382058	23.500000	27.825964	-3.350000E-9	-5.308295E-11	8.011860E-11	-3.219890E-11	-3.262190E-11	-3.139054E-11	-3.186341E-11	-3.201869E-11	-3.203115E-11	-6.618454E-7	-3.308246E-6
