File,I(600V),I(800V),I(1000V),DepV,I(DepV)
N4789_21_UR_DIODE_GR_Irradiated_60C_0min,-0.000157784,-0.00018863,-0.000248917,413.7037037,0.000132963
N4789_21_UR_DIODE_GR_Irradiated_60C_10min,-0.000160571,-0.000198942,-0.000272485,418.5185185,0.000134786
N4789_21_UR_DIODE_GR_Irradiated_60C_20min,-0.00015806,-0.00019826,-0.000275059,406.2962963,0.00013092
N4789_21_UR_DIODE_GR_Irradiated_60C_30min,-0.000154215,-0.000190972,-0.000261777,417.037037,0.000129095
N4789_21_UR_DIODE_GR_Irradiated_60C_40min,-0.000148757,-0.000182579,-0.000247302,418.1481481,0.000125524
N4789_21_UR_DIODE_GR_Irradiated_60C_50min,-0.000146305,-0.000178171,-0.00023864,416.6666667,0.00012403
N4789_21_UR_DIODE_GR_Irradiated_60C_60min,-0.000138017,-0.000167601,-0.000220948,410,0.000117082
N4789_21_UR_DIODE_GR_Irradiated_60C_70min,-0.000142197,-0.000174502,-0.000234532,442.5925926,0.000123548
