#Open Capacitance 1000Hz:4.571850E-12
#Open Capacitance 1000000Hz:Not Measured
#34331_007_2-S_HM_XX
#Date/Time: 9/7/2021 4:45:27 PM
#Sensor Name: 34331_007_2-S_HM_XX
#Type: P
#Annealing Status: Not Irradiated
#Environment: RT
#Tester: Eric Spencer

#Notes: Diced at Fermilab

#Time Delay per Ramp Step (s): 0.000

#Time Delay per Measurement (s) :0.000

#Number of measurements per voltage: 0.000



Strip 	Time	RH	ChuckT	AirT	Global Current	Pinhole	Coupling Cap	Istrip_0	Istrip_1	Istrip_2	Istrip_3	Istrip_Mean	Istrip_Median	I_RBias_V-5.0
1	3713892386.900763	2.052219	23.500000	25.345756	-2.550000E-9	-5.573702E-11	7.875550E-11	-2.210819E-11	-2.403119E-11	-2.335059E-11	-2.304945E-11	-2.313485E-11	-2.320002E-11	-2.577722E-6
2	3713892403.238173	2.129701	23.500000	25.328873	-2.540000E-9	-5.478572E-11	7.874730E-11	-2.494506E-11	-2.423236E-11	-2.639375E-11	-2.439940E-11	-2.499264E-11	-2.467223E-11	-2.579751E-6
3	3713892420.168642	2.090260	23.500000	25.334501	-2.530000E-9	-5.463554E-11	7.874770E-11	-2.376460E-11	-2.416531E-11	-2.383594E-11	-2.359184E-11	-2.383942E-11	-2.380027E-11	-2.580759E-6
4	3713892437.153975	2.132878	23.500000	25.367475	-2.530000E-9	-5.683839E-11	7.875620E-11	-2.626230E-11	-2.705187E-11	-2.678057E-11	-2.548561E-11	-2.639509E-11	-2.652144E-11	-2.577466E-6
5	3713892453.962648	2.177410	23.500000	25.376948	-2.530000E-9	-5.929161E-11	7.875610E-11	-2.478928E-11	-2.602514E-11	-2.537604E-11	-2.600633E-11	-2.554920E-11	-2.569118E-11	-2.576270E-6
6	3713892470.804423	2.131192	23.500000	25.360340	-2.540000E-9	-5.538651E-11	7.875510E-11	-2.466845E-11	-2.472427E-11	-2.266367E-11	-2.331074E-11	-2.384178E-11	-2.398959E-11	-2.562088E-6
7	3713892487.594558	2.104940	23.500000	25.382813	-2.530000E-9	-5.628770E-11	7.876030E-11	-2.527137E-11	-2.615641E-11	-2.540343E-11	-2.359533E-11	-2.510664E-11	-2.533740E-11	-2.565526E-6
8	3713892504.768034	2.044891	23.500000	25.390642	-2.540000E-9	-5.368427E-11	7.875250E-11	-2.613678E-11	-2.396313E-11	-2.602230E-11	-2.568660E-11	-2.545220E-11	-2.585445E-11	-2.574210E-6
9	3713892521.540011	2.034586	23.500000	25.418899	-2.530000E-9	-5.633777E-11	7.874910E-11	-2.401975E-11	-2.309280E-11	-2.313839E-11	-2.440432E-11	-2.366382E-11	-2.357907E-11	-2.564589E-6
10	3713892538.345848	2.070786	23.500000	25.424429	-2.540000E-9	-5.738916E-11	7.875700E-11	-2.632937E-11	-2.518591E-11	-2.342830E-11	-2.486903E-11	-2.495315E-11	-2.502747E-11	-2.578933E-6
11	3713892555.183535	2.062071	23.500000	25.437784	-2.530000E-9	-5.548669E-11	7.876950E-11	-2.682719E-11	-2.532187E-11	-2.508860E-11	-2.761717E-11	-2.621371E-11	-2.607453E-11	-2.582792E-6
12	3713892571.996029	1.978829	23.500000	25.455403	-2.530000E-9	-5.683841E-11	7.874770E-11	-2.678344E-11	-2.462308E-11	-2.781569E-11	-2.503156E-11	-2.606344E-11	-2.590750E-11	-2.578734E-6
13	3713892588.815758	2.016279	23.500000	25.436953	-2.530000E-9	-5.783971E-11	7.872670E-11	-2.480625E-11	-2.476578E-11	-2.481771E-11	-2.629808E-11	-2.517195E-11	-2.481198E-11	-2.577726E-6
14	3713892605.543246	2.029171	23.500000	25.447930	-2.530000E-9	-5.433515E-11	7.872170E-11	-2.444378E-11	-2.432479E-11	-2.435731E-11	-2.480094E-11	-2.448170E-11	-2.440054E-11	-2.572619E-6
