#Open Capacitance 1000Hz:Not Measured
#Open Capacitance 1000000Hz:4.340020E-12
#34330_049_2-S_HM_XX_Irrad_Interstrip
#Date/Time: 10/4/2021 1:42:43 PM
#Sensor Name: 34330_049_2-S_HM_XX
#Type: P
#Annealing Status: 20 min
#Environment: -20.0C
#Tester: Eric Spencer

#Notes: Irradiated to 4e14 at RINSC

#Time Delay per Ramp Step (s): 0.000

#Time Delay per Measurement (s) :0.000

#Number of measurements per voltage: 0.000



Strip 	Time	RH	ChuckT	AirT	Global Current	Interstrip C	I_InterstripR_V-0.0	I_InterstripR_V-2.5	I_InterstripR_V-5.0
1	3716214232.653402	1.657052	-20.000000	23.093242	-9.632000E-6	5.340900E-12	-1.330414E-7	-1.344806E-7	-1.359610E-7
2	3716214254.827867	1.611816	-20.000000	23.078478	-9.637000E-6	5.404090E-12	-1.320377E-7	-1.335630E-7	-1.349788E-7
3	3716214277.003645	1.622279	-20.000000	23.083849	-9.636000E-6	5.424700E-12	-1.316551E-7	-1.331275E-7	-1.345859E-7
4	3716214299.090961	1.681651	-20.000000	23.066231	-9.636000E-6	5.432550E-12	-1.314594E-7	-1.329443E-7	-1.344198E-7
5	3716214321.173684	1.641857	-20.000000	23.065816	-9.634000E-6	5.435670E-12	-1.312712E-7	-1.327340E-7	-1.342387E-7
6	3716214343.112902	1.636533	-20.000000	23.049309	-9.634000E-6	5.437660E-12	-1.311705E-7	-1.326438E-7	-1.341567E-7
7	3716214365.188161	1.645032	-20.000000	23.071166	-9.630000E-6	5.437530E-12	-1.310504E-7	-1.325302E-7	-1.339973E-7
8	3716214387.495568	1.615979	-20.000000	23.050735	-9.627000E-6	5.438820E-12	-1.309317E-7	-1.324185E-7	-1.338652E-7
9	3716214409.381321	1.588542	-20.000000	23.044374	-9.624000E-6	5.438210E-12	-1.307988E-7	-1.322759E-7	-1.337226E-7
10	3716214431.290865	1.625024	-20.000000	23.040073	-9.619000E-6	5.438320E-12	-1.307129E-7	-1.321947E-7	-1.336357E-7
11	3716214453.272277	1.634114	-20.000000	23.052499	-9.617000E-6	5.438410E-12	-1.306407E-7	-1.321001E-7	-1.335872E-7
12	3716214475.420340	1.593793	-20.000000	23.057494	-9.614000E-6	5.437640E-12	-1.305773E-7	-1.320748E-7	-1.335515E-7
13	3716214497.396669	1.601712	-20.000000	23.048278	-9.617000E-6	5.439170E-12	-1.305071E-7	-1.320123E-7	-1.335225E-7
14	3716214519.330824	1.644319	-20.000000	23.049922	-9.620000E-6	5.438150E-12	-1.305198E-7	-1.320266E-7	-1.334955E-7
15	3716214541.410229	1.659041	-20.000000	23.049052	-9.622000E-6	5.438130E-12	-1.304714E-7	-1.319402E-7	-1.334027E-7
16	3716214563.500521	1.664406	-20.000000	23.047208	-9.627000E-6	5.436960E-12	-1.304417E-7	-1.318984E-7	-1.333689E-7
17	3716214585.550011	1.666653	-20.000000	23.060764	-9.626000E-6	5.436590E-12	-1.303283E-7	-1.318037E-7	-1.332647E-7
18	3716214607.629146	1.614555	-20.000000	23.046257	-9.627000E-6	5.437950E-12	-1.302064E-7	-1.317014E-7	-1.331681E-7
19	3716214629.865404	1.620188	-20.000000	23.055847	-9.625000E-6	5.437350E-12	-1.302310E-7	-1.317455E-7	-1.331942E-7
20	3716214651.936373	1.664402	-20.000000	23.047130	-9.624000E-6	5.438490E-12	-1.301102E-7	-1.316328E-7	-1.330720E-7
21	3716214673.987831	1.658867	-20.000000	23.047387	-9.626000E-6	5.437730E-12	-1.300854E-7	-1.315581E-7	-1.330271E-7
22	3716214695.864694	1.682614	-20.000000	23.044036	-9.624000E-6	5.437130E-12	-1.300596E-7	-1.315081E-7	-1.329765E-7
23	3716214718.110377	1.672317	-20.000000	23.042927	-9.621000E-6	5.438010E-12	-1.299245E-7	-1.313934E-7	-1.328579E-7
24	3716214740.224883	1.635923	-20.000000	23.041382	-9.620000E-6	5.437170E-12	-1.299503E-7	-1.314378E-7	-1.328835E-7
25	3716214762.170267	1.613143	-20.000000	23.038745	-9.616000E-6	5.437870E-12	-1.297461E-7	-1.312080E-7	-1.326870E-7
26	3716214784.057685	1.594814	-20.000000	23.054283	-9.618000E-6	5.437070E-12	-1.297412E-7	-1.312252E-7	-1.327001E-7
27	3716214806.069634	1.606089	-20.000000	23.053252	-9.623000E-6	5.437070E-12	-1.297277E-7	-1.311733E-7	-1.326655E-7
28	3716214828.488280	1.661109	-20.000000	23.048218	-9.620000E-6	5.437530E-12	-1.296734E-7	-1.311554E-7	-1.326144E-7
29	3716214850.217289	1.611085	-20.000000	23.035912	-9.621000E-6	5.439090E-12	-1.295616E-7	-1.310374E-7	-1.325045E-7
30	3716214872.133158	1.590203	-20.000000	23.042769	-9.615000E-6	5.438300E-12	-1.295502E-7	-1.310075E-7	-1.324905E-7
31	3716214894.121520	1.654845	-20.000000	23.026382	-9.616000E-6	5.438420E-12	-1.294247E-7	-1.308932E-7	-1.324500E-7
32	3716214916.218867	1.694661	-20.000000	23.042868	-9.613000E-6	5.438430E-12	-1.293412E-7	-1.308044E-7	-1.322879E-7
33	3716214938.202267	1.632694	-20.000000	23.039143	-9.612000E-6	5.438360E-12	-1.292941E-7	-1.307418E-7	-1.321827E-7
34	3716214960.280277	1.643406	-20.000000	23.022636	-9.611000E-6	5.439520E-12	-1.291962E-7	-1.306453E-7	-1.320945E-7
35	3716214982.345129	1.673682	-20.000000	23.041382	-9.611000E-6	5.440070E-12	-1.291116E-7	-1.305826E-7	-1.320380E-7
36	3716215004.415885	1.678677	-20.000000	23.014512	-9.609000E-6	5.438320E-12	-1.291120E-7	-1.305878E-7	-1.320702E-7
37	3716215026.483902	1.661655	-20.000000	23.030364	-9.613000E-6	5.437850E-12	-1.291226E-7	-1.305942E-7	-1.320848E-7
38	3716215048.869363	1.670152	-20.000000	23.043026	-9.615000E-6	5.437740E-12	-1.290735E-7	-1.305618E-7	-1.319930E-7
39	3716215070.617683	1.643746	-20.000000	23.026182	-9.612000E-6	5.437940E-12	-1.290571E-7	-1.304976E-7	-1.319748E-7
40	3716215092.532467	1.698370	-20.000000	23.033177	-9.611000E-6	5.438490E-12	-1.289857E-7	-1.304618E-7	-1.319339E-7
41	3716215114.503347	1.698762	-20.000000	23.032265	-9.610000E-6	5.437710E-12	-1.289305E-7	-1.303761E-7	-1.318638E-7
42	3716215136.917270	1.652847	-20.000000	23.031096	-9.611000E-6	5.437750E-12	-1.288838E-7	-1.303888E-7	-1.318668E-7
43	3716215158.621469	1.649571	-20.000000	23.017701	-9.610000E-6	5.437830E-12	-1.288882E-7	-1.303440E-7	-1.318414E-7
44	3716215180.846323	1.694219	-20.000000	23.018691	-9.607000E-6	5.437210E-12	-1.288017E-7	-1.302907E-7	-1.317799E-7
45	3716215202.557410	1.697994	-20.000000	23.033296	-9.608000E-6	5.438250E-12	-1.287399E-7	-1.302032E-7	-1.316769E-7
46	3716215225.112180	1.655459	-20.000000	23.024319	-9.594000E-6	5.438050E-12	-1.286700E-7	-1.301478E-7	-1.316276E-7
47	3716215246.734395	1.648771	-20.000000	23.020338	-9.602000E-6	5.438250E-12	-1.286369E-7	-1.301193E-7	-1.316204E-7
48	3716215268.622181	1.694074	-20.000000	23.020990	-9.601000E-6	5.439150E-12	-1.285664E-7	-1.300772E-7	-1.315727E-7
49	3716215290.885894	1.649359	-20.000000	23.021683	-9.603000E-6	5.439880E-12	-1.286001E-7	-1.300630E-7	-1.315642E-7
50	3716215313.070554	1.689960	-20.000000	23.017919	-9.603000E-6	5.438360E-12	-1.285324E-7	-1.300477E-7	-1.315397E-7
51	3716215334.833409	1.652733	-20.000000	23.011418	-9.601000E-6	5.438170E-12	-1.284771E-7	-1.299893E-7	-1.314387E-7
52	3716215357.134360	1.696050	-20.000000	23.019366	-9.596000E-6	5.438550E-12	-1.284586E-7	-1.299225E-7	-1.314037E-7
53	3716215378.988488	1.650416	-20.000000	23.017681	-9.592000E-6	5.439160E-12	-1.283478E-7	-1.298497E-7	-1.313150E-7
54	3716215401.003507	1.681796	-20.000000	23.023647	-9.597000E-6	5.438810E-12	-1.283741E-7	-1.298635E-7	-1.313610E-7
55	3716215422.947546	1.621832	-20.000000	23.025608	-9.596000E-6	5.437970E-12	-1.284016E-7	-1.298846E-7	-1.313726E-7
56	3716215444.963195	1.648659	-20.000000	23.040629	-9.601000E-6	5.433530E-12	-1.284583E-7	-1.299178E-7	-1.313962E-7
57	3716215467.004449	1.647853	-20.000000	23.012429	-9.599000E-6	5.426060E-12	-1.287566E-7	-1.302471E-7	-1.317152E-7
58	3716215489.054513	1.595093	-20.000000	23.015164	-9.599000E-6	5.405490E-12	-1.296299E-7	-1.311189E-7	-1.325771E-7
59	3716215511.295872	1.610796	-20.000000	23.027668	-9.596000E-6	5.341790E-12	-1.309839E-7	-1.324404E-7	-1.339017E-7
