#Open Capacitance 1000Hz:4.659790E-12
#Open Capacitance 100000Hz:4.284490E-12
#34341_041_PSS_XX_HM_Irrad_20min
#Date/Time: 8/12/2021 11:09:14 AM
#Sensor Name: 34341_041_PSS_XX_HM_Irrad_20min
#Type: P
#Annealing Status: 20 min
#Environment: 20C
#Tester: Eric Spencer

#Notes: Irradiated for 56 min at RINSC

#Time Delay per Ramp Step (s): 0.000

#Time Delay per Measurement (s) :0.000

#Number of measurements per voltage: 0.000



Strip 	Time	RH	ChuckT	AirT	Global Current	Pinhole	Coupling Cap	Interstrip C	Istrip_0	Istrip_1	Istrip_2	Istrip_3	Istrip_Mean	Istrip_Median	I_RBias_V-5.0	IstripNbr_0	IstripNbr_1	IstripNbr_2	IstripNbr_3	IstripNbr_Mean	IstripNbr_Median	I_RBias Nbr_V-5.0	I_InterstripR_V-0.0	I_InterstripR_V-1.0	I_InterstripR_V-2.0	I_InterstripR_V-3.0	I_InterstripR_V-4.0	I_InterstripR_V-5.0
49	3711631852.294564	1.872636	-20.000000	23.071662	-2.489600E-5	-6.074329E-11	8.894730E-11	5.121920E-12	-3.441636E-7	-3.441624E-7	-3.441723E-7	-3.441919E-7	-3.441726E-7	-3.441680E-7	-1.619742E-6	-3.442019E-7	-3.441226E-7	-3.440896E-7	-3.440403E-7	-3.441136E-7	-3.441061E-7	-1.617849E-6	-3.436302E-7	-3.441942E-7	-3.448850E-7	-3.456243E-7	-3.464625E-7	-3.473607E-7
50	3711631901.677659	1.873760	-20.000000	23.063119	-2.490200E-5	-5.944163E-11	8.896130E-11	5.121920E-12	-3.447458E-7	-3.447323E-7	-3.447171E-7	-3.447103E-7	-3.447264E-7	-3.447247E-7	-1.614753E-6	-3.445198E-7	-3.444458E-7	-3.444304E-7	-3.444836E-7	-3.444699E-7	-3.444647E-7	-1.615148E-6	-3.439340E-7	-3.449457E-7	-3.459771E-7	-3.472591E-7	-3.485379E-7	-3.500988E-7
51	3711631950.620379	1.860087	-20.000000	23.078855	-2.489600E-5	-5.964190E-11	8.895840E-11	5.121880E-12	-3.433262E-7	-3.433226E-7	-3.433036E-7	-3.432922E-7	-3.433112E-7	-3.433131E-7	-1.614018E-6	-3.433161E-7	-3.432735E-7	-3.432077E-7	-3.431470E-7	-3.432361E-7	-3.432406E-7	-1.615058E-6	-3.426260E-7	-3.433063E-7	-3.440040E-7	-3.446031E-7	-3.455029E-7	-3.461704E-7
52	3711631999.505630	1.881932	-20.000000	23.067836	-2.488400E-5	-6.369718E-11	8.898050E-11	5.122020E-12	-3.434338E-7	-3.434970E-7	-3.435543E-7	-3.435732E-7	-3.435146E-7	-3.435257E-7	-1.612352E-6	-3.433821E-7	-3.434158E-7	-3.434335E-7	-3.434630E-7	-3.434236E-7	-3.434247E-7	-1.613714E-6	-3.423482E-7	-3.431752E-7	-3.441526E-7	-3.447877E-7	-3.455621E-7	-3.465007E-7
53	3711632048.613077	1.995330	-20.000000	23.070434	-2.488900E-5	-6.104371E-11	8.897360E-11	5.122010E-12	-3.465918E-7	-3.466312E-7	-3.467389E-7	-3.466880E-7	-3.466625E-7	-3.466596E-7	-1.607518E-6	-3.473022E-7	-3.475826E-7	-3.475524E-7	-3.474780E-7	-3.474788E-7	-3.475152E-7	-1.609280E-6	-3.476096E-7	-3.496425E-7	-3.514157E-7	-3.530331E-7	-3.544414E-7	-3.553317E-7
54	3711632097.730175	1.938902	-20.000000	23.054600	-2.487700E-5	-6.199494E-11	8.897160E-11	5.122530E-12	-3.559061E-7	-3.557702E-7	-3.554913E-7	-3.554246E-7	-3.556480E-7	-3.556307E-7	-1.597447E-6	-3.557233E-7	-3.542148E-7	-3.542762E-7	-3.543797E-7	-3.546485E-7	-3.543279E-7	-1.602492E-6	-3.533611E-7	-3.541704E-7	-3.556359E-7	-3.561017E-7	-3.564325E-7	-2.814999E-7
55	3711632147.033690	1.874640	-20.000000	23.083751	-2.487600E-5	-5.623747E-11	8.898370E-11	5.120730E-12	-3.416769E-7	-3.416500E-7	-3.416394E-7	-3.416512E-7	-3.416544E-7	-3.416506E-7	-1.613639E-6	-3.416859E-7	-3.416751E-7	-3.416671E-7	-3.416564E-7	-3.416711E-7	-3.416711E-7	-1.618307E-6	-3.408113E-7	-3.416833E-7	-3.426076E-7	-3.431331E-7	-3.437536E-7	-3.447215E-7
56	3711632195.683080	1.953674	-20.000000	23.046771	-2.486300E-5	-5.899103E-11	8.899350E-11	5.120140E-12	-3.414649E-7	-3.414700E-7	-3.414718E-7	-3.414565E-7	-3.414658E-7	-3.414675E-7	-1.616245E-6	-3.411553E-7	-3.411947E-7	-3.412198E-7	-3.412441E-7	-3.412035E-7	-3.412072E-7	-1.619409E-6	-3.406957E-7	-3.414073E-7	-3.422992E-7	-3.431743E-7	-3.439266E-7	-3.446480E-7
57	3711632244.624372	1.955621	-20.000000	23.075545	-2.486500E-5	-6.159442E-11	8.898300E-11	5.117740E-12	-3.474391E-7	-3.473740E-7	-3.473820E-7	-3.474127E-7	-3.474019E-7	-3.473973E-7	-1.610331E-6	-3.487540E-7	-3.488896E-7	-3.488843E-7	-3.486387E-7	-3.487917E-7	-3.488192E-7	-1.609783E-6	-3.482268E-7	-2.788669E-7	-3.339389E-7	-3.441659E-7	-3.486240E-7	-3.536141E-7
58	3711632294.122523	1.981933	-20.000000	23.046652	-2.487600E-5	-6.499885E-11	8.899030E-11	5.108070E-12	-3.415985E-7	-3.415838E-7	-3.416087E-7	-3.416650E-7	-3.416140E-7	-3.416036E-7	-1.615101E-6	-3.430920E-7	-3.430704E-7	-3.430671E-7	-3.430732E-7	-3.430757E-7	-3.430718E-7	-1.614805E-6	-3.424572E-7	-3.431131E-7	-3.438324E-7	-3.445249E-7	-3.453357E-7	-3.461506E-7
59	3711632343.021852	1.959388	-20.000000	23.051231	-2.486600E-5	-6.429798E-11	8.900360E-11	5.072580E-12	-3.427891E-7	-3.427571E-7	-3.427479E-7	-3.427548E-7	-3.427622E-7	-3.427560E-7	-1.612728E-6	-3.477363E-7	-3.477570E-7	-3.477646E-7	-3.477558E-7	-3.477534E-7	-3.477564E-7	-1.608344E-6	-3.471193E-7	-3.477904E-7	-3.485426E-7	-3.494636E-7	-3.502468E-7	-3.508254E-7
