GCD Test								
-340	-7.07E-10	-7.07E-10	-9.48E-11	-9.48E-11	19.7799	18.4329	7.6863	-16.8915
-345	-7.07E-10	-7.07E-10	-9.58E-11	-9.58E-11	19.7362	18.4316	7.6749	-16.91
-350	-7.33E-10	-7.33E-10	-9.78E-11	-9.78E-11	19.7336	18.4348	7.6739	-16.9091
-355	-8.45E-10	-8.45E-10	-9.93E-11	-9.93E-11	19.7851	18.4389	7.6711	-16.9105
-360	-9.04E-10	-9.04E-10	-1.01E-10	-1.01E-10	19.8674	18.4389	7.6708	-16.9109
-365	-8.91E-10	-8.91E-10	-1.03E-10	-1.03E-10	19.991	18.443	7.6784	-16.8961
-370	-8.30E-10	-8.30E-10	-1.05E-10	-1.05E-10	20.1145	18.4514	7.6667	-16.908
-375	-9.18E-10	-9.18E-10	-1.06E-10	-1.06E-10	20.2587	18.4574	7.6762	-16.8889
-380	-8.39E-10	-8.39E-10	-1.05E-10	-1.05E-10	20.3565	18.4641	7.6645	-16.902
-385	-7.47E-10	-7.47E-10	-1.04E-10	-1.04E-10	20.4106	18.4714	7.6698	-16.8882
-390	-8.81E-10	-8.81E-10	-1.03E-10	-1.03E-10	20.408	18.4761	7.6648	-16.8926
-395	-7.91E-10	-7.91E-10	-1.00E-10	-1.00E-10	20.3385	18.4791	7.6493	-16.9144
-400	-9.14E-10	-9.14E-10	-9.95E-11	-9.95E-11	20.3385	18.4791	7.6493	-16.9144
-410	-8.30E-10	-8.30E-10	-9.87E-11	-9.87E-11	20.1763	18.4791	7.6515	-16.9109
-420	-8.80E-10	-8.80E-10	-9.77E-11	-9.77E-11	20.0734	18.4804	7.6556	-16.9036
-430	-9.78E-10	-9.78E-10	-9.72E-11	-9.72E-11	19.9678	18.48	7.6426	-16.9241
-440	-9.59E-10	-9.59E-10	-9.73E-11	-9.73E-11	19.8752	18.4818	7.6458	-16.9178
-450	-1.12E-09	-1.12E-09	-9.77E-11	-9.77E-11	19.8108	18.481	7.6448	-16.9198
-460	-1.07E-09	-1.07E-09	-9.91E-11	-9.91E-11	19.7851	18.481	7.6471	-16.9198
-470	-1.08E-09	-1.08E-09	-9.99E-11	-9.99E-11	19.7851	18.481	7.6471	-16.9164
-480	-1.19E-09	-1.19E-09	-1.02E-10	-1.02E-10	19.8185	18.4793	7.6512	-16.9113
-490	-1.39E-09	-1.39E-09	-1.03E-10	-1.03E-10	19.8932	18.486	7.6407	-16.9225
-500	-1.25E-09	-1.25E-09	-1.05E-10	-1.05E-10	20.0373	18.486	7.6429	-16.9225
-510	-1.38E-09	-1.38E-09	-1.07E-10	-1.07E-10	20.0373	18.486	7.6429	-16.919
-520	-1.27E-09	-1.27E-09	-1.08E-10	-1.08E-10	20.2329	18.4938	7.6458	-16.9088
-530	-1.43E-09	-1.43E-09	-1.09E-10	-1.09E-10	20.2329	18.4938	7.6458	-16.9088
-540	-1.35E-09	-1.35E-09	-1.09E-10	-1.09E-10	20.3308	18.5047	7.6553	-16.886
-550	-1.35E-09	-1.35E-09	-1.08E-10	-1.08E-10	20.39	18.5024	7.6401	-16.9113
-560	-1.30E-09	-1.30E-09	-1.08E-10	-1.08E-10	20.3977	18.5024	7.6398	-16.9113
-570	-1.33E-09	-1.33E-09	-1.07E-10	-1.07E-10	20.3977	18.5126	7.6398	-16.9042
-580	-1.35E-09	-1.35E-09	-1.05E-10	-1.05E-10	20.3385	18.5157	7.635	-16.9093
-590	-1.37E-09	-1.37E-09	-1.04E-10	-1.04E-10	20.2124	18.5157	7.618	-16.9093
-600	-1.32E-09	-1.32E-09	-1.03E-10	-1.03E-10	20.2124	18.5152	7.618	-16.9362
-610	-1.34E-09	-1.34E-09	-1.02E-10	-1.02E-10	20.0914	18.5193	7.6047	-16.9539
-620	-1.52E-09	-1.52E-09	-1.02E-10	-1.02E-10	19.9833	18.5146	7.5977	-16.9683
-630	-1.45E-09	-1.45E-09	-1.01E-10	-1.01E-10	19.8546	18.5146	7.6078	-16.9683
-640	-1.39E-09	-1.39E-09	-1.02E-10	-1.02E-10	19.8546	18.5133	7.6078	-16.9534
-650	-1.47E-09	-1.47E-09	-1.02E-10	-1.02E-10	19.7902	18.5179	7.5901	-16.9777
-660	-1.54E-09	-1.54E-09	-1.03E-10	-1.03E-10	19.7696	18.5126	7.5911	-16.9801
-670	-1.60E-09	-1.60E-09	-1.05E-10	-1.05E-10	19.8185	18.5126	7.5971	-16.9801
-680	-1.71E-09	-1.71E-09	-1.07E-10	-1.07E-10	19.8185	18.5137	7.5971	-16.9699
-690	-1.73E-09	-1.73E-09	-1.09E-10	-1.09E-10	19.9086	18.5147	7.5911	-16.9786
-700	-1.79E-09	-1.79E-09	-1.12E-10	-1.12E-10	20.0167	18.5166	7.599	-16.9648
-710	-2.02E-09	-2.02E-09	-1.13E-10	-1.13E-10	20.1403	18.5423	7.5952	-16.9516
-720	-1.80E-09	-1.80E-09	-1.14E-10	-1.14E-10	20.2921	18.5423	7.5946	-16.9516
-730	-1.92E-09	-1.92E-09	-1.14E-10	-1.14E-10	20.2921	18.5423	7.5946	-16.9526
-740	-1.80E-09	-1.80E-09	-1.14E-10	-1.14E-10	20.3822	18.5488	7.5889	-16.9567
-750	-1.76E-09	-1.76E-09	-1.13E-10	-1.13E-10	20.4131	18.5488	7.5984	-16.9567
-760	-1.75E-09	-1.75E-09	-1.12E-10	-1.12E-10	20.4131	18.5524	7.5984	-16.9392
-770	-1.79E-09	-1.79E-09	-1.10E-10	-1.10E-10	20.3694	18.5575	7.6044	-16.926
-780	-1.77E-09	-1.77E-09	-1.10E-10	-1.10E-10	20.2973	18.5617	7.5965	-16.9352
-790	-1.78E-09	-1.78E-09	-1.08E-10	-1.08E-10	20.1583	18.5617	7.5787	-16.9352
-800	-1.71E-09	-1.71E-09	-1.07E-10	-1.07E-10	20.1583	18.5575	7.5787	-16.9661
-810	-1.80E-09	-1.80E-09	-1.06E-10	-1.06E-10	20.0347	18.5577	7.5816	-16.9615
-820	-1.89E-09	-1.89E-09	-1.07E-10	-1.07E-10	19.9138	18.5582	7.5759	-16.97
-830	-1.81E-09	-1.81E-09	-1.08E-10	-1.08E-10	19.9138	18.5582	7.5759	-16.97
-840	-1.80E-09	-1.80E-09	-1.08E-10	-1.08E-10	19.8185	18.5532	7.5769	-16.9722
-850	-1.92E-09	-1.92E-09	-1.09E-10	-1.09E-10	19.7799	18.5547	7.5772	-16.9706
-860	-2.05E-09	-2.05E-09	-1.11E-10	-1.11E-10	19.7928	18.5547	7.5759	-16.9706
-870	-2.08E-09	-2.08E-09	-1.13E-10	-1.13E-10	19.7928	18.5543	7.5759	-16.9729
-880	-2.15E-09	-2.15E-09	-1.16E-10	-1.16E-10	19.8674	18.5539	7.5693	-16.9836
-890	-2.32E-09	-2.32E-09	-1.18E-10	-1.18E-10	19.9653	18.5592	7.5693	-16.9797
-900	-2.38E-09	-2.38E-09	-1.21E-10	-1.21E-10	20.0785	18.5651	7.5737	-16.9683
-910	-2.19E-09	-2.19E-09	-1.23E-10	-1.23E-10	20.251	18.5651	7.5746	-16.9683
-920	-2.45E-09	-2.45E-09	-1.24E-10	-1.24E-10	20.251	18.5651	7.5746	-16.9668
-930	-2.31E-09	-2.31E-09	-1.25E-10	-1.25E-10	20.3488	18.5782	7.5775	-16.9527
-940	-2.24E-09	-2.24E-09	-1.25E-10	-1.25E-10	20.4028	18.5886	7.5832	-16.936
-950	-2.20E-09	-2.20E-09	-1.25E-10	-1.25E-10	20.3977	18.5886	7.5781	-16.936
-960	-2.22E-09	-2.22E-09	-1.24E-10	-1.24E-10	20.3977	18.588	7.5781	-16.9444
-970	-2.17E-09	-2.17E-09	-1.24E-10	-1.24E-10	20.3333	18.5894	7.5705	-16.9553
-980	-2.21E-09	-2.21E-09	-1.24E-10	-1.24E-10	20.1918	18.5894	7.575	-16.9553
-990	-2.09E-09	-2.09E-09	-1.23E-10	-1.23E-10	20.1918	18.5939	7.575	-16.945
-1000	-2.14E-09	-2.14E-09	-1.24E-10	-1.24E-10	20.0785	18.5886	7.562	-16.9693
