Date/Time: 7/27/2021 5:30:08 PM
Sensor Name: Pin160
Type: N
Annealing Status: Irradiated, Not Annealed
Environment: RT
Tester: Andrew Kent

Time Delay per Ramp Step (s): 0.500

Vf: 174.660000

Avg: 174.146000
Std Dev: 1.635036
Min: 171.040000
Max: 177.170000

Time	I	0.000000s	Temperature	Air_Temp	Humidity	Dewpoint	
3710265927.905341	2.000E-4	3.025E+1	    5.7029	   15.1342	   43.4219	    2.7911	
3710265929.162293	4.000E-4	6.241E+1	    5.7029	   15.1342	   43.4219	    2.7911	
3710265930.603517	6.000E-4	9.745E+1	    5.8875	   15.1128	   43.4440	    2.7788	
3710265931.887213	8.000E-4	1.340E+2	    5.8875	   15.1128	   43.4440	    2.7788	
3710265933.155703	1.000E-3	1.710E+2	    5.8875	   15.1128	   43.4440	    2.7788	
3710265934.594522	1.200E-3	2.071E+2	    6.0566	   15.1157	   43.4627	    2.7875	
3710265935.874145	1.400E-3	2.411E+2	    6.0566	   15.1157	   43.4627	    2.7875	
3710265937.149693	1.600E-3	2.728E+2	    6.0566	   15.1157	   43.4627	    2.7875	
3710265938.652443	1.800E-3	3.016E+2	    6.1797	   15.0534	   43.4039	    2.7120	
3710265939.925662	2.000E-3	3.273E+2	    6.1797	   15.0534	   43.4039	    2.7120	
3710265947.905747	2.000E-4	3.058E+1	    6.2694	   15.1130	   43.2514	    2.7165	
3710265949.157806	4.000E-4	6.318E+1	    6.2694	   15.1130	   43.2514	    2.7165	
3710265950.593615	6.000E-4	9.874E+1	    6.2181	   15.0775	   43.1461	    2.6501	
3710265951.869366	8.000E-4	1.360E+2	    6.2181	   15.0775	   43.1461	    2.6501	
3710265953.143453	1.000E-3	1.735E+2	    6.2181	   15.0775	   43.1461	    2.6501	
3710265954.585823	1.200E-3	2.100E+2	    6.1105	   15.0703	   43.0680	    2.6181	
3710265955.874221	1.400E-3	2.443E+2	    6.1105	   15.0703	   43.0680	    2.6181	
3710265957.140985	1.600E-3	2.761E+2	    6.1105	   15.0703	   43.0680	    2.6181	
3710265958.585746	1.800E-3	3.048E+2	    5.9926	   15.0619	   43.0272	    2.5972	
3710265959.870014	2.000E-3	3.306E+2	    5.9926	   15.0619	   43.0272	    2.5972	
3710265967.905816	2.000E-4	3.082E+1	    5.7183	   15.0589	   42.9905	    2.5825	
3710265969.154255	4.000E-4	6.368E+1	    5.7183	   15.0589	   42.9905	    2.5825	
3710265970.604020	6.000E-4	9.952E+1	    5.5440	   15.0604	   43.0057	    2.5888	
3710265971.881823	8.000E-4	1.369E+2	    5.5440	   15.0604	   43.0057	    2.5888	
3710265973.148777	1.000E-3	1.748E+2	    5.5440	   15.0604	   43.0057	    2.5888	
3710265974.589497	1.200E-3	2.116E+2	    5.4108	   15.0487	   43.0281	    2.5856	
3710265975.865902	1.400E-3	2.459E+2	    5.4108	   15.0487	   43.0281	    2.5856	
3710265977.136210	1.600E-3	2.775E+2	    5.4108	   15.0487	   43.0281	    2.5856	
3710265978.565809	1.800E-3	3.063E+2	    5.3108	   15.0901	   43.0522	    2.6308	
3710265979.846455	2.000E-3	3.322E+2	    5.3108	   15.0901	   43.0522	    2.6308	
3710265987.905868	2.000E-4	3.106E+1	    5.2493	   15.1002	   43.0610	    2.6429	
3710265989.150949	4.000E-4	6.417E+1	    5.2493	   15.1002	   43.0610	    2.6429	
3710265990.603458	6.000E-4	1.003E+2	    5.3134	   15.0109	   43.0965	    2.5737	
3710265991.886914	8.000E-4	1.381E+2	    5.3134	   15.0109	   43.0965	    2.5737	
3710265993.161407	1.000E-3	1.764E+2	    5.3134	   15.0109	   43.0965	    2.5737	
3710265994.624399	1.200E-3	2.133E+2	    5.4287	   15.1038	   43.1477	    2.6744	
3710265995.902214	1.400E-3	2.483E+2	    5.4287	   15.1038	   43.1477	    2.6744	
3710265997.163821	1.600E-3	2.800E+2	    5.4287	   15.1038	   43.1477	    2.6744	
3710265998.601605	1.800E-3	3.091E+2	    5.6055	   15.0447	   43.1657	    2.6268	
3710265999.883637	2.000E-3	3.349E+2	    5.6055	   15.0447	   43.1657	    2.6268	
3710266007.906022	2.000E-4	3.124E+1	    5.9208	   15.0713	   43.1088	    2.6323	
3710266009.153512	4.000E-4	6.464E+1	    5.9208	   15.0713	   43.1088	    2.6323	
3710266010.607010	6.000E-4	1.010E+2	    6.0797	   15.0970	   43.1799	    2.6788	
3710266011.885990	8.000E-4	1.389E+2	    6.0797	   15.0970	   43.1799	    2.6788	
3710266013.158255	1.000E-3	1.772E+2	    6.0797	   15.0970	   43.1799	    2.6788	
3710266014.604008	1.200E-3	2.141E+2	    6.1515	   15.0449	   43.1920	    2.6355	
3710266015.883513	1.400E-3	2.485E+2	    6.1515	   15.0449	   43.1920	    2.6355	
3710266017.153678	1.600E-3	2.801E+2	    6.1515	   15.0449	   43.1920	    2.6355	
3710266018.598984	1.800E-3	3.087E+2	    6.1643	   15.1187	   43.1948	    2.7033	
3710266019.876926	2.000E-3	3.344E+2	    6.1643	   15.1187	   43.1948	    2.7033	
3710266027.906014	2.000E-4	3.115E+1	    6.0105	   14.9980	   43.1926	    2.5933	
3710266029.153479	4.000E-4	6.428E+1	    6.0105	   14.9980	   43.1926	    2.5933	
3710266030.619651	6.000E-4	1.004E+2	    5.8823	   15.0406	   43.1812	    2.6281	
3710266031.901334	8.000E-4	1.383E+2	    5.8823	   15.0406	   43.1812	    2.6281	
3710266033.173573	1.000E-3	1.765E+2	    5.8823	   15.0406	   43.1812	    2.6281	
3710266034.612033	1.200E-3	2.134E+2	    5.7516	   15.0786	   43.1429	    2.6500	
3710266035.896130	1.400E-3	2.477E+2	    5.7516	   15.0786	   43.1429	    2.6500	
3710266037.164002	1.600E-3	2.792E+2	    5.7516	   15.0786	   43.1429	    2.6500	
3710266038.610581	1.800E-3	3.079E+2	    5.6004	   15.0655	   43.1414	    2.6377	
3710266039.890763	2.000E-3	3.335E+2	    5.6004	   15.0655	   43.1414	    2.6377	
3710266047.906168	2.000E-4	3.099E+1	    5.3775	   15.0367	   43.1192	    2.6044	
3710266049.159113	4.000E-4	6.402E+1	    5.3775	   15.0367	   43.1192	    2.6044	
3710266050.597076	6.000E-4	1.002E+2	    5.3185	   15.0598	   43.1335	    2.6300	
3710266051.874345	8.000E-4	1.377E+2	    5.3185	   15.0598	   43.1335	    2.6300	
3710266053.144208	1.000E-3	1.754E+2	    5.3185	   15.0598	   43.1335	    2.6300	
3710266054.629995	1.200E-3	2.119E+2	    5.3211	   15.0623	   43.1312	    2.6315	
3710266055.911537	1.400E-3	2.464E+2	    5.3211	   15.0623	   43.1312	    2.6315	
3710266057.182570	1.600E-3	2.781E+2	    5.3211	   15.0623	   43.1312	    2.6315	
3710266058.636137	1.800E-3	3.064E+2	    5.3646	   15.0320	   43.1275	    2.6028	
3710266059.918166	2.000E-3	3.318E+2	    5.3646	   15.0320	   43.1275	    2.6028	
3710266067.906790	2.000E-4	3.071E+1	    5.5748	   14.9905	   43.0933	    2.5541	
3710266069.156204	4.000E-4	6.344E+1	    5.5748	   14.9905	   43.0933	    2.5541	
3710266070.610184	6.000E-4	9.895E+1	    5.7260	   15.0307	   43.0810	    2.5865	
3710266071.891767	8.000E-4	1.362E+2	    5.7260	   15.0307	   43.0810	    2.5865	
3710266073.162629	1.000E-3	1.736E+2	    5.7260	   15.0307	   43.0810	    2.5865	
3710266074.620632	1.200E-3	2.102E+2	    5.8618	   15.1040	   43.0648	    2.6476	
3710266075.901496	1.400E-3	2.442E+2	    5.8618	   15.1040	   43.0648	    2.6476	
3710266077.172364	1.600E-3	2.753E+2	    5.8618	   15.1040	   43.0648	    2.6476	
3710266078.626041	1.800E-3	3.038E+2	    5.9516	   15.0899	   43.0677	    2.6357	
3710266079.907459	2.000E-3	3.294E+2	    5.9516	   15.0899	   43.0677	    2.6357	
3710266087.907187	2.000E-4	3.058E+1	    5.9772	   15.0946	   43.0610	    2.6378	
3710266089.154638	4.000E-4	6.311E+1	    5.9772	   15.0946	   43.0610	    2.6378	
3710266090.604767	6.000E-4	9.867E+1	    5.9003	   15.0194	   43.0860	    2.5779	
3710266091.887922	8.000E-4	1.357E+2	    5.9003	   15.0194	   43.0860	    2.5779	
3710266093.162427	1.000E-3	1.732E+2	    5.9003	   15.0194	   43.0860	    2.5779	
3710266094.613307	1.200E-3	2.097E+2	    5.8055	   15.0264	   43.0740	    2.5803	
3710266095.896302	1.400E-3	2.438E+2	    5.8055	   15.0264	   43.0740	    2.5803	
3710266097.168502	1.600E-3	2.751E+2	    5.8055	   15.0264	   43.0740	    2.5803	
3710266098.623364	1.800E-3	3.038E+2	    5.6876	   15.0741	   43.0873	    2.6278	
3710266099.902996	2.000E-3	3.294E+2	    5.6876	   15.0741	   43.0873	    2.6278	
3710266107.907225	2.000E-4	3.055E+1	    5.4492	   15.0302	   43.1022	    2.5930	
3710266109.157580	4.000E-4	6.306E+1	    5.4492	   15.0302	   43.1022	    2.5930	
3710266110.589853	6.000E-4	9.845E+1	    5.3288	   15.0050	   43.1173	    2.5752	
3710266111.869770	8.000E-4	1.354E+2	    5.3288	   15.0050	   43.1173	    2.5752	
3710266113.140383	1.000E-3	1.729E+2	    5.3288	   15.0050	   43.1173	    2.5752	
3710266114.585746	1.200E-3	2.094E+2	    5.2724	   15.0319	   43.1401	    2.6069	
3710266115.862718	1.400E-3	2.437E+2	    5.2724	   15.0319	   43.1401	    2.6069	
3710266117.133439	1.600E-3	2.749E+2	    5.2724	   15.0319	   43.1401	    2.6069	
3710266118.566283	1.800E-3	3.032E+2	    5.2596	   15.0279	   43.1521	    2.6072	
3710266119.847359	2.000E-3	3.286E+2	    5.2596	   15.0279	   43.1521	    2.6072	
3710266127.907530	2.000E-4	3.051E+1	    5.3800	   15.0326	   43.1385	    2.6070	
3710266129.153871	4.000E-4	6.300E+1	    5.3800	   15.0326	   43.1385	    2.6070	
3710266130.600932	6.000E-4	9.831E+1	    5.5107	   14.9607	   43.1366	    2.5414	
3710266131.886523	8.000E-4	1.353E+2	    5.5107	   14.9607	   43.1366	    2.5414	
3710266133.153918	1.000E-3	1.728E+2	    5.5107	   14.9607	   43.1366	    2.5414	
3710266134.598540	1.200E-3	2.092E+2	    5.6491	   14.9780	   43.1170	    2.5506	
3710266135.878611	1.400E-3	2.433E+2	    5.6491	   14.9780	   43.1170	    2.5506	
3710266137.150780	1.600E-3	2.747E+2	    5.6491	   14.9780	   43.1170	    2.5506	
3710266138.601490	1.800E-3	3.030E+2	    5.8080	   14.9981	   43.1037	    2.5644	
3710266139.878456	2.000E-3	3.288E+2	    5.8080	   14.9981	   43.1037	    2.5644	
3710266147.908006	2.000E-4	3.052E+1	    5.9900	   15.0981	   43.1104	    2.6570	
3710266149.162923	4.000E-4	6.307E+1	    5.9900	   15.0981	   43.1104	    2.6570	
3710266150.603909	6.000E-4	9.838E+1	    5.9926	   14.9698	   43.0920	    2.5350	
3710266151.892372	8.000E-4	1.354E+2	    5.9926	   14.9698	   43.0920	    2.5350	
3710266153.158480	1.000E-3	1.728E+2	    5.9926	   14.9698	   43.0920	    2.5350	
3710266154.620323	1.200E-3	2.094E+2	    5.9310	   15.0539	   43.0854	    2.6089	
3710266155.904598	1.400E-3	2.437E+2	    5.9310	   15.0539	   43.0854	    2.6089	
3710266157.178497	1.600E-3	2.751E+2	    5.9310	   15.0539	   43.0854	    2.6089	
3710266158.677501	1.800E-3	3.030E+2	    5.8311	   15.0490	   43.0500	    2.5929	
3710266159.959434	2.000E-3	3.284E+2	    5.8311	   15.0490	   43.0500	    2.5929	
3710266167.908734	2.000E-4	3.059E+1	    5.5876	   15.0187	   43.0566	    2.5677	
3710266169.157503	4.000E-4	6.315E+1	    5.5876	   15.0187	   43.0566	    2.5677	
3710266170.599255	6.000E-4	9.853E+1	    5.4492	   15.0639	   43.0696	    2.6129	
3710266171.873976	8.000E-4	1.355E+2	    5.4492	   15.0639	   43.0696	    2.6129	
3710266173.143922	1.000E-3	1.729E+2	    5.4492	   15.0639	   43.0696	    2.6129	
3710266174.588742	1.200E-3	2.094E+2	    5.3441	   14.9957	   43.0750	    2.5529	
3710266175.873157	1.400E-3	2.439E+2	    5.3441	   14.9957	   43.0750	    2.5529	
3710266177.144327	1.600E-3	2.758E+2	    5.3441	   14.9957	   43.0750	    2.5529	
3710266178.587432	1.800E-3	3.045E+2	    5.2801	   14.9664	   43.1199	    2.5411	
3710266179.870124	2.000E-3	3.302E+2	    5.2801	   14.9664	   43.1199	    2.5411	
3710266187.909593	2.000E-4	3.079E+1	    5.2903	   15.0266	   43.1879	    2.6177	
