File,I(600V),I(800V),I(1000V),DepV
34330_049_2-S_HM_XX_DIODE,-2.155081e-10,-2.248638e-10,-2.348291e-10,291.41414141414145
34330_049_2-S_HM_XX_DIODEHALF,-1.015979e-10,-1.085075e-10,-1.219435e-10,291.41414141414145
34330_049_2-S_HM_XX_DIODEHALFPSTOP,-1.052454e-10,-1.090868e-10,-1.20379e-10,295.4545454545455
34330_049_2-S_HM_XX_DIODEHALFPSTOP_GRConnected,-2.010435e-11,-2.094975e-11,-1.20379e-10,291.41414141414145
34330_049_2-S_HM_XX_DIODEQUARTER,-6.632941e-11,-6.919547e-11,-7.686541e-11,299.49494949494954
34330_049_2-S_HM_XX_IRRADSENSOR,-1.261242e-09,-1.306035e-09,0.0,319.69696969696975
