#Open Capacitance 1000Hz:4.514140E-12
#Open Capacitance 1000000Hz:Not Measured
#37399_049_PSS_HM_XX_Unirrad
#Date/Time: 11/2/2021 3:40:28 PM
#Sensor Name: 37399_049_PSS_HM_XX
#Type: P
#Annealing Status: Not Irradiated
#Environment: 20C
#Tester: Eric Spencer

#Notes: Pre-irrad measurement

#Time Delay per Ramp Step (s): 0.000

#Time Delay per Measurement (s) :0.000

#Number of measurements per voltage: 0.000



Strip 	Time	RH	ChuckT	AirT	Global Current	Pinhole	Coupling Cap	Istrip_0	Istrip_1	Istrip_2	Istrip_3	Istrip_Mean	Istrip_Median	I_RBias_V-5.0
1	3718726898.745851	1.137290	20.000000	27.292579	-2.250000E-9	-5.258224E-11	8.822410E-11	-2.816648E-11	-2.905418E-11	-2.797185E-11	-3.029002E-11	-2.887063E-11	-2.861033E-11	-3.292902E-6
2	3718726915.171582	1.139866	20.000000	27.290579	-2.250000E-9	-5.808937E-11	8.821840E-11	-2.902923E-11	-2.972269E-11	-3.060813E-11	-2.952582E-11	-2.972147E-11	-2.962425E-11	-3.294335E-6
3	3718726932.094585	1.136930	20.000000	27.297951	-2.240000E-9	-5.643727E-11	8.821370E-11	-2.593807E-11	-2.517817E-11	-2.816730E-11	-2.578903E-11	-2.626814E-11	-2.586355E-11	-3.300862E-6
4	3718726948.875294	1.138039	20.000000	27.307681	-2.250000E-9	-4.992886E-11	8.821310E-11	-3.233628E-11	-3.323847E-11	-3.017104E-11	-3.184418E-11	-3.189749E-11	-3.209023E-11	-3.298577E-6
5	3718726965.703086	1.141741	20.000000	27.313883	-2.250000E-9	-5.098021E-11	8.821270E-11	-3.088945E-11	-2.864876E-11	-2.982840E-11	-3.019249E-11	-2.988977E-11	-3.001044E-11	-3.297407E-6
6	3718726982.509008	1.142246	20.000000	27.308868	-2.250000E-9	-5.188140E-11	8.820830E-11	-2.681022E-11	-2.804177E-11	-2.781668E-11	-2.475006E-11	-2.685468E-11	-2.731345E-11	-3.295065E-6
7	3718726999.325068	1.147200	20.000000	27.301538	-2.240000E-9	-5.273251E-11	8.820750E-11	-2.723567E-11	-2.694434E-11	-2.778704E-11	-2.623308E-11	-2.705003E-11	-2.709000E-11	-3.298340E-6
8	3718727016.112126	1.140828	20.000000	27.306629	-2.240000E-9	-5.383386E-11	8.820180E-11	-2.694106E-11	-2.797267E-11	-2.885075E-11	-2.818283E-11	-2.798683E-11	-2.807775E-11	-3.296172E-6
9	3718727032.943296	1.151696	20.000000	27.324444	-2.240000E-9	-5.418435E-11	8.820080E-11	-2.583973E-11	-2.580007E-11	-2.432012E-11	-2.536808E-11	-2.533200E-11	-2.558407E-11	-3.293752E-6
10	3718727049.743272	1.141486	20.000000	27.319945	-2.240000E-9	-5.273245E-11	8.820380E-11	-2.863773E-11	-2.716330E-11	-2.796613E-11	-2.849931E-11	-2.806662E-11	-2.823272E-11	-3.293870E-6
11	3718727066.589472	1.146334	20.000000	27.329657	-2.250000E-9	-5.218173E-11	8.819420E-11	-2.693554E-11	-2.732521E-11	-2.781547E-11	-2.717679E-11	-2.731325E-11	-2.725100E-11	-3.296440E-6
