#Open Capacitance 1000Hz:4.575240E-12
#Open Capacitance 1000000Hz:Not Measured
#36697_011_PSS_HM_XX_Unirrad
#Date/Time: 9/21/2021 3:00:51 PM
#Sensor Name: 36697_011_PSS_HM_XX
#Type: P
#Annealing Status: Not Irradiated
#Environment: RT
#Tester: Eric Spencer

#Notes: 

#Time Delay per Ramp Step (s): 0.000

#Time Delay per Measurement (s) :0.000

#Number of measurements per voltage: 0.000



Strip 	Time	RH	ChuckT	AirT	Global Current	Pinhole	Coupling Cap	Istrip_0	Istrip_1	Istrip_2	Istrip_3	Istrip_Mean	Istrip_Median	I_RBias_V-5.0
1	3715095721.391585	1.494756	20.000000	25.443114	-2.250000E-9	-6.655658E-11	8.869250E-11	-2.875025E-11	-3.074041E-11	-2.971507E-11	-2.936035E-11	-2.964152E-11	-2.953771E-11	-3.283473E-6
2	3715095738.118483	1.487119	20.000000	25.450348	-2.250000E-9	-6.220041E-11	8.868340E-11	-2.629575E-11	-2.589830E-11	-2.624055E-11	-2.668299E-11	-2.627940E-11	-2.626815E-11	-3.285005E-6
3	3715095755.100903	1.490271	20.000000	25.459564	-2.250000E-9	-5.944650E-11	8.867600E-11	-3.071668E-11	-3.199411E-11	-2.962938E-11	-3.015831E-11	-3.062462E-11	-3.043750E-11	-3.287428E-6
4	3715095771.861803	1.471567	20.000000	25.460335	-2.250000E-9	-6.460373E-11	8.866760E-11	-2.943044E-11	-2.978108E-11	-2.788721E-11	-2.752328E-11	-2.865550E-11	-2.865882E-11	-3.288301E-6
5	3715095788.697994	1.502918	20.000000	25.468301	-2.250000E-9	-5.984696E-11	8.865270E-11	-2.715770E-11	-2.512481E-11	-2.682485E-11	-2.706141E-11	-2.654219E-11	-2.694313E-11	-3.286759E-6
6	3715095805.511234	1.495576	20.000000	25.474109	-2.250000E-9	-6.425318E-11	8.864180E-11	-3.017791E-11	-2.996405E-11	-2.950688E-11	-2.727322E-11	-2.923051E-11	-2.973546E-11	-3.284703E-6
7	3715095822.738825	1.495952	20.000000	25.476784	-2.250000E-9	-6.119882E-11	8.863660E-11	-2.929118E-11	-2.883341E-11	-3.172747E-11	-2.779724E-11	-2.941233E-11	-2.906230E-11	-3.284956E-6
8	3715095839.698273	1.492463	20.000000	25.477299	-2.250000E-9	-6.800838E-11	8.862830E-11	-2.728382E-11	-2.689802E-11	-2.981887E-11	-2.652182E-11	-2.763063E-11	-2.709092E-11	-3.282190E-6
9	3715095856.648345	1.465117	20.000000	25.478190	-2.250000E-9	-5.919593E-11	8.861760E-11	-2.787183E-11	-2.813108E-11	-2.843327E-11	-2.850830E-11	-2.823612E-11	-2.828218E-11	-3.280349E-6
10	3715095873.446459	1.450616	20.000000	25.477971	-2.250000E-9	-5.984682E-11	8.861720E-11	-2.983724E-11	-2.756555E-11	-2.898876E-11	-2.713578E-11	-2.838183E-11	-2.827716E-11	-3.281543E-6
11	3715095890.260618	1.489714	20.000000	25.482670	-2.250000E-9	-6.695679E-11	8.860770E-11	-2.977897E-11	-2.810755E-11	-3.025943E-11	-2.870394E-11	-2.921247E-11	-2.924146E-11	-3.279257E-6
12	3715095907.035277	1.459650	20.000000	25.485860	-2.250000E-9	-5.719303E-11	8.860570E-11	-2.949741E-11	-2.686057E-11	-2.988261E-11	-3.025084E-11	-2.912286E-11	-2.969001E-11	-3.279549E-6
13	3715095923.872601	1.444615	20.000000	25.488714	-2.250000E-9	-5.984674E-11	8.859730E-11	-2.795296E-11	-2.819074E-11	-2.495157E-11	-2.695441E-11	-2.701242E-11	-2.745369E-11	-3.275689E-6
14	3715095941.099687	1.455232	20.000000	25.492260	-2.250000E-9	-5.809426E-11	8.859340E-11	-2.618912E-11	-3.135507E-11	-2.888423E-11	-2.879919E-11	-2.880690E-11	-2.884171E-11	-3.276292E-6
15	3715095958.008982	1.483556	20.000000	25.495787	-2.250000E-9	-5.814432E-11	8.858650E-11	-2.558393E-11	-2.821116E-11	-2.600326E-11	-2.750968E-11	-2.682701E-11	-2.675647E-11	-3.278891E-6
16	3715095974.824003	1.480584	20.000000	25.508132	-2.250000E-9	-5.373810E-11	8.857990E-11	-3.099051E-11	-3.247035E-11	-2.970776E-11	-2.911669E-11	-3.057133E-11	-3.034914E-11	-3.283327E-6
17	3715095991.758070	1.436035	20.000000	25.503852	-2.240000E-9	-5.769357E-11	8.857790E-11	-2.843013E-11	-2.883575E-11	-3.000503E-11	-3.073801E-11	-2.950223E-11	-2.942039E-11	-3.279290E-6
18	3715096008.580678	1.444783	20.000000	25.514494	-2.240000E-9	-6.235010E-11	8.857040E-11	-3.112605E-11	-3.137383E-11	-3.053251E-11	-3.032193E-11	-3.083858E-11	-3.082928E-11	-3.281444E-6
19	3715096025.373889	1.448045	20.000000	25.517626	-2.240000E-9	-5.664208E-11	8.856510E-11	-2.652540E-11	-2.804226E-11	-2.993162E-11	-2.797685E-11	-2.811903E-11	-2.800956E-11	-3.279629E-6
20	3715096042.165595	1.426742	20.000000	25.514831	-2.240000E-9	-6.470333E-11	8.855870E-11	-2.881305E-11	-2.779485E-11	-2.816839E-11	-2.919250E-11	-2.849220E-11	-2.849072E-11	-3.279580E-6
21	3715096059.141325	1.432340	20.000000	25.516992	-2.240000E-9	-6.029718E-11	8.855530E-11	-2.579038E-11	-2.524592E-11	-2.767688E-11	-2.823483E-11	-2.673700E-11	-2.673363E-11	-3.278526E-6
22	3715096075.962505	1.434663	20.000000	25.519468	-2.240000E-9	-5.934576E-11	8.855210E-11	-3.135806E-11	-3.093239E-11	-3.066946E-11	-3.009780E-11	-3.076443E-11	-3.080092E-11	-3.275734E-6
23	3715096092.916296	1.437609	20.000000	25.520083	-2.240000E-9	-6.129850E-11	8.854890E-11	-2.609888E-11	-2.937710E-11	-2.663313E-11	-2.764272E-11	-2.743796E-11	-2.713793E-11	-3.271937E-6
24	3715096109.737767	1.443407	20.000000	25.529574	-2.240000E-9	-6.179916E-11	8.854090E-11	-3.013255E-11	-3.045456E-11	-3.125725E-11	-3.113252E-11	-3.074422E-11	-3.079354E-11	-3.274599E-6
25	3715096126.575660	1.439125	20.000000	25.528049	-2.240000E-9	-5.674204E-11	8.853910E-11	-3.010145E-11	-2.952142E-11	-2.943003E-11	-2.799477E-11	-2.926192E-11	-2.947572E-11	-3.272054E-6
26	3715096143.380379	1.422466	20.000000	25.522283	-2.240000E-9	-6.214958E-11	8.853580E-11	-3.009530E-11	-2.990210E-11	-3.159989E-11	-2.854188E-11	-3.003479E-11	-2.999870E-11	-3.272689E-6
27	3715096160.210563	1.420897	20.000000	25.527218	-2.240000E-9	-6.199933E-11	8.853010E-11	-3.124576E-11	-3.054715E-11	-2.830491E-11	-3.135657E-11	-3.036360E-11	-3.089646E-11	-3.269714E-6
28	3715096176.992193	1.415865	20.000000	25.533519	-2.250000E-9	-5.989647E-11	8.852850E-11	-2.910248E-11	-2.799331E-11	-2.954511E-11	-2.979762E-11	-2.910963E-11	-2.932379E-11	-3.272279E-6
29	3715096193.773922	1.407857	20.000000	25.536312	-2.240000E-9	-5.684211E-11	8.852380E-11	-2.831818E-11	-2.865633E-11	-2.841611E-11	-2.977368E-11	-2.879107E-11	-2.853622E-11	-3.276586E-6
30	3715096210.930978	1.442032	20.000000	25.539444	-2.250000E-9	-6.144846E-11	8.851990E-11	-2.816994E-11	-2.883400E-11	-2.739505E-11	-2.827155E-11	-2.816763E-11	-2.822074E-11	-3.276553E-6
31	3715096227.847486	1.404302	20.000000	25.536629	-2.250000E-9	-6.144849E-11	8.851610E-11	-2.560076E-11	-2.626954E-11	-2.770541E-11	-2.662937E-11	-2.655127E-11	-2.644945E-11	-3.276322E-6
32	3715096244.622559	1.415645	20.000000	25.540039	-2.240000E-9	-6.149853E-11	8.851320E-11	-3.098790E-11	-2.991186E-11	-3.297804E-11	-3.076320E-11	-3.116025E-11	-3.087555E-11	-3.274806E-6
33	3715096261.448342	1.408860	20.000000	25.536670	-2.240000E-9	-5.824395E-11	8.850830E-11	-2.900018E-11	-2.994293E-11	-2.916478E-11	-3.080367E-11	-2.972789E-11	-2.955385E-11	-3.273030E-6
34	3715096278.276278	1.422637	20.000000	25.539364	-2.240000E-9	-5.994635E-11	8.850800E-11	-2.787345E-11	-2.664121E-11	-2.874585E-11	-2.860232E-11	-2.796571E-11	-2.823788E-11	-3.273920E-6
35	3715096295.172133	1.404877	20.000000	25.541821	-2.240000E-9	-5.824390E-11	8.850530E-11	-3.017802E-11	-3.096516E-11	-3.079589E-11	-3.119538E-11	-3.078361E-11	-3.088053E-11	-3.274246E-6
36	3715096312.000333	1.409649	20.000000	25.543862	-2.240000E-9	-5.984611E-11	8.850170E-11	-2.980366E-11	-2.847881E-11	-2.886767E-11	-2.941254E-11	-2.914067E-11	-2.914010E-11	-3.270819E-6
37	3715096328.957134	1.416133	20.000000	25.552205	-2.240000E-9	-5.679186E-11	8.849750E-11	-2.962516E-11	-2.754384E-11	-2.854341E-11	-2.747740E-11	-2.829745E-11	-2.804362E-11	-3.269499E-6
38	3715096345.728044	1.397500	20.000000	25.547330	-2.250000E-9	-5.779324E-11	8.848990E-11	-2.835918E-11	-2.715822E-11	-2.926388E-11	-2.937573E-11	-2.853925E-11	-2.881153E-11	-3.269362E-6
39	3715096362.696330	1.396246	20.000000	25.554803	-2.240000E-9	-5.984604E-11	8.848630E-11	-2.934648E-11	-2.899523E-11	-2.885887E-11	-2.896047E-11	-2.904026E-11	-2.897785E-11	-3.266868E-6
40	3715096379.498705	1.392135	20.000000	25.556169	-2.250000E-9	-5.859422E-11	8.848720E-11	-2.767917E-11	-2.898969E-11	-3.030903E-11	-3.038121E-11	-2.933978E-11	-2.964936E-11	-3.269088E-6
41	3715096396.436608	1.413737	20.000000	25.559122	-2.240000E-9	-5.559008E-11	8.848370E-11	-2.999847E-11	-3.039877E-11	-3.277472E-11	-2.933868E-11	-3.062766E-11	-3.019862E-11	-3.268939E-6
42	3715096413.269542	1.400849	20.000000	25.562016	-2.240000E-9	-6.290019E-11	8.847650E-11	-3.186573E-11	-3.236193E-11	-2.935483E-11	-2.947322E-11	-3.076393E-11	-3.066947E-11	-3.274538E-6
43	3715096430.193196	1.413729	20.000000	25.566255	-2.250000E-9	-5.644121E-11	8.847360E-11	-3.041757E-11	-3.116219E-11	-2.857710E-11	-3.104749E-11	-3.030109E-11	-3.073253E-11	-3.277920E-6
44	3715096447.030077	1.395781	20.000000	25.567860	-2.250000E-9	-5.824369E-11	8.847380E-11	-3.098655E-11	-3.031084E-11	-2.873409E-11	-3.036012E-11	-3.009790E-11	-3.033548E-11	-3.279434E-6
45	3715096464.350629	1.411536	20.000000	25.572340	-2.240000E-9	-5.859408E-11	8.846900E-11	-3.033332E-11	-2.984959E-11	-3.167534E-11	-2.989579E-11	-3.043851E-11	-3.011455E-11	-3.276932E-6
46	3715096481.317642	1.404167	20.000000	25.573844	-2.250000E-9	-5.944534E-11	8.846710E-11	-3.344058E-11	-2.961139E-11	-2.925790E-11	-2.921209E-11	-3.038049E-11	-2.943465E-11	-3.275932E-6
47	3715096498.315994	1.406777	20.000000	25.577790	-2.250000E-9	-5.393767E-11	8.845520E-11	-2.987001E-11	-2.741167E-11	-2.957845E-11	-2.924029E-11	-2.902511E-11	-2.940937E-11	-3.276766E-6
48	3715096515.166433	1.390546	20.000000	25.572914	-2.250000E-9	-5.528950E-11	8.845630E-11	-2.909677E-11	-3.074280E-11	-2.992050E-11	-2.904892E-11	-2.970225E-11	-2.950864E-11	-3.277725E-6
49	3715096532.083811	1.398580	20.000000	25.575551	-2.250000E-9	-5.909473E-11	8.844830E-11	-3.080843E-11	-3.048540E-11	-3.092211E-11	-2.961667E-11	-3.045815E-11	-3.064692E-11	-3.276430E-6
50	3715096548.902670	1.415135	20.000000	25.577649	-2.240000E-9	-5.759262E-11	8.844330E-11	-3.050706E-11	-2.921369E-11	-2.963486E-11	-2.761652E-11	-2.924303E-11	-2.942427E-11	-3.274928E-6
51	3715096565.706357	1.412473	20.000000	25.576125	-2.250000E-9	-6.239923E-11	8.843840E-11	-2.811149E-11	-2.694325E-11	-2.811680E-11	-2.774776E-11	-2.772982E-11	-2.792963E-11	-3.272867E-6
52	3715096582.505606	1.399998	20.000000	25.579930	-2.240000E-9	-5.323657E-11	8.842960E-11	-2.922657E-11	-2.986036E-11	-2.946679E-11	-3.064463E-11	-2.979959E-11	-2.966357E-11	-3.277094E-6
53	3715096599.722614	1.410814	20.000000	25.586270	-2.240000E-9	-5.999590E-11	8.842610E-11	-3.185397E-11	-2.946228E-11	-3.122262E-11	-3.096052E-11	-3.087485E-11	-3.109157E-11	-3.277286E-6
54	3715096616.695898	1.402986	20.000000	25.572717	-2.240000E-9	-5.959531E-11	8.842230E-11	-3.116394E-11	-3.276765E-11	-3.127535E-11	-2.842898E-11	-3.090898E-11	-3.121964E-11	-3.278713E-6
55	3715096633.808219	1.391900	20.000000	25.582862	-2.250000E-9	-5.719195E-11	8.842260E-11	-3.098626E-11	-3.100097E-11	-3.147939E-11	-2.914782E-11	-3.065361E-11	-3.099362E-11	-3.282943E-6
56	3715096651.063318	1.398254	20.000000	25.581377	-2.240000E-9	-5.553966E-11	8.841470E-11	-3.209111E-11	-2.807405E-11	-2.978018E-11	-2.974482E-11	-2.992254E-11	-2.976250E-11	-3.285451E-6
57	3715096668.476585	1.386117	20.000000	25.587579	-2.240000E-9	-5.889426E-11	8.841520E-11	-3.149267E-11	-2.938273E-11	-3.060820E-11	-3.149983E-11	-3.074586E-11	-3.105043E-11	-3.287296E-6
