File,I(600V),I(800V),I(1000V),DepV
34340_039_PSS_HM_XX_DIODE,-3.308848e-10,-3.501926e-10,-3.9968e-10,238.8888888888889
34340_039_PSS_HM_XX_DIODEHALF,-1.59498e-10,-1.669812e-10,-1.881212e-10,242.92929292929296
34340_039_PSS_HM_XX_DIODEHALFPSTOP,-1.627758e-10,-1.778608e-10,-2.113109e-10,255.05050505050505
34340_039_PSS_HM_XX_DIODEHALFPSTOP_GRConnected,-5.938233e-11,-6.034936e-11,-6.18299e-11,238.8888888888889
34340_039_PSS_HM_XX_DIODEQUARTER,-1.077768e-10,-1.135631e-10,-1.302446e-10,246.96969696969697
34340_039_PSS_HM_XX_IRRADSENSOR,-3.947e-09,-4.124e-09,-4.469e-09,251.010101010101
