#Open Capacitance 1000Hz:Not Measured
#Open Capacitance 1000000Hz:4.291490E-12
#38696_001_2-S_HM_XX_Irrad_20min_Interstrip
#Date/Time: 4/29/2022 11:31:44 AM
#Sensor Name: 38696_001_2-S_HM_XX
#Station: Tesla
#Annealing Status: 20 min
#Environment: -20.0C
#Tester: Eric Spencer

#Notes: Irradiated at RINSC

#Time Delay per Ramp Step (s): 0.000

#Time Delay per Measurement (s) :0.000

#Number of measurements per voltage: 0.000



Strip 	Time	RH	ChuckT	AirT	Global Current	Interstrip C	I_InterstripR_V-0.0	I_InterstripR_V-2.5	I_InterstripR_V-5.0
1	3734091183.632290	1.278816	-20.000000	25.843410	-1.372100E-5	5.285300E-12	-1.927988E-7	-1.946999E-7	-1.966398E-7
2	3734091205.599562	1.262603	-20.000000	25.876525	-1.364100E-5	5.348460E-12	-1.911950E-7	-1.931449E-7	-1.951398E-7
3	3734091226.347244	1.267909	-20.000000	25.884016	-1.371600E-5	5.369080E-12	-1.906450E-7	-1.925808E-7	-1.945908E-7
4	3734091247.378168	1.295307	-20.000000	25.854408	-1.371100E-5	5.377120E-12	-1.902545E-7	-1.921644E-7	-1.941151E-7
5	3734091268.434182	1.325744	-20.000000	25.900086	-1.370500E-5	5.380440E-12	-1.900212E-7	-1.919513E-7	-1.939678E-7
6	3734091289.471033	1.280026	-20.000000	25.876444	-1.370800E-5	5.381620E-12	-1.898563E-7	-1.918104E-7	-1.937951E-7
7	3734091310.803066	1.289694	-20.000000	25.883977	-1.364800E-5	5.381880E-12	-1.895924E-7	-1.915547E-7	-1.935368E-7
8	3734091331.937860	1.275263	-20.000000	25.870540	-1.370100E-5	5.382550E-12	-1.893519E-7	-1.913655E-7	-1.933684E-7
9	3734091353.946970	1.271191	-20.000000	25.863881	-1.370300E-5	5.383580E-12	-1.893399E-7	-1.912952E-7	-1.933092E-7
10	3734091375.865689	1.287427	-20.000000	25.877912	-1.365300E-5	5.383290E-12	-1.892379E-7	-1.911842E-7	-1.931999E-7
11	3734091397.025549	1.287829	-20.000000	25.882052	-1.370700E-5	5.383780E-12	-1.890675E-7	-1.911154E-7	-1.930785E-7
12	3734091419.061459	1.276349	-20.000000	25.872899	-1.370800E-5	5.384230E-12	-1.888895E-7	-1.909122E-7	-1.928695E-7
13	3734091440.918097	1.322690	-20.000000	25.863901	-1.365600E-5	5.383810E-12	-1.886569E-7	-1.906883E-7	-1.927138E-7
14	3734091462.141421	1.267377	-20.000000	25.844301	-1.369800E-5	5.384920E-12	-1.885132E-7	-1.904783E-7	-1.924372E-7
15	3734091484.185073	1.281376	-20.000000	25.832948	-1.369300E-5	5.382780E-12	-1.882359E-7	-1.902281E-7	-1.922771E-7
16	3734091506.076125	1.279964	-20.000000	25.831977	-1.363300E-5	5.382680E-12	-1.881157E-7	-1.900938E-7	-1.921206E-7
17	3734091527.319058	1.273637	-20.000000	25.826647	-1.368900E-5	5.382920E-12	-1.879977E-7	-1.899788E-7	-1.919822E-7
18	3734091549.359754	1.251019	-20.000000	25.789273	-1.369000E-5	5.382980E-12	-1.879033E-7	-1.899155E-7	-1.918969E-7
19	3734091571.411488	1.271135	-20.000000	25.782317	-1.369100E-5	5.383930E-12	-1.877558E-7	-1.897770E-7	-1.917521E-7
20	3734091593.441579	1.282871	-20.000000	25.807642	-1.369500E-5	5.384340E-12	-1.876379E-7	-1.896476E-7	-1.917169E-7
21	3734091615.477794	1.306249	-20.000000	25.839169	-1.369400E-5	5.383010E-12	-1.874774E-7	-1.894572E-7	-1.913973E-7
22	3734091637.426584	1.276883	-20.000000	25.821138	-1.363600E-5	5.382900E-12	-1.873453E-7	-1.893772E-7	-1.913691E-7
23	3734091658.598762	1.297298	-20.000000	25.828686	-1.368600E-5	5.382640E-12	-1.870975E-7	-1.890806E-7	-1.910387E-7
24	3734091680.631438	1.278754	-20.000000	25.793255	-1.367900E-5	5.383170E-12	-1.867647E-7	-1.887282E-7	-1.907382E-7
25	3734091702.701559	1.254560	-20.000000	25.783010	-1.366500E-5	5.383660E-12	-1.865170E-7	-1.885429E-7	-1.905524E-7
26	3734091724.457879	1.280126	-20.000000	25.765868	-1.365100E-5	5.384330E-12	-1.864689E-7	-1.884990E-7	-1.905153E-7
27	3734091745.797252	1.287526	-20.000000	25.775361	-1.367100E-5	5.384200E-12	-1.863528E-7	-1.883289E-7	-1.903157E-7
28	3734091767.568872	1.271470	-20.000000	25.758000	-1.365300E-5	5.383830E-12	-1.861829E-7	-1.881332E-7	-1.901291E-7
29	3734091788.820568	1.254256	-20.000000	25.781782	-1.366200E-5	5.382640E-12	-1.859615E-7	-1.879719E-7	-1.899251E-7
30	3734091810.565588	1.255081	-20.000000	25.760558	-1.363500E-5	5.383080E-12	-1.857023E-7	-1.876848E-7	-1.896458E-7
31	3734091831.466475	1.267176	-20.000000	25.774587	-1.364300E-5	5.383420E-12	-1.854866E-7	-1.874497E-7	-1.894304E-7
32	3734091852.527656	1.260650	-20.000000	25.773379	-1.364400E-5	5.383190E-12	-1.852613E-7	-1.872333E-7	-1.892151E-7
