File,I(600V),I(800V),I(1000V),DepV,I(DepV)
38696_001_2-S_HM_XX_IRRADSENSOR_20min,-1.368e-05,-1.497e-05,-1.602e-05,569.2492492492493,4.336006006006094e-06
