34331_042_2-S_HM_X_Irrad_Interstrip
Date/Time: 10/4/2021 9:59:52 AM
Sensor Name: 34331_042_2-S_HM_X
Type: P
Annealing Status: 20 min
Environment: -20.0C
Tester: Eric Spencer
Notes: Irradiated to 4e14 at RINSC

Time Delay per Ramp Step (s): 1.000

CV Time Delay per Measurement (s) :0.500

AC Voltage (V): 0.500

Current Number of measurements per voltage: 4.000

IV Time Delay per Measurement (s) :0.500


BiasVoltage	Bias Current_Avg	Bias Current_0	Bias Current_1	Bias Current_2	Bias Current_3	Temperature	Air_Temp	Humidity	Dewpoint	
  -10.0000	-1.9200E-6	-1.9200E-6	-1.9200E-6	-1.9200E-6	-1.9200E-6	  -20.0000	   25.5750	    1.5861	    0.0000	
  -20.0000	-2.5300E-6	-2.5300E-6	-2.5300E-6	-2.5300E-6	-2.5300E-6	  -20.0000	   25.5750	    1.5861	    0.0000	
  -30.0000	-3.0000E-6	-3.0000E-6	-3.0000E-6	-3.0000E-6	-3.0000E-6	  -20.0000	   25.5750	    1.5861	    0.0000	
  -40.0000	-3.4100E-6	-3.4100E-6	-3.4100E-6	-3.4100E-6	-3.4100E-6	  -20.0000	   25.5750	    1.5861	    0.0000	
  -50.0000	-3.7700E-6	-3.7700E-6	-3.7700E-6	-3.7700E-6	-3.7700E-6	  -20.0000	   25.5750	    1.5861	    0.0000	
  -60.0000	-4.0900E-6	-4.0900E-6	-4.0900E-6	-4.0900E-6	-4.0900E-6	  -20.0000	   25.5750	    1.5861	    0.0000	
  -70.0000	-4.4000E-6	-4.4000E-6	-4.4000E-6	-4.4000E-6	-4.4000E-6	  -20.0000	   25.5750	    1.5861	    0.0000	
  -80.0000	-4.6900E-6	-4.6900E-6	-4.6900E-6	-4.6900E-6	-4.6900E-6	  -20.0000	   25.5750	    1.5861	    0.0000	
  -90.0000	-4.9600E-6	-4.9600E-6	-4.9600E-6	-4.9600E-6	-4.9600E-6	  -20.0000	   25.5750	    1.5861	    0.0000	
 -100.0000	-5.2100E-6	-5.2100E-6	-5.2100E-6	-5.2100E-6	-5.2100E-6	  -20.0000	   25.5750	    1.5861	    0.0000	
 -110.0000	-5.4600E-6	-5.4600E-6	-5.4600E-6	-5.4600E-6	-5.4600E-6	  -20.0000	   25.5750	    1.5861	    0.0000	
 -120.0000	-5.6900E-6	-5.6900E-6	-5.6900E-6	-5.6900E-6	-5.6900E-6	  -20.0000	   25.5750	    1.5861	    0.0000	
 -130.0000	-5.9200E-6	-5.9200E-6	-5.9200E-6	-5.9200E-6	-5.9200E-6	  -20.0000	   25.5750	    1.5861	    0.0000	
 -140.0000	-6.1400E-6	-6.1400E-6	-6.1400E-6	-6.1400E-6	-6.1400E-6	  -20.0000	   25.5750	    1.5861	    0.0000	
 -150.0000	-6.3500E-6	-6.3500E-6	-6.3500E-6	-6.3500E-6	-6.3500E-6	  -20.0000	   25.5750	    1.5861	    0.0000	
 -160.0000	-6.5600E-6	-6.5600E-6	-6.5600E-6	-6.5600E-6	-6.5600E-6	  -20.0000	   25.5750	    1.5861	    0.0000	
 -170.0000	-6.7600E-6	-6.7600E-6	-6.7600E-6	-6.7600E-6	-6.7600E-6	  -20.0000	   25.5750	    1.5861	    0.0000	
 -180.0000	-6.9600E-6	-6.9600E-6	-6.9600E-6	-6.9600E-6	-6.9600E-6	  -20.0000	   25.5750	    1.5861	    0.0000	
 -190.0000	-7.1400E-6	-7.1400E-6	-7.1400E-6	-7.1400E-6	-7.1400E-6	  -20.0000	   25.5750	    1.5861	    0.0000	
 -200.0000	-7.3300E-6	-7.3300E-6	-7.3300E-6	-7.3300E-6	-7.3300E-6	  -20.0000	   25.5750	    1.5861	    0.0000	
 -210.0000	-7.5100E-6	-7.5100E-6	-7.5100E-6	-7.5100E-6	-7.5100E-6	  -20.0000	   25.5750	    1.5861	    0.0000	
 -220.0000	-7.6900E-6	-7.6900E-6	-7.6900E-6	-7.6900E-6	-7.6900E-6	  -20.0000	   25.5750	    1.5861	    0.0000	
 -230.0000	-7.8600E-6	-7.8600E-6	-7.8600E-6	-7.8600E-6	-7.8600E-6	  -20.0000	   25.5750	    1.5861	    0.0000	
 -240.0000	-8.0300E-6	-8.0300E-6	-8.0300E-6	-8.0300E-6	-8.0300E-6	  -20.0000	   25.5750	    1.5861	    0.0000	
 -250.0000	-8.2000E-6	-8.2000E-6	-8.2000E-6	-8.2000E-6	-8.2000E-6	  -20.0000	   25.5750	    1.5861	    0.0000	
 -260.0000	-8.3600E-6	-8.3600E-6	-8.3600E-6	-8.3600E-6	-8.3600E-6	  -20.0000	   25.5750	    1.5861	    0.0000	
 -270.0000	-8.5100E-6	-8.5100E-6	-8.5100E-6	-8.5100E-6	-8.5100E-6	  -20.0000	   25.5750	    1.5861	    0.0000	
 -280.0000	-8.6600E-6	-8.6600E-6	-8.6600E-6	-8.6600E-6	-8.6600E-6	  -20.0000	   25.5750	    1.5861	    0.0000	
 -290.0000	-8.8100E-6	-8.8100E-6	-8.8100E-6	-8.8100E-6	-8.8100E-6	  -20.0000	   25.5750	    1.5861	    0.0000	
 -300.0000	-8.9600E-6	-8.9600E-6	-8.9600E-6	-8.9600E-6	-8.9600E-6	  -20.0000	   25.5750	    1.5861	    0.0000	
 -310.0000	-9.1000E-6	-9.1000E-6	-9.1000E-6	-9.1000E-6	-9.1000E-6	  -20.0000	   25.5750	    1.5861	    0.0000	
 -320.0000	-9.2400E-6	-9.2400E-6	-9.2400E-6	-9.2400E-6	-9.2400E-6	  -20.0000	   25.5750	    1.5861	    0.0000	
 -330.0000	-9.3700E-6	-9.3700E-6	-9.3700E-6	-9.3700E-6	-9.3700E-6	  -20.0000	   25.5750	    1.5861	    0.0000	
 -340.0000	-9.5000E-6	-9.5000E-6	-9.5000E-6	-9.5000E-6	-9.5000E-6	  -20.0000	   25.5750	    1.5861	    0.0000	
 -350.0000	-9.6300E-6	-9.6300E-6	-9.6300E-6	-9.6300E-6	-9.6300E-6	  -20.0000	   25.5750	    1.5861	    0.0000	
 -360.0000	-9.7500E-6	-9.7500E-6	-9.7500E-6	-9.7500E-6	-9.7500E-6	  -20.0000	   25.5750	    1.5861	    0.0000	
 -370.0000	-9.8700E-6	-9.8700E-6	-9.8700E-6	-9.8700E-6	-9.8700E-6	  -20.0000	   25.5750	    1.5861	    0.0000	
 -380.0000	-9.9900E-6	-9.9900E-6	-9.9900E-6	-9.9900E-6	-9.9900E-6	  -20.0000	   25.5750	    1.5861	    0.0000	
 -390.0000	-1.0100E-5	-1.0100E-5	-1.0100E-5	-1.0100E-5	-1.0100E-5	  -20.0000	   25.5750	    1.5861	    0.0000	
 -400.0000	-1.0220E-5	-1.0220E-5	-1.0220E-5	-1.0220E-5	-1.0220E-5	  -20.0000	   25.5750	    1.5861	    0.0000	
 -410.0000	-1.0320E-5	-1.0320E-5	-1.0320E-5	-1.0320E-5	-1.0320E-5	  -20.0000	   25.5750	    1.5861	    0.0000	
 -420.0000	-1.0420E-5	-1.0420E-5	-1.0420E-5	-1.0420E-5	-1.0420E-5	  -20.0000	   25.5750	    1.5861	    0.0000	
 -430.0000	-1.0520E-5	-1.0520E-5	-1.0520E-5	-1.0520E-5	-1.0520E-5	  -20.0000	   25.5750	    1.5861	    0.0000	
 -440.0000	-1.0620E-5	-1.0620E-5	-1.0620E-5	-1.0620E-5	-1.0620E-5	  -20.0000	   25.5750	    1.5861	    0.0000	
 -450.0000	-1.0720E-5	-1.0720E-5	-1.0720E-5	-1.0720E-5	-1.0720E-5	  -20.0000	   25.5750	    1.5861	    0.0000	
 -460.0000	-1.0810E-5	-1.0810E-5	-1.0810E-5	-1.0810E-5	-1.0810E-5	  -20.0000	   25.5750	    1.5861	    0.0000	
 -470.0000	-1.0900E-5	-1.0900E-5	-1.0900E-5	-1.0900E-5	-1.0900E-5	  -20.0000	   25.5750	    1.5861	    0.0000	
 -480.0000	-1.0990E-5	-1.0990E-5	-1.0990E-5	-1.0990E-5	-1.0990E-5	  -20.0000	   25.5750	    1.5861	    0.0000	
 -490.0000	-1.1070E-5	-1.1070E-5	-1.1070E-5	-1.1070E-5	-1.1070E-5	  -20.0000	   25.5750	    1.5861	    0.0000	
 -500.0000	-1.1160E-5	-1.1160E-5	-1.1160E-5	-1.1160E-5	-1.1160E-5	  -20.0000	   25.5750	    1.5861	    0.0000	
 -510.0000	-1.1230E-5	-1.1230E-5	-1.1230E-5	-1.1230E-5	-1.1230E-5	  -20.0000	   25.5750	    1.5861	    0.0000	
 -520.0000	-1.1320E-5	-1.1320E-5	-1.1320E-5	-1.1320E-5	-1.1320E-5	  -20.0000	   25.5750	    1.5861	    0.0000	
 -530.0000	-1.1400E-5	-1.1400E-5	-1.1400E-5	-1.1400E-5	-1.1400E-5	  -20.0000	   25.5750	    1.5861	    0.0000	
 -540.0000	-1.1480E-5	-1.1480E-5	-1.1480E-5	-1.1480E-5	-1.1480E-5	  -20.0000	   25.5750	    1.5861	    0.0000	
 -550.0000	-1.1550E-5	-1.1550E-5	-1.1550E-5	-1.1550E-5	-1.1550E-5	  -20.0000	   25.5750	    1.5861	    0.0000	
 -560.0000	-1.1620E-5	-1.1620E-5	-1.1620E-5	-1.1620E-5	-1.1620E-5	  -20.0000	   25.5750	    1.5861	    0.0000	
 -570.0000	-1.1690E-5	-1.1690E-5	-1.1690E-5	-1.1690E-5	-1.1690E-5	  -20.0000	   25.5750	    1.5861	    0.0000	
 -580.0000	-1.1760E-5	-1.1760E-5	-1.1760E-5	-1.1760E-5	-1.1760E-5	  -20.0000	   25.5750	    1.5861	    0.0000	
 -590.0000	-1.1830E-5	-1.1830E-5	-1.1830E-5	-1.1830E-5	-1.1830E-5	  -20.0000	   25.5750	    1.5861	    0.0000	
 -600.0000	-1.1900E-5	-1.1900E-5	-1.1900E-5	-1.1900E-5	-1.1900E-5	  -20.0000	   25.5750	    1.5861	    0.0000	
 -610.0000	-1.1960E-5	-1.1960E-5	-1.1960E-5	-1.1960E-5	-1.1960E-5	  -20.0000	   25.5750	    1.5861	    0.0000	
 -620.0000	-1.2030E-5	-1.2030E-5	-1.2030E-5	-1.2030E-5	-1.2030E-5	  -20.0000	   25.5750	    1.5861	    0.0000	
 -630.0000	-1.2090E-5	-1.2090E-5	-1.2090E-5	-1.2090E-5	-1.2090E-5	  -20.0000	   25.5750	    1.5861	    0.0000	
 -640.0000	-1.2160E-5	-1.2160E-5	-1.2160E-5	-1.2160E-5	-1.2160E-5	  -20.0000	   25.5750	    1.5861	    0.0000	
 -650.0000	-1.2220E-5	-1.2220E-5	-1.2220E-5	-1.2220E-5	-1.2220E-5	  -20.0000	   25.5750	    1.5861	    0.0000	
 -660.0000	-1.2280E-5	-1.2280E-5	-1.2280E-5	-1.2280E-5	-1.2280E-5	  -20.0000	   25.5750	    1.5861	    0.0000	
 -670.0000	-1.2340E-5	-1.2340E-5	-1.2340E-5	-1.2340E-5	-1.2340E-5	  -20.0000	   25.5750	    1.5861	    0.0000	
 -680.0000	-1.2400E-5	-1.2400E-5	-1.2400E-5	-1.2400E-5	-1.2400E-5	  -20.0000	   25.5750	    1.5861	    0.0000	
 -690.0000	-1.2460E-5	-1.2460E-5	-1.2460E-5	-1.2460E-5	-1.2460E-5	  -20.0000	   25.5750	    1.5861	    0.0000	
 -700.0000	-1.2520E-5	-1.2520E-5	-1.2520E-5	-1.2520E-5	-1.2520E-5	  -20.0000	   25.5750	    1.5861	    0.0000	
 -710.0000	-1.2570E-5	-1.2570E-5	-1.2570E-5	-1.2570E-5	-1.2570E-5	  -20.0000	   25.5750	    1.5861	    0.0000	
 -720.0000	-1.2620E-5	-1.2620E-5	-1.2620E-5	-1.2620E-5	-1.2620E-5	  -20.0000	   25.5750	    1.5861	    0.0000	
 -730.0000	-1.2670E-5	-1.2670E-5	-1.2670E-5	-1.2670E-5	-1.2670E-5	  -20.0000	   25.5750	    1.5861	    0.0000	
 -740.0000	-1.2730E-5	-1.2730E-5	-1.2730E-5	-1.2730E-5	-1.2730E-5	  -20.0000	   25.5750	    1.5861	    0.0000	
 -750.0000	-1.2770E-5	-1.2770E-5	-1.2770E-5	-1.2770E-5	-1.2770E-5	  -20.0000	   25.5750	    1.5861	    0.0000	
 -760.0000	-1.2820E-5	-1.2820E-5	-1.2820E-5	-1.2820E-5	-1.2820E-5	  -20.0000	   25.5750	    1.5861	    0.0000	
 -770.0000	-1.2880E-5	-1.2880E-5	-1.2880E-5	-1.2880E-5	-1.2880E-5	  -20.0000	   25.5750	    1.5861	    0.0000	
 -780.0000	-1.2930E-5	-1.2930E-5	-1.2930E-5	-1.2930E-5	-1.2930E-5	  -20.0000	   25.5750	    1.5861	    0.0000	
 -790.0000	-1.2970E-5	-1.2970E-5	-1.2970E-5	-1.2970E-5	-1.2970E-5	  -20.0000	   25.5750	    1.5861	    0.0000	
 -800.0000	-1.3020E-5	-1.3020E-5	-1.3020E-5	-1.3020E-5	-1.3020E-5	  -20.0000	   25.5750	    1.5861	    0.0000	
 -810.0000	-1.3070E-5	-1.3070E-5	-1.3070E-5	-1.3070E-5	-1.3070E-5	  -20.0000	   25.5750	    1.5861	    0.0000	
 -820.0000	-1.3110E-5	-1.3110E-5	-1.3110E-5	-1.3110E-5	-1.3110E-5	  -20.0000	   25.5750	    1.5861	    0.0000	
 -830.0000	-1.3170E-5	-1.3170E-5	-1.3170E-5	-1.3170E-5	-1.3170E-5	  -20.0000	   25.5750	    1.5861	    0.0000	
 -840.0000	-1.3210E-5	-1.3210E-5	-1.3210E-5	-1.3210E-5	-1.3210E-5	  -20.0000	   25.5750	    1.5861	    0.0000	
 -850.0000	-1.3260E-5	-1.3260E-5	-1.3260E-5	-1.3260E-5	-1.3260E-5	  -20.0000	   25.5750	    1.5861	    0.0000	
 -860.0000	-1.3300E-5	-1.3300E-5	-1.3300E-5	-1.3300E-5	-1.3300E-5	  -20.0000	   25.5750	    1.5861	    0.0000	
 -870.0000	-1.3350E-5	-1.3350E-5	-1.3350E-5	-1.3350E-5	-1.3350E-5	  -20.0000	   25.5750	    1.5861	    0.0000	
 -880.0000	-1.3400E-5	-1.3400E-5	-1.3400E-5	-1.3400E-5	-1.3400E-5	  -20.0000	   25.5750	    1.5861	    0.0000	
 -890.0000	-1.3440E-5	-1.3440E-5	-1.3440E-5	-1.3440E-5	-1.3440E-5	  -20.0000	   25.5750	    1.5861	    0.0000	
 -900.0000	-1.3490E-5	-1.3490E-5	-1.3490E-5	-1.3490E-5	-1.3490E-5	  -20.0000	   25.5750	    1.5861	    0.0000	
 -910.0000	-1.3530E-5	-1.3530E-5	-1.3530E-5	-1.3530E-5	-1.3530E-5	  -20.0000	   25.5750	    1.5861	    0.0000	
 -920.0000	-1.3570E-5	-1.3570E-5	-1.3570E-5	-1.3570E-5	-1.3570E-5	  -20.0000	   25.5750	    1.5861	    0.0000	
 -930.0000	-1.3620E-5	-1.3620E-5	-1.3620E-5	-1.3620E-5	-1.3620E-5	  -20.0000	   25.5750	    1.5861	    0.0000	
 -940.0000	-1.3660E-5	-1.3660E-5	-1.3660E-5	-1.3660E-5	-1.3660E-5	  -20.0000	   25.5750	    1.5861	    0.0000	
 -950.0000	-1.3710E-5	-1.3710E-5	-1.3710E-5	-1.3710E-5	-1.3710E-5	  -20.0000	   25.5750	    1.5861	    0.0000	
 -960.0000	-1.3750E-5	-1.3750E-5	-1.3750E-5	-1.3750E-5	-1.3750E-5	  -20.0000	   25.5750	    1.5861	    0.0000	
 -970.0000	-1.3800E-5	-1.3800E-5	-1.3800E-5	-1.3800E-5	-1.3800E-5	  -20.0000	   25.5750	    1.5861	    0.0000	
 -980.0000	-1.3850E-5	-1.3850E-5	-1.3850E-5	-1.3850E-5	-1.3850E-5	  -20.0000	   25.5750	    1.5861	    0.0000	
 -990.0000	-1.3890E-5	-1.3890E-5	-1.3890E-5	-1.3890E-5	-1.3890E-5	  -20.0000	   25.5750	    1.5861	    0.0000	
-1000.0000	-1.3930E-5	-1.3930E-5	-1.3930E-5	-1.3930E-5	-1.3930E-5	  -20.0000	   25.5750	    1.5861	    0.0000	
