File,I(600V),I(800V),I(1000V),DepV
36697_011_PSS_HM_XX_DIODEHALFPSTOP_GRConnected,-5.290394e-11,-5.683594e-11,-5.984722e-11,312.4239734936517
36697_011_PSS_HM_XX_DIODEQUARTER,-7.948408e-11,-8.590124e-11,-1.010361e-10,255.09305330655187
36697_011_PSS_HM_XX_DIODEHALF,-1.433614e-10,-1.552506e-10,-1.781013e-10,279.1640557328033
36697_011_PSS_HM_XX_DIODEHALFPSTOP,-1.42627e-10,-1.576304e-10,-1.912003e-10,301.22506622024775
36697_011_PSS_HM_XX_DIODE,-3.591283e-10,-3.861699e-10,-4.258136e-10,296.124819984537
36697_011_PSS_HM_XX_IRRADSENSOR,-2.2400E-9,-2.4100E-9,-2.6400E-9,342
