#Open Capacitance 1000Hz:4.556420E-12
#Open Capacitance 1000000Hz:Not Measured
#34331_007_2-S_HM_X_Irrad_Single
#Date/Time: 10/4/2021 3:31:22 PM
#Sensor Name: 34331_007_2-S_HM_XX
#Type: P
#Annealing Status: 20 min
#Environment: -20.0C
#Tester: Eric Spencer

#Notes: Irradiated to 4e14 at RINSC

#Time Delay per Ramp Step (s): 0.000

#Time Delay per Measurement (s) :0.000

#Number of measurements per voltage: 0.000



Strip 	Time	RH	ChuckT	AirT	Global Current	Pinhole	Coupling Cap	Istrip_0	Istrip_1	Istrip_2	Istrip_3	Istrip_Mean	Istrip_Median	I_RBias_V-5.0
1	3716220752.337547	1.654093	-20.000000	22.997013	-9.280000E-6	-5.183148E-11	7.901520E-11	-1.291321E-7	-1.291212E-7	-1.291272E-7	-1.291295E-7	-1.291275E-7	-1.291283E-7	-1.928008E-6
2	3716220769.187427	1.679618	-20.000000	22.993010	-9.284000E-6	-5.803953E-11	7.901010E-11	-1.568616E-7	-1.585455E-7	-1.588234E-7	-1.558681E-7	-1.575247E-7	-1.577036E-7	-1.894656E-6
3	3716220785.059490	1.672762	-20.000000	22.989008	-9.279000E-6	-6.064291E-11	7.902670E-11	-1.531496E-7	-1.532705E-7	-1.532802E-7	-1.521432E-7	-1.529609E-7	-1.532101E-7	-1.903168E-6
4	3716220800.758813	1.693106	-20.000000	22.988847	-9.276000E-6	-6.039260E-11	7.902810E-11	-1.439666E-7	-1.445198E-7	-1.441955E-7	-1.444368E-7	-1.442797E-7	-1.443161E-7	-1.913112E-6
5	3716220817.062702	1.635788	-20.000000	22.986252	-9.281000E-6	-5.818973E-11	7.902580E-11	-1.263537E-7	-1.263489E-7	-1.263420E-7	-1.263342E-7	-1.263447E-7	-1.263455E-7	-1.934900E-6
6	3716220832.950353	1.627229	-20.000000	22.988649	-9.278000E-6	-5.583667E-11	7.902300E-11	-1.261917E-7	-1.261911E-7	-1.261976E-7	-1.262050E-7	-1.261963E-7	-1.261947E-7	-1.934419E-6
7	3716220848.901573	1.658952	-20.000000	22.971013	-9.279000E-6	-5.929115E-11	7.902320E-11	-1.262490E-7	-1.262499E-7	-1.262444E-7	-1.262350E-7	-1.262446E-7	-1.262467E-7	-1.935015E-6
8	3716220865.051045	1.644191	-20.000000	22.956904	-9.278000E-6	-6.079311E-11	7.902750E-11	-1.263195E-7	-1.263164E-7	-1.263176E-7	-1.263238E-7	-1.263193E-7	-1.263186E-7	-1.934691E-6
9	3716220881.071050	1.638722	-20.000000	22.966218	-9.278000E-6	-5.994202E-11	7.902330E-11	-1.263100E-7	-1.263058E-7	-1.263037E-7	-1.263041E-7	-1.263059E-7	-1.263050E-7	-1.935418E-6
10	3716220897.115326	1.658524	-20.000000	22.967922	-9.279000E-6	-5.363382E-11	7.902400E-11	-1.264290E-7	-1.264265E-7	-1.264302E-7	-1.264344E-7	-1.264300E-7	-1.264296E-7	-1.935148E-6
11	3716220913.039892	1.672758	-20.000000	22.970894	-9.276000E-6	-5.909093E-11	7.902300E-11	-1.266735E-7	-1.266691E-7	-1.266723E-7	-1.266830E-7	-1.266745E-7	-1.266729E-7	-1.935816E-6
12	3716220929.188581	1.677444	-20.000000	22.985083	-9.275000E-6	-5.593680E-11	7.902250E-11	-1.270948E-7	-1.270840E-7	-1.270939E-7	-1.270977E-7	-1.270926E-7	-1.270944E-7	-1.933019E-6
13	3716220945.263700	1.665918	-20.000000	22.983499	-9.273000E-6	-5.613707E-11	7.901920E-11	-1.274741E-7	-1.274538E-7	-1.274766E-7	-1.275002E-7	-1.274762E-7	-1.274753E-7	-1.934423E-6
14	3716220961.314880	1.679562	-20.000000	22.977909	-9.272000E-6	-6.049269E-11	7.902090E-11	-1.275906E-7	-1.275835E-7	-1.275730E-7	-1.275647E-7	-1.275779E-7	-1.275782E-7	-1.932915E-6
15	3716220977.239788	1.686663	-20.000000	22.990353	-9.272000E-6	-5.818973E-11	7.901910E-11	-1.280205E-7	-1.280270E-7	-1.280330E-7	-1.280404E-7	-1.280302E-7	-1.280300E-7	-1.932097E-6
16	3716220993.374294	1.656672	-20.000000	22.984052	-9.278000E-6	-5.994201E-11	7.902130E-11	-1.282921E-7	-1.282876E-7	-1.282630E-7	-1.282378E-7	-1.282701E-7	-1.282753E-7	-1.930511E-6
17	3716221009.397505	1.657916	-20.000000	22.980525	-9.275000E-6	-5.763902E-11	7.902100E-11	-1.287710E-7	-1.287871E-7	-1.287977E-7	-1.288012E-7	-1.287893E-7	-1.287924E-7	-1.930443E-6
18	3716221025.497777	1.660330	-20.000000	22.974086	-9.276000E-6	-5.969165E-11	7.902730E-11	-1.299705E-7	-1.299750E-7	-1.299857E-7	-1.299958E-7	-1.299818E-7	-1.299804E-7	-1.930648E-6
19	3716221041.395082	1.636876	-20.000000	22.970418	-9.276000E-6	-5.879049E-11	7.902730E-11	-1.313621E-7	-1.313532E-7	-1.312733E-7	-1.313614E-7	-1.313375E-7	-1.313573E-7	-1.926962E-6
20	3716221057.534609	1.691300	-20.000000	22.973174	-9.276000E-6	-5.929114E-11	7.905260E-11	-1.254871E-7	-1.254935E-7	-1.254999E-7	-1.254886E-7	-1.254923E-7	-1.254910E-7	-1.935626E-6
