File,I(600V),I(800V),I(1000V),DepV
34341_012_PSS_HM_XX_DIODEQUARTER,-3.610157e-09,-4.207345e-09,-4.790787e-09,443
34341_012_PSS_HM_XX_DIODEHALF,-1.933719e-06,-2.483665e-06,-2.762065e-06,560
34341_012_PSS_HM_XX_DIODEHALFPSTOP_GR,-1.063322e-06,-1.401542e-06,-1.701254e-06,497.96134804839414
34341_012_PSS_HM_XX_DIODEHALFPSTOP,-2.031372e-06,-2.58393e-06,-2.947118e-06,571
34341_012_PSS_HM_XX_DIODE,-5.155961e-07,-1.065442e-06,-2.222744e-06,583.8225435826366
34341_012_PSS_HM_XX_IRRADSENSOR_20min,-2.7700E-5,-3.2030E-5,-3.5530E-5,nan
