37399_049_PSS_HM_X_Irrad_20min
Date/Time: 12/6/2021 4:52:45 PM
Sensor Name: 37399_049_PSS_HM_X
Station: Tesla
Annealing Status: 20 min
Environment: -20C
Tester: Eric Spencer
Notes: OT sensor irrad 10

Time Delay per Ramp Step (s): 1.000

CV Time Delay per Measurement (s) :0.500

AC Voltage (V): 0.500

Current Number of measurements per voltage: 4.000

IV Time Delay per Measurement (s) :0.500


BiasVoltage	LCR_Cp_freq1000.0	LCR_G_freq1000.0	Temperature	Air_Temp	Humidity	Dewpoint	
  -10.0000	1.530E-10	1.735E-6	  -20.0000	   28.4581	    1.5879	    0.0000	
  -20.0000	1.613E-10	1.441E-6	  -20.0000	   28.4581	    1.5879	    0.0000	
  -30.0000	1.624E-10	1.252E-6	  -20.0000	   28.4581	    1.5879	    0.0000	
  -40.0000	1.570E-10	1.110E-6	  -20.0000	   28.4581	    1.5879	    0.0000	
  -50.0000	1.523E-10	1.010E-6	  -20.0000	   28.4581	    1.5879	    0.0000	
  -60.0000	1.440E-10	9.093E-7	  -20.0000	   28.4581	    1.5879	    0.0000	
  -70.0000	1.443E-10	8.502E-7	  -20.0000	   28.4581	    1.5879	    0.0000	
  -80.0000	1.372E-10	8.053E-7	  -20.0000	   28.4581	    1.5879	    0.0000	
  -90.0000	1.409E-10	7.531E-7	  -20.0000	   28.4581	    1.5879	    0.0000	
 -100.0000	1.364E-10	7.188E-7	  -20.0000	   28.4581	    1.5879	    0.0000	
 -110.0000	1.325E-10	6.730E-7	  -20.0000	   28.4581	    1.5879	    0.0000	
 -120.0000	1.290E-10	6.446E-7	  -20.0000	   28.4581	    1.5879	    0.0000	
 -130.0000	1.275E-10	5.832E-7	  -20.0000	   28.4581	    1.5879	    0.0000	
 -140.0000	1.202E-10	5.927E-7	  -20.0000	   28.4581	    1.5879	    0.0000	
 -150.0000	1.200E-10	5.456E-7	  -20.0000	   28.4581	    1.5879	    0.0000	
 -160.0000	1.172E-10	5.498E-7	  -20.0000	   28.4581	    1.5879	    0.0000	
 -170.0000	1.169E-10	5.265E-7	  -20.0000	   28.4581	    1.5879	    0.0000	
 -180.0000	1.145E-10	5.078E-7	  -20.0000	   28.4581	    1.5879	    0.0000	
 -190.0000	1.129E-10	4.871E-7	  -20.0000	   28.4581	    1.5879	    0.0000	
 -200.0000	1.080E-10	4.858E-7	  -20.0000	   28.4581	    1.5879	    0.0000	
 -210.0000	1.093E-10	4.510E-7	  -20.0000	   28.4581	    1.5879	    0.0000	
 -220.0000	1.049E-10	4.356E-7	  -20.0000	   28.4581	    1.5879	    0.0000	
 -230.0000	1.069E-10	4.319E-7	  -20.0000	   28.4581	    1.5879	    0.0000	
 -240.0000	1.008E-10	4.149E-7	  -20.0000	   28.4581	    1.5879	    0.0000	
 -250.0000	1.038E-10	3.941E-7	  -20.0000	   28.4581	    1.5879	    0.0000	
 -260.0000	1.013E-10	3.872E-7	  -20.0000	   28.4581	    1.5879	    0.0000	
 -270.0000	9.756E-11	4.131E-7	  -20.0000	   28.4581	    1.5879	    0.0000	
 -280.0000	9.654E-11	3.893E-7	  -20.0000	   28.4581	    1.5879	    0.0000	
 -290.0000	9.624E-11	4.004E-7	  -20.0000	   28.4581	    1.5879	    0.0000	
 -300.0000	9.539E-11	3.892E-7	  -20.0000	   28.4581	    1.5879	    0.0000	
 -310.0000	9.138E-11	3.651E-7	  -20.0000	   28.4581	    1.5879	    0.0000	
 -320.0000	9.165E-11	3.790E-7	  -20.0000	   28.4581	    1.5879	    0.0000	
 -330.0000	9.130E-11	3.599E-7	  -20.0000	   28.4581	    1.5879	    0.0000	
 -340.0000	8.797E-11	3.499E-7	  -20.0000	   28.4581	    1.5879	    0.0000	
 -350.0000	8.802E-11	3.528E-7	  -20.0000	   28.4581	    1.5879	    0.0000	
 -360.0000	8.498E-11	3.108E-7	  -20.0000	   28.4581	    1.5879	    0.0000	
 -370.0000	8.519E-11	3.208E-7	  -20.0000	   28.4581	    1.5879	    0.0000	
 -380.0000	8.211E-11	3.154E-7	  -20.0000	   28.4581	    1.5879	    0.0000	
 -390.0000	8.139E-11	3.393E-7	  -20.0000	   28.4581	    1.5879	    0.0000	
 -400.0000	8.032E-11	3.116E-7	  -20.0000	   28.4581	    1.5879	    0.0000	
 -410.0000	8.059E-11	3.236E-7	  -20.0000	   28.4581	    1.5879	    0.0000	
 -420.0000	7.501E-11	3.198E-7	  -20.0000	   28.4581	    1.5879	    0.0000	
 -430.0000	7.701E-11	2.918E-7	  -20.0000	   28.4581	    1.5879	    0.0000	
 -440.0000	8.019E-11	3.003E-7	  -20.0000	   28.4581	    1.5879	    0.0000	
 -450.0000	7.531E-11	3.065E-7	  -20.0000	   28.4581	    1.5879	    0.0000	
 -460.0000	7.481E-11	2.924E-7	  -20.0000	   28.4581	    1.5879	    0.0000	
 -470.0000	7.170E-11	3.036E-7	  -20.0000	   28.4581	    1.5879	    0.0000	
 -480.0000	8.012E-11	2.799E-7	  -20.0000	   28.4581	    1.5879	    0.0000	
 -490.0000	7.181E-11	2.651E-7	  -20.0000	   28.4581	    1.5879	    0.0000	
 -500.0000	7.255E-11	2.536E-7	  -20.0000	   28.4581	    1.5879	    0.0000	
 -510.0000	7.115E-11	2.662E-7	  -20.0000	   28.4581	    1.5879	    0.0000	
 -520.0000	7.215E-11	2.604E-7	  -20.0000	   28.4581	    1.5879	    0.0000	
 -530.0000	6.729E-11	2.523E-7	  -20.0000	   28.4581	    1.5879	    0.0000	
 -540.0000	6.886E-11	2.489E-7	  -20.0000	   28.4581	    1.5879	    0.0000	
 -550.0000	5.945E-11	2.641E-7	  -20.0000	   28.4581	    1.5879	    0.0000	
 -560.0000	6.379E-11	2.247E-7	  -20.0000	   28.4581	    1.5879	    0.0000	
