37399_049_PSS_HM_X_Irrad_1100min
Date/Time: 2/3/2022 12:47:09 PM
Sensor Name: 37399_049_PSS_HM_X
Station: Tesla
Annealing Status: 1100 min
Environment: -20C
Tester: Eric Spencer
Notes: After Alibava Testing

Time Delay per Ramp Step (s): 1.000

CV Time Delay per Measurement (s) :0.500

AC Voltage (V): 0.500

Current Number of measurements per voltage: 4.000

IV Time Delay per Measurement (s) :0.500


BiasVoltage	LCR_Cp_freq1000.0	LCR_G_freq1000.0	Temperature	Air_Temp	Humidity	Dewpoint	
  -10.0000	1.716E-10	1.768E-6	  -20.0000	   26.7567	    1.3413	    0.0000	
  -20.0000	1.793E-10	1.456E-6	  -20.0000	   26.7567	    1.3413	    0.0000	
  -30.0000	1.779E-10	1.252E-6	  -20.0000	   26.7567	    1.3413	    0.0000	
  -40.0000	1.724E-10	1.098E-6	  -20.0000	   26.7567	    1.3413	    0.0000	
  -50.0000	1.671E-10	9.800E-7	  -20.0000	   26.7567	    1.3413	    0.0000	
  -60.0000	1.630E-10	8.819E-7	  -20.0000	   26.7567	    1.3413	    0.0000	
  -70.0000	1.581E-10	8.064E-7	  -20.0000	   26.7567	    1.3413	    0.0000	
  -80.0000	1.526E-10	7.438E-7	  -20.0000	   26.7567	    1.3413	    0.0000	
  -90.0000	1.484E-10	6.928E-7	  -20.0000	   26.7567	    1.3413	    0.0000	
 -100.0000	1.445E-10	6.444E-7	  -20.0000	   26.7567	    1.3413	    0.0000	
 -110.0000	1.408E-10	6.048E-7	  -20.0000	   26.7567	    1.3413	    0.0000	
 -120.0000	1.372E-10	5.637E-7	  -20.0000	   26.7567	    1.3413	    0.0000	
 -130.0000	1.345E-10	5.332E-7	  -20.0000	   26.7567	    1.3413	    0.0000	
 -140.0000	1.323E-10	5.056E-7	  -20.0000	   26.7567	    1.3413	    0.0000	
 -150.0000	1.294E-10	4.868E-7	  -20.0000	   26.7567	    1.3413	    0.0000	
 -160.0000	1.280E-10	4.637E-7	  -20.0000	   26.7567	    1.3413	    0.0000	
 -170.0000	1.257E-10	4.505E-7	  -20.0000	   26.7567	    1.3413	    0.0000	
 -180.0000	1.234E-10	4.288E-7	  -20.0000	   26.7567	    1.3413	    0.0000	
 -190.0000	1.218E-10	4.115E-7	  -20.0000	   26.7567	    1.3413	    0.0000	
 -200.0000	1.204E-10	4.012E-7	  -20.0000	   26.7567	    1.3413	    0.0000	
 -210.0000	1.197E-10	3.806E-7	  -20.0000	   26.7567	    1.3413	    0.0000	
 -220.0000	1.172E-10	3.676E-7	  -20.0000	   26.7567	    1.3413	    0.0000	
 -230.0000	1.153E-10	3.642E-7	  -20.0000	   26.7567	    1.3413	    0.0000	
 -240.0000	1.141E-10	3.541E-7	  -20.0000	   26.7567	    1.3413	    0.0000	
 -250.0000	1.136E-10	3.517E-7	  -20.0000	   26.7567	    1.3413	    0.0000	
 -260.0000	1.115E-10	3.390E-7	  -20.0000	   26.7567	    1.3413	    0.0000	
 -270.0000	1.098E-10	3.348E-7	  -20.0000	   26.7567	    1.3413	    0.0000	
 -280.0000	1.090E-10	3.253E-7	  -20.0000	   26.7567	    1.3413	    0.0000	
 -290.0000	1.072E-10	3.228E-7	  -20.0000	   26.7567	    1.3413	    0.0000	
 -300.0000	1.064E-10	3.120E-7	  -20.0000	   26.7567	    1.3413	    0.0000	
 -310.0000	1.065E-10	3.064E-7	  -20.0000	   26.7567	    1.3413	    0.0000	
 -320.0000	1.047E-10	3.091E-7	  -20.0000	   26.7567	    1.3413	    0.0000	
 -330.0000	1.044E-10	3.054E-7	  -20.0000	   26.7567	    1.3413	    0.0000	
 -340.0000	1.030E-10	2.934E-7	  -20.0000	   26.7567	    1.3413	    0.0000	
 -350.0000	1.009E-10	2.827E-7	  -20.0000	   26.7567	    1.3413	    0.0000	
 -360.0000	9.959E-11	2.832E-7	  -20.0000	   26.7567	    1.3413	    0.0000	
 -370.0000	9.843E-11	2.772E-7	  -20.0000	   26.7567	    1.3413	    0.0000	
