#Open Capacitance 1000Hz:4.460720E-12
#Open Capacitance 1000000Hz:Not Measured
#38694_040_2-S_HM_XX_Irrad_20min_Single
#Date/Time: 3/9/2022 11:41:24 AM
#Sensor Name: 38694_040_2-S_HM_XX
#Station: Tesla
#Annealing Status: 20 min
#Environment: -20C
#Tester: Eric Spencer

#Notes: Irradiated for 24m at RINSC

#Time Delay per Ramp Step (s): 0.000

#Time Delay per Measurement (s) :0.000

#Number of measurements per voltage: 0.000



Strip 	Time	RH	ChuckT	AirT	Global Current	Pinhole	Coupling Cap	Istrip_0	Istrip_1	Istrip_2	Istrip_3	Istrip_Mean	Istrip_Median	I_RBias_V-5.0
1	3729688964.008250	1.144050	-20.000000	25.537938	-1.455700E-5	-5.768850E-11	8.055590E-11	-2.032280E-7	-2.032389E-7	-2.032603E-7	-2.032665E-7	-2.032484E-7	-2.032496E-7	-2.581296E-6
2	3729688980.231038	1.162418	-20.000000	25.530190	-1.454900E-5	-5.708772E-11	8.056530E-11	-2.004957E-7	-2.004936E-7	-2.005056E-7	-2.005074E-7	-2.005006E-7	-2.005007E-7	-2.587216E-6
3	3729688995.985755	1.159605	-20.000000	25.507340	-1.450700E-5	-5.818918E-11	8.056880E-11	-1.993076E-7	-1.993140E-7	-1.993182E-7	-1.993270E-7	-1.993167E-7	-1.993161E-7	-2.584103E-6
4	3729689011.522467	1.149302	-20.000000	25.504171	-1.454400E-5	-5.588617E-11	8.056590E-11	-1.987884E-7	-1.987844E-7	-1.987703E-7	-1.987611E-7	-1.987761E-7	-1.987774E-7	-2.586002E-6
5	3729689027.338713	1.160836	-20.000000	25.494340	-1.454900E-5	-5.723791E-11	8.056110E-11	-1.985936E-7	-1.985920E-7	-1.986016E-7	-1.986092E-7	-1.985991E-7	-1.985976E-7	-2.588776E-6
6	3729689043.429986	1.160962	-20.000000	25.498462	-1.454700E-5	-5.218141E-11	8.056010E-11	-1.984792E-7	-1.984810E-7	-1.984878E-7	-1.985013E-7	-1.984873E-7	-1.984844E-7	-2.585918E-6
7	3729689059.060899	1.156698	-20.000000	25.483878	-1.454800E-5	-5.208129E-11	8.055220E-11	-1.985799E-7	-1.985871E-7	-1.986009E-7	-1.986229E-7	-1.985977E-7	-1.985940E-7	-2.587326E-6
8	3729689074.564169	1.153105	-20.000000	25.471117	-1.455100E-5	-5.568592E-11	8.054920E-11	-1.985142E-7	-1.985080E-7	-1.984943E-7	-1.984849E-7	-1.985003E-7	-1.985011E-7	-2.583052E-6
9	3729689090.605289	1.165780	-20.000000	25.482410	-1.454700E-5	-5.433415E-11	8.054770E-11	-1.984771E-7	-1.984731E-7	-1.984667E-7	-1.984534E-7	-1.984676E-7	-1.984699E-7	-2.589663E-6
10	3729689106.689101	1.152256	-20.000000	25.482094	-1.454600E-5	-5.388359E-11	8.054180E-11	-1.984417E-7	-1.984415E-7	-1.984389E-7	-1.984393E-7	-1.984403E-7	-1.984404E-7	-2.586565E-6
