File,I(600V),I(800V),I(1000V),DepV
34341_038_PSS_HM_XX_DIODEQUARTER,-1.438428e-10,-1.493391e-10,-1.711127e-10,221
34341_038_PSS_HM_XX_DIODE,-4.618515e-10,-4.81584e-10,-5.389919e-10,221
34341_038_PSS_HM_XX_DIODEHALFPSTOP,-2.177114e-10,-2.264933e-10,-2.795923e-10,222
34341_038_PSS_HM_XX_DIODEHALFPSTOP_GRConnected,-3.021738e-11,-3.142743e-11,-3.25511e-11,219
34341_038_PSS_HM_XX_DIODEHALF,-2.117922e-10,-2.202799e-10,-2.490976e-10,224
34341_038_PSS_HM_XX_IRRADSENSOR,-3.1570E-9,-3.2980E-9,-3.5660E-9,261
