,I(600V),I(800V),I(1000V),DepV
34252_008,-1.528e-05,-1.822e-05,-2.095e-05,1000.0
34253_037,-1.301e-05,-1.583e-05,-1.849e-05,1000.0
34254_025,-1.181e-05,-1.393e-05,-1.611e-05,1000.0
34341_012,-1.706e-05,-1.896e-05,-2.069e-05,834.3843843843844
34343_036,-1.383e-05,-1.55e-05,-1.702e-05,1000.0
36697_036,-1.545e-05,-1.759e-05,-1.96e-05,1000.0
37398_012,-1.976e-05,-2.301e-05,-2.62e-05,1000.0
37399_049,-1.5e-05,-1.723e-05,-1.941e-05,1000.0
