GCD Test
Bias: 5000.000000
CV_34341_024_PSS_HM_XX_DIODEHALF_Biased_Box
Date/Time: 7/22/2021 3:41:50 PM
Sensor Name: DIODEHALF
Type: P
Annealing Status: Not Irradiated
Environment: 20C
Tester: Andrew Kent

Time Delay per Ramp Step (s): 0.500

CV Time Delay per Measurement (s) :0.500

AC Voltage (V): 0.500

Current Number of measurements per voltage: 1.000

IV Time Delay per Measurement (s) :0.000


BiasVoltage	LCR_Cp_freq1000.0	LCR_Rp_freq1000.0	Temperature	Air_Temp	Humidity	Dewpoint
  -90.0000	1.060E-11	1.271E+9	   19.7825	   20.3705	   60.0032	   12.3520	
  -95.0000	1.042E-11	1.182E+9	   19.7748	   20.3648	   60.0108	   12.3485	
 -100.0000	1.026E-11	1.207E+9	   19.8005	   20.3581	   59.9873	   12.3364	
 -105.0000	1.011E-11	9.845E+8	   19.8623	   20.3608	   59.9709	   12.3347	
 -110.0000	9.924E-12	5.870E+8	   19.9421	   20.3740	   59.9845	   12.3505	
 -115.0000	9.509E-12	4.154E+8	   20.0399	   20.3622	   59.9507	   12.3309	
 -120.0000	9.190E-12	5.532E+8	   20.1248	   20.3678	   59.9709	   12.3413	
 -125.0000	9.048E-12	4.957E+8	   20.2252	   20.3483	   59.9677	   12.3222	
 -130.0000	8.751E-12	2.649E+8	   20.2793	   20.3653	   59.9045	   12.3221	
 -135.0000	8.196E-12	2.292E+8	   20.2819	   20.3618	   59.8931	   12.3159	
 -140.0000	7.747E-12	3.478E+8	   20.2510	   20.3835	   59.8520	   12.3259	
 -145.0000	7.570E-12	6.568E+8	   20.1815	   20.3642	   59.8827	   12.3155	
 -150.0000	7.499E-12	1.023E+9	   20.1017	   20.3729	   59.8735	   12.3213	
 -155.0000	7.436E-12	1.202E+9	   20.0039	   20.3689	   59.8744	   12.3178	
 -160.0000	7.387E-12	1.353E+9	   19.9164	   20.3561	   59.9035	   12.3132	
 -165.0000	7.342E-12	1.426E+9	   19.8288	   20.3688	   59.9238	   12.3303	
 -170.0000	7.303E-12	1.451E+9	   19.7799	   20.3793	   59.8925	   12.3322	
 -175.0000	7.261E-12	1.457E+9	   19.7594	   20.3560	   59.8558	   12.3010	
 -180.0000	7.219E-12	1.467E+9	   19.7774	   20.3651	   59.8669	   12.3124	
 -185.0000	7.178E-12	1.456E+9	   19.8263	   20.3873	   59.8773	   12.3358	
 -190.0000	7.131E-12	1.398E+9	   19.9086	   20.3858	   59.8488	   12.3272	
 -195.0000	7.091E-12	1.487E+9	   19.9987	   20.3788	   59.8457	   12.3198	
 -200.0000	7.062E-12	1.486E+9	   20.0914	   20.3702	   59.8843	   12.3215	
 -205.0000	7.024E-12	1.529E+9	   20.1840	   20.3710	   59.8846	   12.3224	
 -210.0000	6.992E-12	1.462E+9	   20.1840	   20.3710	   59.8846	   12.3224	
 -215.0000	6.951E-12	1.577E+9	   20.2613	   20.3688	   59.8754	   12.3180	
 -220.0000	6.919E-12	1.520E+9	   20.2870	   20.3715	   59.8849	   12.3230	
 -225.0000	6.893E-12	1.524E+9	   20.2716	   20.3605	   59.8773	   12.3106	
 -230.0000	6.860E-12	1.485E+9	   20.2201	   20.3793	   59.8128	   12.3119	
 -235.0000	6.850E-12	1.551E+9	   20.1403	   20.3630	   59.7976	   12.2927	
 -240.0000	6.830E-12	1.414E+9	   20.0553	   20.3732	   59.7438	   12.2887	
 -245.0000	6.819E-12	1.568E+9	   19.8674	   20.3626	   59.7413	   12.2781	
 -250.0000	6.821E-12	1.549E+9	   19.8160	   20.3791	   59.7859	   12.3049	
 -255.0000	6.814E-12	1.558E+9	   19.7825	   20.3750	   59.8023	   12.3052	
 -260.0000	6.809E-12	1.605E+9	   19.7851	   20.3816	   59.7938	   12.3092	
 -265.0000	6.806E-12	1.597E+9	   19.8417	   20.3816	   59.8302	   12.3185	
 -270.0000	6.795E-12	1.570E+9	   19.9164	   20.3662	   59.8191	   12.3013	
 -275.0000	6.797E-12	1.527E+9	   19.9987	   20.3454	   59.8238	   12.2830	
 -280.0000	6.788E-12	1.624E+9	   19.9987	   20.3454	   59.8238	   12.2830	
 -285.0000	6.789E-12	1.556E+9	   20.1660	   20.3566	   59.8599	   12.2986	
 -290.0000	6.782E-12	1.465E+9	   20.1660	   20.3566	   59.8599	   12.3025	
 -295.0000	6.780E-12	1.556E+9	   20.2510	   20.3710	   59.8099	   12.3034	
 -300.0000	6.789E-12	1.622E+9	   20.2458	   20.3742	   59.8033	   12.3047	
 -305.0000	6.779E-12	1.440E+9	   20.2458	   20.3742	   59.8033	   12.3047	
 -310.0000	6.781E-12	1.514E+9	   20.1815	   20.3819	   59.7407	   12.2960	
 -315.0000	6.776E-12	1.544E+9	   20.1042	   20.3814	   59.7391	   12.2952	
 -320.0000	6.778E-12	1.551E+9	   20.0219	   20.3812	   59.7226	   12.2908	
 -325.0000	6.779E-12	1.541E+9	   19.9266	   20.3668	   59.7147	   12.2752	
 -330.0000	6.775E-12	1.554E+9	   19.8134	   20.3668	   59.7188	   12.2763	
 -335.0000	6.774E-12	1.537E+9	   19.7671	   20.3741	   59.6828	   12.2740	
 -340.0000	6.770E-12	1.474E+9	   19.7619	   20.3876	   59.7283	   12.2983	
 -345.0000	6.761E-12	1.469E+9	   19.8134	   20.3691	   59.7353	   12.2826	
 -350.0000	6.768E-12	1.624E+9	   19.9009	   20.3690	   59.7413	   12.2841	
 -355.0000	6.760E-12	1.497E+9	   20.0064	   20.3629	   59.7783	   12.2878	
 -360.0000	6.761E-12	1.604E+9	   20.1480	   20.3656	   59.8144	   12.2994	
 -365.0000	6.764E-12	1.716E+9	   20.2407	   20.3547	   59.7812	   12.2808	
 -370.0000	6.757E-12	1.517E+9	   20.3179	   20.3600	   59.7543	   12.2789	
 -375.0000	6.763E-12	1.672E+9	   20.3230	   20.3519	   59.7321	   12.2657	
 -380.0000	6.755E-12	1.714E+9	   20.2896	   20.3692	   59.6935	   12.2721	
 -385.0000	6.752E-12	1.455E+9	   20.2124	   20.3584	   59.6556	   12.2523	
 -390.0000	6.749E-12	1.702E+9	   20.1274	   20.3826	   59.6398	   12.2710	
 -395.0000	6.756E-12	1.535E+9	   20.0502	   20.3563	   59.6790	   12.2563	
 -400.0000	6.753E-12	1.625E+9	   19.9575	   20.3797	   59.6964	   12.2827	
 -410.0000	6.747E-12	1.465E+9	   19.8777	   20.3620	   59.7065	   12.2687	
 -420.0000	6.749E-12	1.590E+9	   19.8288	   20.3765	   59.7188	   12.2854	
 -430.0000	6.740E-12	1.618E+9	   19.8031	   20.3681	   59.7116	   12.2757	
 -440.0000	6.737E-12	1.704E+9	   19.8263	   20.3681	   59.6667	   12.2643	
 -450.0000	6.736E-12	1.845E+9	   19.8263	   20.3681	   59.6667	   12.2643	
 -460.0000	6.732E-12	1.618E+9	   19.8958	   20.3806	   59.6961	   12.2835	
 -470.0000	6.741E-12	1.845E+9	   20.0553	   20.3750	   59.7011	   12.2795	
 -480.0000	6.733E-12	1.617E+9	   20.1660	   20.3748	   59.7448	   12.2904	
 -490.0000	6.727E-12	1.759E+9	   20.2175	   20.3835	   59.6967	   12.2863	
 -500.0000	6.728E-12	1.796E+9	   20.2510	   20.3514	   59.7046	   12.2582	
 -510.0000	6.726E-12	1.708E+9	   20.2355	   20.3733	   59.6727	   12.2706	
 -520.0000	6.735E-12	1.850E+9	   20.1737	   20.3638	   59.6132	   12.2466	
 -530.0000	6.729E-12	1.719E+9	   20.1017	   20.3658	   59.6192	   12.2500	
 -540.0000	6.728E-12	1.569E+9	   20.0090	   20.3680	   59.6439	   12.2583	
 -550.0000	6.725E-12	1.718E+9	   19.9266	   20.3785	   59.6126	   12.2602	
 -560.0000	6.730E-12	1.711E+9	   19.8494	   20.3774	   59.6208	   12.2613	
 -570.0000	6.731E-12	1.713E+9	   19.8031	   20.3784	   59.6502	   12.2697	
 -580.0000	6.724E-12	1.601E+9	   19.7799	   20.3716	   59.6626	   12.2664	
 -590.0000	6.725E-12	1.771E+9	   19.7825	   20.3589	   59.6461	   12.2503	
 -600.0000	6.726E-12	1.841E+9	   19.8469	   20.3819	   59.6559	   12.2744	
