#Open Capacitance 1000Hz:3.972690E-12
#Open Capacitance 1000000Hz:3.772630E-12
#34340_039_PSS_HM_XX_Irrad_-10C
#Date/Time: 6/28/2021 2:00:07 PM
#Sensor Name: 34340_039_PSS_HM_XX
#Type: P
#Annealing Status: 20 minutes
#Environment: -10C
#Tester: Eric Spencer

#Notes: Irradiated to 1.1e15 at RINSC

#Time Delay per Ramp Step (s): 0.000

#Time Delay per Measurement (s) :0.000

#Number of measurements per voltage: 0.000



Strip 	Time	RH	ChuckT	AirT	Global Current	Pinhole	Coupling Cap	Interstrip C	Istrip_0	Istrip_1	Istrip_2	Istrip_3	Istrip_Mean	Istrip_Median	I_RBias_V-5.0	IstripNbr_0	IstripNbr_1	IstripNbr_2	IstripNbr_3	IstripNbr_Mean	IstripNbr_Median	I_RBias Nbr_V-5.0	I_InterstripR_V-0.0	I_InterstripR_V-2.5	I_InterstripR_V-5.0
10	3707748383.552789	10.329641	-10.006916	21.855358	-2.336523E-4	-6.984389E-11	2.165210E-11	3.992780E-12	-1.202752E-6	-1.209309E-6	-1.212211E-6	-1.211553E-6	-1.208956E-6	-1.210431E-6	1.305704E-6	-1.178357E-6	-1.192746E-6	-1.192621E-6	-1.198216E-6	-1.190485E-6	-1.192683E-6	1.152054E-6	-7.244530E-7	-7.770058E-7	-7.979573E-7
11	3707748419.357768	10.309533	-10.004439	21.840257	-2.671821E-4	-1.000019E-5	2.158760E-11	4.001080E-12	-1.209684E-6	-1.229363E-6	-1.258463E-6	-1.283451E-6	-1.245240E-6	-1.243913E-6	1.156438E-6	-1.310548E-6	-1.314921E-6	-1.320640E-6	-1.322912E-6	-1.317255E-6	-1.317780E-6	1.257840E-6	-7.568693E-7	-7.664457E-7	-7.784204E-7
12	3707748455.231466	10.322208	-10.005509	21.850621	-2.359148E-4	-5.523908E-11	2.097980E-11	3.992790E-12	-1.273523E-6	-1.276483E-6	-1.275773E-6	-1.279341E-6	-1.276280E-6	-1.276128E-6	1.340761E-6	-1.373069E-6	-1.374564E-6	-1.378555E-6	-1.382773E-6	-1.377240E-6	-1.376560E-6	1.330462E-6	-7.957060E-7	-8.119595E-7	-8.240226E-7
13	3707748491.059129	10.269010	-10.005370	21.830390	-3.133224E-4	-6.920693E-11	2.134470E-11	3.995030E-12	-1.340105E-6	-1.337767E-6	-1.339321E-6	-1.340179E-6	-1.339343E-6	-1.339713E-6	1.426053E-6	-1.370553E-6	-1.377223E-6	-1.381921E-6	-1.385534E-6	-1.378808E-6	-1.379572E-6	1.341382E-6	-7.847441E-7	-7.973534E-7	-8.087702E-7
14	3707748526.906621	10.290940	-9.999643	21.826603	-3.533471E-4	-6.129031E-11	2.158870E-11	3.993040E-12	-1.332069E-6	-1.344614E-6	-1.353920E-6	-1.364325E-6	-1.348732E-6	-1.349267E-6	1.443606E-6	-1.361715E-6	-1.370876E-6	-1.379908E-6	-1.390133E-6	-1.375658E-6	-1.375392E-6	1.322667E-6	-7.377499E-7	-7.413635E-7	-7.488554E-7
15	3707748562.714546	10.293778	-10.002259	21.877948	-3.291297E-4	-6.438416E-11	2.150940E-11	3.989900E-12	-1.377874E-6	-1.396909E-6	-1.406917E-6	-1.417060E-6	-1.399690E-6	-1.401913E-6	1.488417E-6	-1.363143E-6	-1.366207E-6	-1.367427E-6	-1.370057E-6	-1.366708E-6	-1.366817E-6	1.326428E-6	-7.206991E-7	-7.281013E-7	-7.378685E-7
16	3707748598.635643	10.298016	-9.999802	21.831696	-3.878649E-4	-5.078031E-11	2.149900E-11	3.991900E-12	-1.336567E-6	-1.336108E-6	-1.335202E-6	-1.343215E-6	-1.337773E-6	-1.336337E-6	1.465497E-6	-1.226157E-6	-1.229663E-6	-1.231198E-6	-1.228537E-6	-1.228889E-6	-1.229100E-6	1.193469E-6	-5.915695E-7	-5.967674E-7	-6.029809E-7
17	3707748634.486434	10.278416	-10.004756	21.886491	-3.850532E-4	-1.000022E-5	2.152580E-11	3.995910E-12	-1.234169E-6	-1.235746E-6	-1.233639E-6	-1.236806E-6	-1.235090E-6	-1.234958E-6	1.204376E-6	-1.155686E-6	-1.155089E-6	-1.153378E-6	-1.152865E-6	-1.154255E-6	-1.154234E-6	1.120386E-6	-5.331464E-7	-5.297681E-7	-5.338305E-7
18	3707748670.342663	10.249155	-10.001883	21.837564	-3.722469E-4	-4.714049E-11	2.103360E-11	3.973040E-12	-1.088255E-6	-1.086792E-6	-1.087991E-6	-1.089069E-6	-1.088027E-6	-1.088123E-6	1.167504E-6	-9.825824E-7	-9.803118E-7	-9.830416E-7	-9.824441E-7	-9.820950E-7	-9.825132E-7	9.550979E-7	-4.455156E-7	-4.439161E-7	-4.432531E-7
19	3707748706.201496	10.238785	-9.997701	21.844717	-3.909161E-4	-1.692992E-11	2.153670E-11	3.979810E-12	-1.012976E-6	-1.011836E-6	-1.006443E-6	-1.005867E-6	-1.009281E-6	-1.009139E-6	1.026014E-6	-9.924478E-7	-9.984000E-7	-9.971239E-7	-1.002188E-6	-9.975399E-7	-9.977620E-7	9.752526E-7	-4.847143E-7	-4.910503E-7	-5.377167E-7
20	3707748742.016110	10.242537	-10.001288	21.839603	-3.688426E-4	-7.921372E-12	2.174820E-11	3.990470E-12	-1.259171E-6	-1.297542E-6	-1.292170E-6	-1.287725E-6	-1.284152E-6	-1.289948E-6	1.036111E-6	-1.012821E-6	-1.011057E-6	-1.016577E-6	-1.015551E-6	-1.014002E-6	-1.014186E-6	9.768789E-7	-4.604563E-7	-4.642354E-7	-4.674913E-7
21	3707748777.968642	10.239354	-9.999069	21.798444	-4.034797E-4	-1.000022E-5	1.763770E-10	3.990970E-12	-1.040381E-6	-1.039658E-6	-1.039722E-6	-1.035310E-6	-1.038768E-6	-1.039690E-6	9.939242E-7	-1.213948E-6	-1.221981E-6	-1.228142E-6	-1.234849E-6	-1.224730E-6	-1.225062E-6	1.415174E-6	-7.335044E-7	-7.196092E-7	-7.182734E-7
22	3707748813.970204	10.206417	-10.001843	21.797831	-4.670453E-4	-5.418992E-12	2.140520E-11	3.990060E-12	-1.183623E-6	-1.188550E-6	-1.189927E-6	-1.194487E-6	-1.189147E-6	-1.189238E-6	1.187389E-6	-1.194877E-6	-1.192342E-6	-1.193731E-6	-1.192406E-6	-1.193339E-6	-1.193068E-6	1.160599E-6	-6.834097E-7	-6.902455E-7	-6.963616E-7
23	3707748849.898293	10.218196	-9.998870	21.795294	-4.035515E-4	-5.715003E-11	2.144250E-11	3.991850E-12	-1.154552E-6	-1.155704E-6	-1.154981E-6	-1.155557E-6	-1.155199E-6	-1.155269E-6	1.223232E-6	-1.206747E-6	-1.211240E-6	-1.225348E-6	-1.248466E-6	-1.222950E-6	-1.218294E-6	1.177263E-6	-9.517445E-7	-9.747379E-7	-9.928914E-7
24	3707748885.799951	10.211578	-10.001130	21.814140	-4.282505E-4	-4.973387E-11	2.149520E-11	3.990800E-12	-1.181650E-6	-1.181854E-6	-1.183449E-6	-1.181630E-6	-1.182146E-6	-1.181752E-6	1.279473E-6	-1.262527E-6	-1.262985E-6	-1.261493E-6	-1.262711E-6	-1.262429E-6	-1.262619E-6	1.226447E-6	-7.287810E-7	-7.279897E-7	-7.284792E-7
25	3707748921.625161	10.145847	-10.000991	21.728987	-4.679400E-4	-4.304571E-11	2.144190E-11	3.990100E-12	-1.255171E-6	-1.255712E-6	-1.258338E-6	-1.258122E-6	-1.256836E-6	-1.256917E-6	1.352482E-6	-1.350469E-6	-1.348126E-6	-1.347193E-6	-1.345965E-6	-1.347938E-6	-1.347659E-6	1.062396E-6	-8.872645E-7	-8.862952E-7	-8.661552E-7
26	3707748957.426388	10.173465	-9.999960	21.806847	-4.151046E-4	-1.785467E-10	2.147250E-11	3.995750E-12	-1.374941E-6	-1.375758E-6	-1.374897E-6	-1.373625E-6	-1.374805E-6	-1.374919E-6	1.127430E-6	-1.199358E-6	-1.195937E-6	-1.195326E-6	-1.192975E-6	-1.195899E-6	-1.195631E-6	1.160679E-6	-8.753549E-7	-8.382041E-7	-8.457948E-7
27	3707748993.340626	10.148897	-10.003785	21.837325	-5.129652E-4	-5.692254E-11	2.138620E-11	3.997050E-12	-1.113234E-6	-1.112607E-6	-1.111898E-6	-1.114262E-6	-1.113000E-6	-1.112921E-6	1.157340E-6	-1.183748E-6	-1.183272E-6	-1.185013E-6	-1.182878E-6	-1.183728E-6	-1.183510E-6	1.152365E-6	-8.164148E-7	-8.301929E-7	-8.406185E-7
28	3707749029.211284	10.182925	-10.006559	21.793410	-3.214908E-4	-6.793301E-11	2.131220E-11	3.998360E-12	-1.163436E-6	-1.163600E-6	-1.163695E-6	-1.165593E-6	-1.164081E-6	-1.163648E-6	1.244214E-6	-1.241190E-6	-1.243559E-6	-1.242925E-6	-1.243029E-6	-1.242676E-6	-1.242977E-6	1.208099E-6	-7.712814E-7	-7.750216E-7	-7.836428E-7
29	3707749065.135996	10.155953	-10.002437	21.804390	-4.304321E-4	-6.565812E-11	2.127210E-11	3.999060E-12	-1.206322E-6	-1.206420E-6	-1.206262E-6	-1.208017E-6	-1.206755E-6	-1.206371E-6	1.291854E-6	-1.268619E-6	-1.270970E-6	-1.273183E-6	-1.274721E-6	-1.271873E-6	-1.272076E-6	1.231382E-6	-7.543990E-7	-7.610667E-7	-7.700920E-7
30	3707749101.041900	10.153492	-10.005132	21.811940	-4.474427E-4	-5.123533E-11	2.128580E-11	3.989630E-12	-1.233450E-6	-1.233167E-6	-1.234919E-6	-1.234966E-6	-1.234125E-6	-1.234185E-6	1.320760E-6	-1.298988E-6	-1.296322E-6	-1.293080E-6	-1.291967E-6	-1.295089E-6	-1.294701E-6	1.249810E-6	-7.336689E-7	-7.356626E-7	-7.424662E-7
31	3707749136.953027	10.121502	-10.004796	21.776823	-3.957224E-4	-6.138133E-11	2.127470E-11	3.984550E-12	-1.274187E-6	-1.273496E-6	-1.274799E-6	-1.270994E-6	-1.273369E-6	-1.273842E-6	1.369103E-6	-1.288886E-6	-1.289199E-6	-1.292214E-6	-1.291901E-6	-1.290550E-6	-1.290550E-6	1.257888E-6	-7.220104E-7	-7.245121E-7	-7.305173E-7
32	3707749172.914400	10.099944	-10.001268	21.749101	-4.267010E-4	-4.213574E-11	2.142240E-11	3.988770E-12	-1.263884E-6	-1.266768E-6	-1.269120E-6	-1.267018E-6	-1.266697E-6	-1.266893E-6	1.355721E-6	-1.144838E-6	-1.145391E-6	-1.140792E-6	-1.141271E-6	-1.143073E-6	-1.143055E-6	1.112426E-6	-5.488881E-7	-5.605052E-7	-5.681376E-7
33	3707749208.913220	10.113111	-9.994630	21.811265	-4.133507E-4	7.407446E-10	2.133420E-11	3.989960E-12	-1.181292E-6	-1.183462E-6	-1.180985E-6	-1.178725E-6	-1.181116E-6	-1.181138E-6	1.269425E-6	-1.224268E-6	-1.221760E-6	-1.222700E-6	-1.221204E-6	-1.222483E-6	-1.222230E-6	1.190611E-6	-6.099909E-7	-6.472339E-7	-6.397473E-7
34	3707749244.915109	10.113430	-9.993005	21.816418	-4.084177E-4	-2.361818E-11	2.088480E-11	3.979420E-12	-1.220816E-6	-1.218021E-6	-1.218021E-6	-1.217084E-6	-1.218485E-6	-1.218021E-6	1.321929E-6	-1.135532E-6	-1.127498E-6	-1.117648E-6	-1.112567E-6	-1.123311E-6	-1.122573E-6	1.083290E-6	-3.987752E-7	-4.024448E-7	-4.080960E-7
35	3707749280.913785	10.095187	-9.995502	21.844538	-3.372509E-4	-1.720300E-11	2.128180E-11	3.986970E-12	-1.155947E-6	-1.155064E-6	-1.155611E-6	-1.155026E-6	-1.155412E-6	-1.155338E-6	1.177834E-6	-1.160383E-6	-1.156529E-6	-1.159576E-6	-1.159502E-6	-1.158998E-6	-1.159539E-6	1.131274E-6	-5.105560E-7	-5.175446E-7	-5.241850E-7
36	3707749316.916930	10.068154	-9.994035	21.795413	-4.544664E-4	5.190810E-11	2.134540E-11	3.993980E-12	-1.179752E-6	-1.190417E-6	-1.194398E-6	-1.192126E-6	-1.189173E-6	-1.191271E-6	1.199011E-6	-1.292766E-6	-1.295610E-6	-1.293165E-6	-1.294589E-6	-1.294032E-6	-1.293877E-6	1.211320E-6	-5.506782E-7	-5.554123E-7	-5.663246E-7
37	3707749352.914257	10.052649	-9.992470	21.783860	-3.509011E-4	-4.932443E-11	2.135950E-11	3.990420E-12	-1.231775E-6	-1.232422E-6	-1.234755E-6	-1.236791E-6	-1.233936E-6	-1.233589E-6	1.301867E-6	-1.145955E-6	-1.146247E-6	-1.144302E-6	-1.142580E-6	-1.144771E-6	-1.145128E-6	1.092708E-6	-5.004796E-7	-5.056029E-7	-5.114140E-7
38	3707749388.916990	10.089938	-9.990409	21.815091	-3.728661E-4	-5.924294E-11	2.136990E-11	3.985300E-12	-1.089132E-6	-1.089183E-6	-1.087393E-6	-1.086657E-6	-1.088091E-6	-1.088262E-6	1.059370E-6	-9.941032E-7	-1.001611E-6	-9.962200E-7	-9.919632E-7	-9.959743E-7	-9.951616E-7	9.378795E-7	-4.913461E-7	-4.904952E-7	-4.950895E-7
39	3707749424.912874	10.077410	-9.989973	21.832449	-3.356531E-4	-5.901547E-11	2.153420E-11	3.980010E-12	-9.423111E-7	-9.431998E-7	-9.404901E-7	-9.407383E-7	-9.416848E-7	-9.415247E-7	8.781084E-7	-7.642544E-7	-7.589196E-7	-7.561294E-7	-7.537747E-7	-7.582695E-7	-7.575245E-7	7.226068E-7	-3.050191E-7	-3.087510E-7	-3.149889E-7
40	3707749460.913542	10.059682	-9.991796	21.828091	-4.117574E-4	-4.645809E-11	2.155400E-11	3.987550E-12	-8.663085E-7	-8.586175E-7	-8.539823E-7	-8.487553E-7	-8.569159E-7	-8.562999E-7	7.786113E-7	-1.032005E-6	-9.691745E-7	-1.002370E-6	-9.869178E-7	-9.976168E-7	-9.946439E-7	8.787902E-7	-5.902332E-7	-6.096249E-7	-6.759303E-7
41	3707749496.918120	10.028915	-9.987852	21.839187	-4.188803E-4	-1.257646E-10	2.152680E-11	3.981170E-12	-9.085469E-7	-9.151569E-7	-9.262541E-7	-9.294586E-7	-9.198541E-7	-9.207055E-7	9.316277E-7	-8.142799E-7	-8.197073E-7	-8.207361E-7	-8.202273E-7	-8.187377E-7	-8.199673E-7	7.385884E-7	-3.750873E-7	-3.918755E-7	-4.089938E-7
42	3707749532.919402	10.041874	-9.987635	21.841545	-4.026387E-4	-3.981541E-11	2.146700E-11	3.998400E-12	-5.883288E-7	-5.862196E-7	-5.855324E-7	-5.840057E-7	-5.860216E-7	-5.858760E-7	5.348778E-7	-4.842727E-7	-4.830823E-7	-4.827585E-7	-4.824936E-7	-4.831518E-7	-4.829204E-7	4.464628E-7	-2.884885E-7	-2.938661E-7	-2.985364E-7
43	3707749568.919720	10.043246	-9.987119	21.839919	-3.501358E-4	-7.280127E-11	2.164980E-11	3.984930E-12	-5.217170E-7	-5.221742E-7	-5.221829E-7	-5.216488E-7	-5.219307E-7	-5.219456E-7	4.793375E-7	-5.660644E-7	-5.647400E-7	-5.646693E-7	-5.637328E-7	-5.648016E-7	-5.647047E-7	5.292396E-7	-3.193255E-7	-3.243473E-7	-3.292382E-7
44	3707749604.921415	10.032864	-9.983473	21.862571	-4.009679E-4	-1.000021E-5	5.482640E-11	3.978150E-12	-5.654567E-7	-5.652145E-7	-5.648815E-7	-5.653937E-7	-5.652366E-7	-5.653041E-7	5.323070E-7	-5.223024E-7	-5.193696E-7	-5.182824E-7	-5.174084E-7	-5.193407E-7	-5.188260E-7	4.564724E-7	-3.303109E-7	-3.344761E-7	-3.386642E-7
45	3707749640.926755	10.013183	-9.988764	21.881436	-5.213171E-4	-1.000023E-5	1.552750E-10	3.981520E-12	-5.020433E-7	-4.995858E-7	-4.974115E-7	-4.982887E-7	-4.993323E-7	-4.989373E-7	4.392936E-7	-4.707807E-7	-4.730604E-7	-4.716487E-7	-4.715212E-7	-4.717527E-7	-4.715850E-7	4.395963E-7	-3.208718E-7	-3.306603E-7	-3.329093E-7
46	3707749676.920753	10.011052	-9.989438	21.878761	-3.874248E-4	-1.000021E-5	3.283630E-10	3.981530E-12	-4.762853E-7	-4.733365E-7	-4.744319E-7	-4.757949E-7	-4.749622E-7	-4.751134E-7	4.373553E-7	-5.642165E-7	-5.660337E-7	-5.701942E-7	-5.707210E-7	-5.677914E-7	-5.681140E-7	4.861135E-7	-3.672024E-7	-3.803511E-7	-3.919090E-7
47	3707749712.921032	9.993682	-9.985831	21.845112	-4.673475E-4	-5.346474E-11	2.169790E-11	3.986110E-12	-5.260913E-7	-5.253966E-7	-5.241400E-7	-5.252771E-7	-5.252263E-7	-5.253369E-7	4.585125E-7	-6.374992E-7	-6.383432E-7	-6.373405E-7	-6.374166E-7	-6.376499E-7	-6.374579E-7	6.015608E-7	-4.599414E-7	-4.635681E-7	-4.715542E-7
48	3707749748.921878	10.021216	-9.987555	21.835403	-4.173354E-4	-2.225547E-7	2.161610E-11	4.010940E-12	-6.279460E-7	-6.281887E-7	-6.305028E-7	-6.299922E-7	-6.291574E-7	-6.290904E-7	6.013914E-7	-4.729525E-7	-4.767683E-7	-4.746458E-7	-4.711044E-7	-4.738678E-7	-4.737992E-7	4.144829E-7	-3.514148E-7	-3.475110E-7	-3.634155E-7
49	3707749784.926463	9.987964	-9.991142	21.843608	-3.304467E-4	-5.546664E-11	2.163200E-11	3.980880E-12	-4.821877E-7	-4.795874E-7	-4.855820E-7	-4.836247E-7	-4.827454E-7	-4.829062E-7	4.446988E-7	-5.464488E-7	-5.464884E-7	-5.493042E-7	-5.527230E-7	-5.487411E-7	-5.478963E-7	5.276770E-7	-4.038315E-7	-4.066434E-7	-4.086766E-7
50	3707749820.951946	9.978543	-9.986862	21.844260	-2.727374E-4	-7.398423E-11	2.149290E-11	3.977420E-12	-5.382850E-7	-5.478589E-7	-5.581319E-7	-5.588980E-7	-5.507935E-7	-5.529954E-7	5.257165E-7	-5.914474E-7	-5.900694E-7	-5.904630E-7	-5.901463E-7	-5.905315E-7	-5.903047E-7	5.541293E-7	-3.726153E-7	-3.756127E-7	-3.801414E-7
51	3707749856.683621	9.977139	-10.017617	21.870397	-2.806181E-4	-7.216432E-11	2.161950E-11	3.978420E-12	-5.584873E-7	-5.597615E-7	-5.588191E-7	-5.582145E-7	-5.588206E-7	-5.586532E-7	5.260448E-7	-6.649404E-7	-6.634334E-7	-6.644760E-7	-6.639751E-7	-6.642062E-7	-6.642256E-7	6.043448E-7	-4.416150E-7	-4.441693E-7	-4.427262E-7
52	3707749892.377414	9.952475	-10.002477	21.884727	-4.058408E-4	-4.482017E-11	2.159660E-11	3.984270E-12	-6.382140E-7	-6.404396E-7	-6.409682E-7	-6.396685E-7	-6.398226E-7	-6.400540E-7	6.006871E-7	-6.457498E-7	-6.517030E-7	-6.521910E-7	-6.505586E-7	-6.500506E-7	-6.511308E-7	5.881741E-7	-4.286089E-7	-4.363842E-7	-4.403811E-7
53	3707749928.138346	9.950594	-9.999267	21.886925	-5.007010E-4	-5.806003E-11	2.168410E-11	4.010510E-12	-6.527545E-7	-6.631602E-7	-6.667511E-7	-6.668446E-7	-6.623776E-7	-6.649557E-7	6.126650E-7	-4.619390E-7	-4.619948E-7	-4.603482E-7	-4.623647E-7	-4.616617E-7	-4.619669E-7	4.153716E-7	-2.898717E-7	-2.982821E-7	-3.078451E-7
54	3707749963.853560	9.936881	-9.999980	21.854031	-3.659998E-4	-8.367553E-11	2.157410E-11	4.012160E-12	-5.601701E-7	-5.597606E-7	-5.572612E-7	-5.516113E-7	-5.572008E-7	-5.585109E-7	5.059196E-7	-4.840732E-7	-4.846249E-7	-4.849952E-7	-4.864273E-7	-4.850302E-7	-4.848101E-7	4.502553E-7	-2.983105E-7	-3.090834E-7	-3.148979E-7
55	3707749999.559787	9.933428	-10.000892	21.872678	-3.042170E-4	-4.841452E-11	2.149530E-11	4.009350E-12	-5.325601E-7	-5.331782E-7	-5.326484E-7	-5.317485E-7	-5.325338E-7	-5.326042E-7	4.995326E-7	-5.274943E-7	-5.372510E-7	-5.368356E-7	-5.403596E-7	-5.354851E-7	-5.370433E-7	4.925130E-7	-3.303219E-7	-3.389235E-7	-3.442932E-7
56	3707750035.305701	9.914162	-10.001922	21.850286	-3.558313E-4	-8.030841E-11	2.210200E-11	3.974340E-12	-7.254845E-7	-7.328100E-7	-7.331400E-7	-7.375566E-7	-7.322478E-7	-7.329750E-7	5.177125E-7	-5.646579E-7	-5.683495E-7	-5.705028E-7	-5.733003E-7	-5.692026E-7	-5.694261E-7	4.973065E-7	-3.201294E-7	-3.316402E-7	-3.192174E-7
57	3707750071.024839	9.943807	-9.998395	21.882545	-4.058753E-4	-7.120887E-11	2.154680E-11	3.998920E-12	-5.375536E-7	-5.414195E-7	-5.403159E-7	-5.371199E-7	-5.391022E-7	-5.389347E-7	4.801614E-7	-1.405735E-6	-1.455442E-6	-1.449611E-6	-1.434239E-6	-1.436257E-6	-1.441925E-6	1.039336E-6	-9.401355E-7	-8.061004E-7	-8.252472E-7
58	3707750106.683691	9.903495	-10.003190	21.877135	-5.917871E-4	-4.736808E-11	2.178440E-11	3.975260E-12	-9.247892E-7	-9.159965E-7	-8.998037E-7	-8.998584E-7	-9.101120E-7	-9.079275E-7	8.462375E-7	-4.258389E-7	-4.254318E-7	-4.279739E-7	-4.225471E-7	-4.254479E-7	-4.256354E-7	3.653035E-7	-2.373019E-7	-2.367251E-7	-2.412206E-7
