#Open Capacitance 1000Hz:4.467010E-12
#Open Capacitance 1000000Hz:Not Measured
#38874_044_2-S_HM_XX_Irrad_20min_Single
#Date/Time: 4/22/2022 2:34:50 PM
#Sensor Name: 38874_044_2-S_HM_XX
#Station: Tesla
#Annealing Status: 20 min
#Environment: -20.0C
#Tester: Eric Spencer

#Notes: Irradiated at RINSC

#Time Delay per Ramp Step (s): 0.000

#Time Delay per Measurement (s) :0.000

#Number of measurements per voltage: 0.000



Strip 	Time	RH	ChuckT	AirT	Global Current	Pinhole	Coupling Cap	Istrip_0	Istrip_1	Istrip_2	Istrip_3	Istrip_Mean	Istrip_Median	I_RBias_V-1.0	I_RBias_V-5.0
1	3733497369.788768	1.475005	-20.000000	23.489236	-1.157600E-5	-5.403393E-11	8.013870E-11	-1.597384E-7	-1.597266E-7	-1.597217E-7	-1.597099E-7	-1.597241E-7	-1.597241E-7	-3.872133E-7	-2.574361E-6
2	3733497386.206387	1.516742	-20.000000	23.476971	-1.156800E-5	-5.448457E-11	8.015110E-11	-1.574765E-7	-1.574764E-7	-1.574759E-7	-1.574767E-7	-1.574764E-7	-1.574764E-7	-3.897083E-7	-2.578039E-6
3	3733497402.091490	1.559368	-20.000000	23.450299	-1.156500E-5	-5.528556E-11	8.015530E-11	-1.563005E-7	-1.562935E-7	-1.562890E-7	-1.562857E-7	-1.562922E-7	-1.562913E-7	-3.906287E-7	-2.577997E-6
4	3733497418.129864	1.508709	-20.000000	23.448000	-1.156000E-5	-5.193125E-11	8.016140E-11	-1.558359E-7	-1.558366E-7	-1.558405E-7	-1.558500E-7	-1.558408E-7	-1.558386E-7	-3.912312E-7	-2.579086E-6
5	3733497434.246970	1.492380	-20.000000	23.434068	-1.155900E-5	-5.353331E-11	8.016090E-11	-1.556716E-7	-1.556710E-7	-1.556719E-7	-1.556751E-7	-1.556724E-7	-1.556718E-7	-3.919120E-7	-2.581825E-6
6	3733497450.197766	1.509982	-20.000000	23.416610	-1.156000E-5	-5.308271E-11	8.016520E-11	-1.555577E-7	-1.555629E-7	-1.555669E-7	-1.555643E-7	-1.555630E-7	-1.555636E-7	-3.914131E-7	-2.578790E-6
7	3733497466.263640	1.470447	-20.000000	23.425686	-1.156300E-5	-5.448453E-11	8.016280E-11	-1.555586E-7	-1.555571E-7	-1.555613E-7	-1.555701E-7	-1.555618E-7	-1.555600E-7	-3.913927E-7	-2.578688E-6
8	3733497482.305867	1.487893	-20.000000	23.420018	-1.156600E-5	-5.323292E-11	8.016300E-11	-1.555308E-7	-1.555294E-7	-1.555218E-7	-1.555152E-7	-1.555243E-7	-1.555256E-7	-3.906033E-7	-2.574691E-6
9	3733497498.492386	1.484695	-20.000000	23.434582	-1.156700E-5	-5.388376E-11	8.016540E-11	-1.554876E-7	-1.554934E-7	-1.554970E-7	-1.555013E-7	-1.554948E-7	-1.554952E-7	-3.911060E-7	-2.577135E-6
10	3733497514.372475	1.517718	-20.000000	23.444948	-1.156500E-5	-5.538569E-11	8.016760E-11	-1.555185E-7	-1.555169E-7	-1.555086E-7	-1.554985E-7	-1.555106E-7	-1.555128E-7	-3.916605E-7	-2.580044E-6
11	3733497530.438524	1.542674	-20.000000	23.440784	-1.156600E-5	-5.243187E-11	8.016750E-11	-1.554729E-7	-1.554666E-7	-1.554607E-7	-1.554599E-7	-1.554650E-7	-1.554636E-7	-3.913885E-7	-2.578405E-6
12	3733497546.504104	1.484926	-20.000000	23.432938	-1.156600E-5	-5.138052E-11	8.017350E-11	-1.554631E-7	-1.554574E-7	-1.554520E-7	-1.554509E-7	-1.554558E-7	-1.554547E-7	-3.908651E-7	-2.575865E-6
13	3733497562.735259	1.448155	-20.000000	23.441956	-1.156600E-5	-5.533560E-11	8.017590E-11	-1.554931E-7	-1.554848E-7	-1.554888E-7	-1.554964E-7	-1.554908E-7	-1.554910E-7	-3.913951E-7	-2.578530E-6
14	3733497578.644234	1.474764	-20.000000	23.448275	-1.156900E-5	-5.508528E-11	8.017440E-11	-1.555342E-7	-1.555369E-7	-1.555406E-7	-1.555411E-7	-1.555382E-7	-1.555387E-7	-3.906734E-7	-2.575034E-6
15	3733497594.592931	1.495364	-20.000000	23.431906	-1.156600E-5	-5.353332E-11	8.017900E-11	-1.555063E-7	-1.554997E-7	-1.554803E-7	-1.554711E-7	-1.554893E-7	-1.554900E-7	-3.909228E-7	-2.576250E-6
16	3733497610.601656	1.460676	-20.000000	23.441421	-1.157000E-5	-5.623678E-11	8.018000E-11	-1.554980E-7	-1.555024E-7	-1.555061E-7	-1.555156E-7	-1.555055E-7	-1.555042E-7	-3.908054E-7	-2.575536E-6
17	3733497627.083122	1.451521	-20.000000	23.445642	-1.156900E-5	-5.303265E-11	8.017940E-11	-1.554800E-7	-1.554918E-7	-1.555041E-7	-1.555152E-7	-1.554978E-7	-1.554980E-7	-3.905928E-7	-2.574654E-6
18	3733497642.759304	1.453641	-20.000000	23.458642	-1.156600E-5	-5.263211E-11	8.018190E-11	-1.555028E-7	-1.554954E-7	-1.554904E-7	-1.554817E-7	-1.554926E-7	-1.554929E-7	-3.906013E-7	-2.574539E-6
19	3733497658.941977	1.491593	-20.000000	23.471600	-1.156500E-5	-5.868993E-11	8.018740E-11	-1.554916E-7	-1.554948E-7	-1.554929E-7	-1.554916E-7	-1.554927E-7	-1.554923E-7	-3.916798E-7	-2.579904E-6
20	3733497674.914834	1.458421	-20.000000	23.453171	-1.156600E-5	-5.653716E-11	8.018490E-11	-1.555701E-7	-1.555730E-7	-1.555656E-7	-1.555497E-7	-1.555646E-7	-1.555678E-7	-3.898236E-7	-2.571030E-6
21	3733497691.548538	1.450979	-20.000000	23.464190	-1.156700E-5	-5.328300E-11	8.018720E-11	-1.556157E-7	-1.556028E-7	-1.555902E-7	-1.555689E-7	-1.555944E-7	-1.555965E-7	-3.898028E-7	-2.571058E-6
