File,I(600V),I(800V),I(1000V),DepV
34252_008_PSS_HM_XX_DIODE,-1.925517e-09,-1.992964e-09,-2.302985e-09,255.05050505050505
34252_008_PSS_HM_XX_DIODEHALF,-1.284602e-09,-1.333171e-09,-1.575754e-09,259.0909090909091
34252_008_PSS_HM_XX_DIODEHALFPSTOP,-1.264158e-09,-1.371232e-09,-1.88113e-09,279.29292929292933
34252_008_PSS_HM_XX_DIODEHALFPSTOP_GRConnected,-1.472548e-10,-1.486105e-10,-1.497539e-10,255.05050505050505
34252_008_PSS_HM_XX_DIODEQUARTER,-5.780896e-10,-6.007766e-10,-7.227104e-10,263.13131313131316
34252_008_PSS_HM_XX_IRRADSENSOR,-2.375203e-09,-2.492794e-09,-2.705583e-09,279.29292929292933
