File,I(600V),I(800V),I(1000V),DepV
34253_037_PSS_HM_XX_DIODE,-4.66618e-10,-4.831665e-10,-5.139638e-10,251.010101010101
34253_037_PSS_HM_XX_DIODEHALF,-2.106858e-10,-2.171737e-10,-2.308231e-10,255.05050505050505
34253_037_PSS_HM_XX_DIODEHALFPSTOP,-2.309759e-10,-2.525452e-10,-3.251393e-10,267.1717171717172
34253_037_PSS_HM_XX_DIODEHALFPSTOP_GRConnected,-3.17029e-11,-3.156835e-11,-3.314244e-11,251.010101010101
34253_037_PSS_HM_XX_DIODEQUARTER,-1.334478e-10,-1.394107e-10,-1.646441e-10,259.0909090909091
34253_037_PSS_HM_XX_IRRADSENSOR,-3.236e-09,-3.403e-09,-3.717e-09,295.4545454545455
