-1.159468000000000043e-06,-1.253168999999999910e-06,-1.332884999999999987e-06,4.180000000000000000e+02
-1.176145000000000028e-06,-1.273325000000000002e-06,-1.357420000000000041e-06,4.190000000000000000e+02
-1.859703000000000040e-06,-2.167934999999999937e-06,-2.525287000000000052e-06,1.610000000000000000e+02
-2.160856999999999799e-06,-2.436097999999999795e-06,-2.764049000000000004e-06,1.791991112014676446e+02
-1.793209000000000080e-06,-1.990423000000000035e-06,-2.239126000000000168e-06,1.400000000000000000e+02
-1.612979999999999929e-06,-2.173373000000000121e-06,-2.457335999999999896e-06,5.447500000000000000e+02
-1.693361999999999966e-06,-1.891451999999999962e-06,-2.071700000000000002e-06,5.920000000000000000e+02
-1.513760999999999998e-06,-1.678970999999999980e-06,-1.855952000000000048e-06,5.727000000000000455e+02
-1.933719000000000112e-06,-2.483665000000000131e-06,-2.762064999999999871e-06,5.600000000000000000e+02
-1.453360999999999907e-06,-1.618890000000000013e-06,-1.754277999999999901e-06,5.630000000000000000e+02
-2.036513999999999968e-07,-3.718552000000000011e-07,-7.360927999999999618e-07,5.524232784985973694e+02
-1.928025999999999877e-06,-2.207261000000000008e-06,-2.493007999999999899e-06,6.490000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
