37398_012_PSS_HM_XX_Irrad_20min
Date/Time: 1/6/2022 1:15:19 PM
Sensor Name: 37398_012_PSS_HM_XX
Station: Tesla
Annealing Status: 20 min
Environment: -20C
Tester: Eric Spencer
Notes: Irradiated 67m in OT 11

Time Delay per Ramp Step (s): 1.000

CV Time Delay per Measurement (s) :0.500

AC Voltage (V): 0.500

Current Number of measurements per voltage: 4.000

IV Time Delay per Measurement (s) :0.500


BiasVoltage	LCR_Cp_freq1000.0	LCR_G_freq1000.0	Temperature	Air_Temp	Humidity	Dewpoint	
  -10.0000	1.472E-10	1.806E-6	  -20.0000	   25.6630	    1.3546	    0.0000	
  -20.0000	1.568E-10	1.522E-6	  -20.0000	   25.6630	    1.3546	    0.0000	
  -30.0000	1.589E-10	1.364E-6	  -20.0000	   25.6630	    1.3546	    0.0000	
  -40.0000	1.579E-10	1.223E-6	  -20.0000	   25.6630	    1.3546	    0.0000	
  -50.0000	1.525E-10	1.115E-6	  -20.0000	   25.6630	    1.3546	    0.0000	
  -60.0000	1.469E-10	1.053E-6	  -20.0000	   25.6630	    1.3546	    0.0000	
  -70.0000	1.479E-10	9.767E-7	  -20.0000	   25.6630	    1.3546	    0.0000	
  -80.0000	1.414E-10	9.067E-7	  -20.0000	   25.6630	    1.3546	    0.0000	
  -90.0000	1.382E-10	8.519E-7	  -20.0000	   25.6630	    1.3546	    0.0000	
 -100.0000	1.387E-10	8.252E-7	  -20.0000	   25.6630	    1.3546	    0.0000	
 -110.0000	1.328E-10	7.548E-7	  -20.0000	   25.6630	    1.3546	    0.0000	
 -120.0000	1.306E-10	7.257E-7	  -20.0000	   25.6630	    1.3546	    0.0000	
 -130.0000	1.257E-10	6.963E-7	  -20.0000	   25.6630	    1.3546	    0.0000	
 -140.0000	1.246E-10	6.806E-7	  -20.0000	   25.6630	    1.3546	    0.0000	
 -150.0000	1.251E-10	6.510E-7	  -20.0000	   25.6630	    1.3546	    0.0000	
 -160.0000	1.203E-10	6.298E-7	  -20.0000	   25.6630	    1.3546	    0.0000	
 -170.0000	1.189E-10	6.237E-7	  -20.0000	   25.6630	    1.3546	    0.0000	
 -180.0000	1.163E-10	5.891E-7	  -20.0000	   25.6630	    1.3546	    0.0000	
 -190.0000	1.184E-10	5.616E-7	  -20.0000	   25.6630	    1.3546	    0.0000	
