#Open Capacitance 1000Hz:6.384470E-12
#Open Capacitance 100000Hz:Not Measured
#34340_014_PSS_HM_XX
#Date/Time: 7/1/2021 1:39:19 PM
#Sensor Name: 34340_014_PSS_HM_XX
#Type: P
#Annealing Status: Not Irradiated
#Environment: 20C
#Tester: Eric Spencer

#Notes: 

#Time Delay per Ramp Step (s): 0.000

#Time Delay per Measurement (s) :0.000

#Number of measurements per voltage: 0.000



Strip 	Time	RH	ChuckT	AirT	Global Current	Pinhole	Coupling Cap	Istrip_0	Istrip_1	Istrip_2	Istrip_3	Istrip_Mean	Istrip_Median	I_RBias_V-5.0
1	3708006027.922873	1.400215	22.524805	21.929452	-2.120000E-9	-7.555709E-11	8.980040E-11	-2.617626E-10	-2.645517E-10	-2.615525E-10	-2.626005E-10	-2.626168E-10	-2.621815E-10	-2.648634E-6
2	3708006044.699069	1.392559	22.523200	21.919444	-2.130000E-9	-7.059898E-11	8.979480E-11	-2.617626E-10	-2.645517E-10	-2.615525E-10	-2.626005E-10	-2.626168E-10	-2.621815E-10	-2.650942E-6
3	3708006061.409145	1.395958	22.520486	21.938488	-2.120000E-9	-5.482342E-11	8.979590E-11	-2.600470E-10	-2.608939E-10	-2.611529E-10	-2.620361E-10	-2.610325E-10	-2.610234E-10	-2.653757E-6
4	3708006078.103106	1.391886	22.516740	21.948556	-2.120000E-9	-7.615800E-11	8.979670E-11	-2.617601E-10	-2.619402E-10	-2.615836E-10	-2.611277E-10	-2.616029E-10	-2.616719E-10	-2.653772E-6
5	3708006094.956957	1.405332	22.512026	21.929610	-2.130000E-9	-6.468939E-11	8.979550E-11	-2.629068E-10	-2.629532E-10	-2.685960E-10	-2.609206E-10	-2.638441E-10	-2.629300E-10	-2.655415E-6
6	3708006111.655561	1.395503	22.506535	21.931969	-2.120000E-9	-6.669266E-11	8.979620E-11	-2.619167E-10	-2.623720E-10	-2.611425E-10	-2.604670E-10	-2.614746E-10	-2.615296E-10	-2.654623E-6
7	3708006128.375265	1.398087	22.500353	21.902561	-2.120000E-9	-6.544065E-11	8.979550E-11	-2.607720E-10	-2.610761E-10	-2.610319E-10	-2.618573E-10	-2.611843E-10	-2.610540E-10	-2.655985E-6
8	3708006145.118332	1.392909	22.498688	21.897309	-2.110000E-9	-6.869600E-11	8.980170E-11	-2.630660E-10	-2.614000E-10	-2.629668E-10	-2.622732E-10	-2.624265E-10	-2.626200E-10	-2.658560E-6
9	3708006161.824342	1.383370	22.493457	21.909319	-2.120000E-9	-8.372032E-11	8.980530E-11	-2.615432E-10	-2.611685E-10	-2.614293E-10	-2.603525E-10	-2.611234E-10	-2.612989E-10	-2.659089E-6
10	3708006178.524178	1.380206	22.492683	21.923745	-2.110000E-9	-6.979767E-11	8.980470E-11	-2.618847E-10	-2.606731E-10	-2.622818E-10	-2.625487E-10	-2.618471E-10	-2.620832E-10	-2.657760E-6
