#Open Capacitance 1000Hz:4.488960E-12
#Open Capacitance 1000000Hz:Not Measured
#37398_001_PSS_HM_XX_Irrad_20min_Single
#Date/Time: 1/5/2022 4:04:36 PM
#Sensor Name: 37398_001_PSS_HM_XX
#Station: Tesla
#Annealing Status: 20 min
#Environment: -20C
#Tester: Eric Spencer

#Notes: Irradiated 67 m in OT 11

#Time Delay per Ramp Step (s): 0.000

#Time Delay per Measurement (s) :0.000

#Number of measurements per voltage: 0.000



Strip 	Time	RH	ChuckT	AirT	Global Current	Pinhole	Coupling Cap	Istrip_0	Istrip_1	Istrip_2	Istrip_3	Istrip_Mean	Istrip_Median	I_RBias_V-5.0
1	3724261546.731202	1.312217	-20.000000	26.521852	-3.074900E-5	-5.353312E-11	8.769230E-11	-4.584442E-7	-4.584447E-7	-4.584145E-7	-4.583829E-7	-4.584216E-7	-4.584293E-7	-2.155466E-6
2	3724261563.293850	1.325854	-20.000000	26.517652	-3.073700E-5	-5.062941E-11	8.769350E-11	-4.526484E-7	-4.525944E-7	-4.525808E-7	-4.525998E-7	-4.526059E-7	-4.525971E-7	-2.165426E-6
3	3724261579.353850	1.362421	-20.000000	26.515153	-3.072800E-5	-4.967820E-11	8.769480E-11	-4.507228E-7	-4.507031E-7	-4.506909E-7	-4.506684E-7	-4.506963E-7	-4.506970E-7	-2.168592E-6
4	3724261595.238726	1.339552	-20.000000	26.525935	-3.071500E-5	-6.104275E-11	8.769960E-11	-4.495977E-7	-4.496179E-7	-4.496602E-7	-4.497111E-7	-4.496467E-7	-4.496390E-7	-2.171255E-6
5	3724261611.166220	1.320404	-20.000000	26.514660	-3.071000E-5	-5.223146E-11	8.770110E-11	-4.492033E-7	-4.492154E-7	-4.492164E-7	-4.492290E-7	-4.492160E-7	-4.492159E-7	-2.169701E-6
6	3724261627.196656	1.340269	-20.000000	26.507901	-3.069200E-5	-5.468461E-11	8.770080E-11	-4.490902E-7	-4.491175E-7	-4.491541E-7	-4.491524E-7	-4.491285E-7	-4.491350E-7	-2.171018E-6
7	3724261643.206968	1.350750	-20.000000	26.497714	-3.069800E-5	-5.833929E-11	8.770360E-11	-4.543485E-7	-4.543557E-7	-4.543428E-7	-4.543161E-7	-4.543408E-7	-4.543457E-7	-2.166960E-6
8	3724261659.536466	1.327673	-20.000000	26.495873	-3.069100E-5	-6.024174E-11	8.770500E-11	-4.488861E-7	-4.489469E-7	-4.490101E-7	-4.490588E-7	-4.489755E-7	-4.489785E-7	-2.167161E-6
9	3724261675.550706	1.311029	-20.000000	26.490462	-3.069400E-5	-5.408382E-11	8.770420E-11	-4.488566E-7	-4.488179E-7	-4.487809E-7	-4.487519E-7	-4.488018E-7	-4.487994E-7	-2.171548E-6
10	3724261691.706087	1.316708	-20.000000	26.484379	-3.068200E-5	-5.673721E-11	8.770950E-11	-4.482772E-7	-4.482730E-7	-4.482729E-7	-4.482810E-7	-4.482760E-7	-4.482751E-7	-2.169215E-6
