File,I(600V),I(800V),I(1000V),DepV
34331_042_2-S_HM_XX_DIODE,-3.870969e-06,-4.175584e-06,-4.465986e-06,532.8282828282829
34331_042_2-S_HM_XX_DIODEHALF,-1.176145e-06,-1.273325e-06,-1.35742e-06,430
34331_042_2-S_HM_XX_DIODEHALFPSTOP,-1.097268e-06,-1.196795e-06,-1.282652e-06,492
34331_042_2-S_HM_XX_DIODEHALFPSTOP_GR,-6.767018e-07,-7.104799e-07,-7.489087e-07,458.5858585858586
34331_042_2-S_HM_XX_DIODEQUARTER,-4.312622e-07,-4.682506e-07,-5.035494e-07,258
