File,I(600V),I(800V),I(1000V),DepV
34331_007_2-S_HM_XX_DIODEHALFPSTOP_GRConnected,-2.678399e-11,-2.754324e-11,-2.889626e-11,218.2177644149394
34331_007_2-S_HM_XX_DIODEHALFPSTOP,-1.148441e-10,-1.266977e-10,-1.686903e-10,213.68704611922473
34331_007_2-S_HM_XX_DIODEHALF,-1.115211e-10,-1.197178e-10,-1.489282e-10,211.9718199155233
34331_007_2-S_HM_XX_DIODE,-2.536235e-10,-2.660165e-10,-2.806336e-10,228.77838763723597
34331_007_2-S_HM_XX_IRRADSENSOR,-1.497136e-09,-1.565586e-09,0.0,336.75274126031627
34331_007_2-S_HM_XX_DIODEQUARTER,-6.774666e-11,-7.28407e-11,-9.308773e-11,130.05323932388873
