Date/Time: 7/27/2021 5:24:18 PM									
Sensor Name: Pin159									
Type: N									
"Annealing Status: Irradiated, Not Annealed"									
Environment: RT									
Tester: Andrew Kent									
									
Time Delay per Ramp Step (s): 0.500									
									
Vf: 168.830000									
									
Avg: 168.574000									
Std Dev: 1.839028							Average Vf at 0.2mA		
Min: 164.200000							Average Vf at 0.4mA		
Max: 171.110000							Average Vf at 0.6mA		
							Average Vf at 0.8mA		
Time	I	0.000000s	Temperature	Air_Temp	Humidity	Dewpoint	Average Vf at 1.0mA	2.53E+03	
3710265578	2.00E-04	2.95E+01	5.1776	15.1018	43.024	2.6322	Average Vf at 1.2mA		
3710265579	4.00E-04	6.05E+01	5.1776	15.1018	43.024	2.6322	Average Vf at 1.4mA		
3710265580	6.00E-04	9.39E+01	5.1776	15.1018	43.024	2.6322	Average Vf at 1.6mA		
3710265581	8.00E-04	1.29E+02	5.1776	15.1018	43.024	2.6322	Average Vf at 1.8mA		
3710265583	1.00E-03	1.64E+02	5.2263	15.0785	43.0367	2.6153	Average Vf at 2.0mA		
3710265584	1.20E-03	1.99E+02	5.2263	15.0785	43.0367	2.6153			
3710265585	1.40E-03	2.31E+02	5.2263	15.0785	43.0367	2.6153			
3710265587	1.60E-03	2.61E+02	5.3621	15.0785	43.037	2.6154			
3710265588	1.80E-03	2.89E+02	5.3621	15.0785	43.037	2.6154			
3710265589	2.00E-03	3.13E+02	5.3621	15.0785	43.037	2.6154			
3710265598	2.00E-04	2.97E+01	5.949	15.1575	42.9956	2.6733			
3710265599	4.00E-04	6.10E+01	5.949	15.1575	42.9956	2.6733			
3710265600	6.00E-04	9.48E+01	5.949	15.1575	42.9956	2.6733			
3710265601	8.00E-04	1.30E+02	5.949	15.1575	42.9956	2.6733			
3710265603	1.00E-03	1.65E+02	6.0925	15.1136	42.9564	2.6208			
3710265604	1.20E-03	2.00E+02	6.0925	15.1136	42.9564	2.6208			
3710265605	1.40E-03	2.33E+02	6.0925	15.1136	42.9564	2.6208			
3710265607	1.60E-03	2.63E+02	6.1874	15.1136	42.9238	2.6101			
3710265608	1.80E-03	2.90E+02	6.1874	15.1136	42.9238	2.6101			
3710265609	2.00E-03	3.16E+02	6.1874	15.1136	42.9238	2.6101			
3710265618	2.00E-04	2.99E+01	6.0566	15.1239	42.902	2.6123			
3710265619	4.00E-04	6.14E+01	6.0566	15.1239	42.902	2.6123			
3710265620	6.00E-04	9.54E+01	6.0566	15.1239	42.902	2.6123			
3710265621	8.00E-04	1.31E+02	6.0566	15.1239	42.902	2.6123			
3710265623	1.00E-03	1.67E+02	5.9259	15.0676	42.8944	2.5589			
3710265624	1.20E-03	2.02E+02	5.9259	15.0676	42.8944	2.5589			
3710265625	1.40E-03	2.35E+02	5.9259	15.0676	42.8944	2.5589			
3710265627	1.60E-03	2.65E+02	5.7773	15.0676	42.9396	2.5737			
3710265628	1.80E-03	2.93E+02	5.7773	15.0676	42.9396	2.5737			
3710265629	2.00E-03	3.18E+02	5.7773	15.0676	42.9396	2.5737			
3710265638	2.00E-04	3.01E+01	5.4108	15.0227	43.0623	2.5732			
3710265639	4.00E-04	6.18E+01	5.4108	15.0227	43.0623	2.5732			
3710265640	6.00E-04	9.62E+01	5.4108	15.0227	43.0623	2.5732			
3710265641	8.00E-04	1.32E+02	5.4108	15.0227	43.0623	2.5732			
3710265643	1.00E-03	1.68E+02	5.3262	15.0459	43.1369	2.6185			
3710265644	1.20E-03	2.03E+02	5.3262	15.0459	43.1369	2.6185			
3710265645	1.40E-03	2.35E+02	5.3262	15.0459	43.1369	2.6185			
3710265647	1.60E-03	2.66E+02	5.3006	15.0459	43.1654	2.6278			
3710265648	1.80E-03	2.93E+02	5.3006	15.0459	43.1654	2.6278			
3710265649	2.00E-03	3.19E+02	5.3006	15.0459	43.1654	2.6278			
3710265658	2.00E-04	3.03E+01	5.5287	15.0489	43.1727	2.6329			
3710265659	4.00E-04	6.23E+01	5.5287	15.0489	43.1727	2.6329			
3710265660	6.00E-04	9.69E+01	5.5287	15.0489	43.1727	2.6329			
3710265661	8.00E-04	1.33E+02	5.5287	15.0489	43.1727	2.6329			
3710265663	1.00E-03	1.69E+02	5.6978	15.0436	43.1325	2.615			
3710265664	1.20E-03	2.04E+02	5.6978	15.0436	43.1325	2.615			
3710265665	1.40E-03	2.37E+02	5.6978	15.0436	43.1325	2.615			
3710265667	1.60E-03	2.67E+02	5.8849	15.0436	43.1018	2.605			
3710265668	1.80E-03	2.95E+02	5.8849	15.0436	43.1018	2.605			
3710265669	2.00E-03	3.20E+02	5.8849	15.0436	43.1018	2.605			
3710265678	2.00E-04	3.05E+01	6.1694	15.0605	43.1085	2.6224			
3710265679	4.00E-04	6.27E+01	6.1694	15.0605	43.1085	2.6224			
3710265680	6.00E-04	9.75E+01	6.1694	15.0605	43.1085	2.6224			
3710265681	8.00E-04	1.34E+02	6.1694	15.0605	43.1085	2.6224			
3710265683	1.00E-03	1.70E+02	6.1284	15.0848	43.1335	2.6526			
3710265684	1.20E-03	2.05E+02	6.1284	15.0848	43.1335	2.6526			
3710265685	1.40E-03	2.38E+02	6.1284	15.0848	43.1335	2.6526			
3710265687	1.60E-03	2.68E+02	6.031	15.0848	43.1844	2.6691			
3710265688	1.80E-03	2.96E+02	6.031	15.0848	43.1844	2.6691			
3710265689	2.00E-03	3.22E+02	6.031	15.0848	43.1844	2.6691			
