File,I(600V),I(800V),I(1000V),DepV,I(DepV)
38693_001_2-S_HM_XX_DIODE,-5.107933e-10,-5.584118e-10,-4.13581e-08,200.72072072072072,2.7803075405405396e-10
38693_001_2-S_HM_XX_DIODEHALF,-1.872944e-10,-2.020198e-10,-2.210163e-10,208.4084084084084,5.26886474474472e-11
38693_001_2-S_HM_XX_DIODEHALFPSTOP,-1.981466e-10,-1.4948e-08,0,212.25225225225225,7.782136936937854e-12
38693_001_2-S_HM_XX_DIODEHALFPSTOP_GR,0,0,0,204.08408408408408,1.210231941441441e-10
38693_001_2-S_HM_XX_DIODEQUARTER,-1.072333e-10,-1.170948e-10,0,226.1861861861862,6.749386480480491e-11
38693_001_2-S_HM_XX_IRRADSENSOR,-3.49e-09,-3.73e-09,-4.05e-09,221.86186186186185,1.7986186186186214e-09
