Date/Time: 2/25/2021 7:26:18 PM
Sensor Name: PinDiode_1
Type: None
Annealing Status: None
Environment: RT
Tester: Andrew

Time Delay per Ramp Step (s): 0.500

Vf: 0.326330

Time	I	0.000000s	Temperature	Air_Temp	Humidity	Dewpoint	
3697142206.238123	1.000E-5	3.258E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697142207.241425	1.000E-3	5.595E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697142208.530015	1.000E-5	3.256E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697142209.797270	1.000E-3	5.593E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697142211.087910	1.000E-5	3.257E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697142212.368633	1.000E-3	5.588E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697142213.642159	1.000E-5	3.258E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697142214.919183	1.000E-3	5.593E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697142216.204930	1.000E-5	3.258E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697142217.471233	1.000E-3	5.593E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697142218.757453	1.000E-5	3.260E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697142220.026214	1.000E-3	5.593E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697142221.312817	1.000E-5	3.265E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697142222.584497	1.000E-3	5.591E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697142223.873908	1.000E-5	3.263E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697142225.146339	1.000E-3	5.593E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697142226.424897	1.000E-5	3.260E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697142227.698179	1.000E-3	5.593E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697142228.982085	1.000E-5	3.259E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
