#Open Capacitance 1000Hz:Not Measured
#Open Capacitance 1000000Hz:4.330160E-12
#36697_036_PSS_HM_XX_Unirrad_Interstrip
#Date/Time: 9/21/2021 4:44:37 PM
#Sensor Name: 36697_036_PSS_HM_XX
#Type: P
#Annealing Status: Not Irradiated
#Environment: RT
#Tester: Eric Spencer

#Notes: 

#Time Delay per Ramp Step (s): 0.000

#Time Delay per Measurement (s) :0.000

#Number of measurements per voltage: 0.000



Strip 	Time	RH	ChuckT	AirT	Global Current	Interstrip C	I_InterstripR_V-0.0	I_InterstripR_V-2.5	I_InterstripR_V-5.0
1	3715101947.865993	1.571567	20.000000	26.042548	-2.170000E-9	5.339880E-12	-2.666098E-11	-3.230406E-11	-3.481709E-11
2	3715101971.060969	1.593427	20.000000	26.062029	-2.170000E-9	5.400820E-12	-2.900023E-11	-3.130186E-11	-3.610509E-11
3	3715101994.478495	1.611538	20.000000	26.063514	-2.160000E-9	5.418740E-12	-2.718435E-11	-3.302514E-11	-3.569641E-11
4	3715102018.404825	1.626004	20.000000	26.066823	-2.170000E-9	5.426100E-12	-2.438695E-11	-2.986771E-11	-3.340849E-11
5	3715102041.924588	1.659728	20.000000	26.074135	-2.170000E-9	5.428830E-12	-2.445687E-11	-3.077892E-11	-3.218836E-11
6	3715102065.441334	1.629318	20.000000	26.079683	-2.170000E-9	5.430440E-12	-2.625845E-11	-3.157237E-11	-3.601128E-11
7	3715102088.825325	1.590848	20.000000	26.080081	-2.170000E-9	5.431400E-12	-2.438981E-11	-2.883731E-11	-3.303763E-11
8	3715102112.206538	1.609658	20.000000	26.083984	-2.170000E-9	5.430910E-12	-2.396622E-11	-2.687791E-11	-3.260522E-11
9	3715102135.632357	1.656697	20.000000	26.079584	-2.160000E-9	5.431290E-12	-2.742398E-11	-3.163270E-11	-3.325373E-11
10	3715102159.025064	1.609621	20.000000	26.093200	-2.160000E-9	5.430390E-12	-2.752702E-11	-3.087950E-11	-3.590743E-11
11	3715102182.853184	1.610198	20.000000	26.092665	-2.160000E-9	5.430490E-12	-2.367835E-11	-2.998344E-11	-3.500479E-11
12	3715102206.528490	1.582784	20.000000	26.096527	-2.160000E-9	5.430230E-12	-2.744485E-11	-3.054094E-11	-3.523153E-11
13	3715102229.941168	1.632810	20.000000	26.098470	-2.170000E-9	5.431010E-12	-2.537524E-11	-3.107169E-11	-3.578986E-11
14	3715102253.473879	1.598247	20.000000	26.092901	-2.170000E-9	5.432280E-12	-2.666916E-11	-3.105472E-11	-3.539998E-11
