File,I(600V),I(800V),I(1000V),DepV
34331_042_2-S_HM_XX_DIODE,-2.469296e-10,-2.592284e-10,-2.898212e-10,227.22273974286185
34331_042_2-S_HM_XX_DIODEHALF,-1.160112e-10,-1.242308e-10,-1.46578e-10,196.4672173909603
34331_042_2-S_HM_XX_IRRADSENSOR,-1.331118e-09,-1.394546e-09,-1.459446e-09,304.1787172816558
34331_042_2-S_HM_XX_DIODEHALFPSTOP_GR,-2.594738e-11,-2.729149e-11,-2.814261e-11,203.14144209741053
34331_042_2-S_HM_XX_DIODEQUARTER,-7.174131e-11,-7.296806e-11,-8.190749e-11,102.47520914355098
34331_042_2-S_HM_XX_DIODEHALFPSTOP,-1.202309e-10,-1.275797e-10,-1.451148e-10,191.405197556837
