34340_040_PSS_HM_XX
Date/Time: 7/2/2021 2:32:36 PM
Sensor Name: 34340_040_PSS_HM_XX
Type: P
Annealing Status: Not Irradiated
Environment: 20C
Tester: Eric Spencer
Notes: 

Time Delay per Ramp Step (s): 0.500

CV Time Delay per Measurement (s) :0.500

AC Voltage (V): 0.500

Current Number of measurements per voltage: 4.000

IV Time Delay per Measurement (s) :0.500


BiasVoltage	LCR_Cp_freq1000.0	LCR_G_freq1000.0	Temperature	Air_Temp	Humidity	Dewpoint	
   -5.0000	4.393E-10	3.926E-7	   24.1420	   22.8170	    1.5935	    0.0000	
  -10.0000	3.037E-10	8.875E-8	   24.1420	   22.8170	    1.5935	    0.0000	
  -15.0000	2.457E-10	7.481E-8	   24.1420	   22.8170	    1.5935	    0.0000	
  -20.0000	2.069E-10	5.573E-8	   24.1420	   22.8170	    1.5935	    0.0000	
  -25.0000	1.851E-10	4.451E-8	   24.1420	   22.8170	    1.5935	    0.0000	
  -30.0000	1.700E-10	5.424E-8	   24.1420	   22.8170	    1.5935	    0.0000	
  -35.0000	1.555E-10	3.661E-8	   24.1420	   22.8170	    1.5935	    0.0000	
  -40.0000	1.433E-10	3.822E-8	   24.1420	   22.8170	    1.5935	    0.0000	
  -45.0000	1.329E-10	3.371E-8	   24.1420	   22.8170	    1.5935	    0.0000	
  -50.0000	1.311E-10	2.742E-8	   24.1420	   22.8170	    1.5935	    0.0000	
  -55.0000	1.221E-10	3.371E-8	   24.1420	   22.8170	    1.5935	    0.0000	
  -60.0000	1.158E-10	2.792E-8	   24.1420	   22.8170	    1.5935	    0.0000	
  -65.0000	1.107E-10	2.254E-8	   24.1420	   22.8170	    1.5935	    0.0000	
  -70.0000	1.075E-10	2.063E-8	   24.1420	   22.8170	    1.5935	    0.0000	
  -75.0000	1.059E-10	3.529E-8	   24.1420	   22.8170	    1.5935	    0.0000	
  -80.0000	9.643E-11	3.983E-8	   24.1420	   22.8170	    1.5935	    0.0000	
  -85.0000	9.356E-11	6.317E-9	   24.1420	   22.8170	    1.5935	    0.0000	
  -90.0000	8.852E-11	2.389E-8	   24.1420	   22.8170	    1.5935	    0.0000	
  -95.0000	8.975E-11	4.560E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -100.0000	8.066E-11	8.905E-9	   24.1420	   22.8170	    1.5935	    0.0000	
 -105.0000	8.480E-11	2.121E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -110.0000	8.283E-11	4.701E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -115.0000	7.842E-11	1.785E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -120.0000	8.095E-11	2.949E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -125.0000	7.799E-11	2.307E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -130.0000	8.031E-11	8.541E-9	   24.1420	   22.8170	    1.5935	    0.0000	
 -135.0000	7.554E-11	2.385E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -140.0000	7.432E-11	1.912E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -145.0000	6.950E-11	1.443E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -150.0000	7.211E-11	2.245E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -155.0000	6.841E-11	3.054E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -160.0000	7.026E-11	1.667E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -165.0000	6.806E-11	1.028E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -170.0000	7.352E-11	4.891E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -175.0000	7.306E-11	2.693E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -180.0000	6.587E-11	1.994E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -185.0000	6.564E-11	1.730E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -190.0000	6.274E-11	1.845E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -195.0000	6.296E-11	2.261E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -200.0000	6.265E-11	2.673E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -205.0000	6.211E-11	2.369E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -210.0000	5.841E-11	3.436E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -215.0000	5.970E-11	2.462E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -220.0000	5.657E-11	3.337E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -225.0000	5.390E-11	3.683E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -230.0000	5.728E-11	2.350E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -235.0000	5.734E-11	3.905E-9	   24.1420	   22.8170	    1.5935	    0.0000	
 -240.0000	5.580E-11	1.393E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -245.0000	5.668E-11	1.864E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -250.0000	6.512E-11	1.268E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -255.0000	5.804E-11	3.790E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -260.0000	5.627E-11	2.275E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -265.0000	5.378E-11	2.908E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -270.0000	5.616E-11	1.658E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -275.0000	5.850E-11	8.216E-9	   24.1420	   22.8170	    1.5935	    0.0000	
 -280.0000	5.539E-11	8.875E-9	   24.1420	   22.8170	    1.5935	    0.0000	
 -285.0000	5.706E-11	1.745E-9	   24.1420	   22.8170	    1.5935	    0.0000	
 -290.0000	5.130E-11	2.220E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -295.0000	5.426E-11	1.352E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -300.0000	5.488E-11	1.875E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -305.0000	5.687E-11	1.839E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -310.0000	5.499E-11	2.750E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -315.0000	5.471E-11	2.893E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -320.0000	5.700E-11	2.485E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -325.0000	5.528E-11	1.923E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -330.0000	5.666E-11	3.722E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -335.0000	5.431E-11	3.178E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -340.0000	5.690E-11	4.299E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -345.0000	4.914E-11	8.916E-9	   24.1420	   22.8170	    1.5935	    0.0000	
 -350.0000	5.405E-11	1.441E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -355.0000	5.557E-11	2.086E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -360.0000	6.100E-11	2.290E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -365.0000	5.609E-11	2.184E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -370.0000	5.560E-11	9.283E-9	   24.1420	   22.8170	    1.5935	    0.0000	
 -375.0000	5.365E-11	3.729E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -380.0000	5.682E-11	2.280E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -385.0000	5.767E-11	1.874E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -390.0000	5.842E-11	2.945E-9	   24.1420	   22.8170	    1.5935	    0.0000	
 -395.0000	5.736E-11	1.305E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -400.0000	5.597E-11	1.813E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -410.0000	5.561E-11	1.125E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -420.0000	5.175E-11	1.262E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -430.0000	5.633E-11	8.555E-9	   24.1420	   22.8170	    1.5935	    0.0000	
 -440.0000	5.578E-11	2.304E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -450.0000	5.451E-11	1.465E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -460.0000	5.501E-11	1.846E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -470.0000	5.505E-11	2.430E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -480.0000	5.314E-11	2.318E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -490.0000	5.528E-11	1.451E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -500.0000	5.592E-11	1.546E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -510.0000	5.619E-11	2.050E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -520.0000	5.316E-11	3.743E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -530.0000	5.446E-11	2.839E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -540.0000	5.554E-11	3.479E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -550.0000	5.620E-11	1.149E-8	   24.1420	   22.8170	    1.5935	    0.0000	
 -560.0000	5.392E-11	1.852E-8	   24.1420	   22.8170	    1.5935	    0.0000	
