34254_041_PSS_HM_XX_IrradSensor_Interstrip
Date/Time: 4/21/2021 2:48:08 PM
Sensor Name: 34254_041_PSS_HM_XX_IrradSensor
Type: P
Annealing Status: Not Irradiated
Environment: RT
Tester: Eric Spencer
Notes: 

Time Delay per Ramp Step (s): 0.500

CV Time Delay per Measurement (s) :0.500

AC Voltage (V): 0.500

Current Number of measurements per voltage: 4.000

IV Time Delay per Measurement (s) :0.500


BiasVoltage	LCR_Cp_freq1000.0	LCR_G_freq1000.0	Temperature	Air_Temp	Humidity	Dewpoint	
   -5.0000	4.785E-10	5.080E-7	   27.4935	   26.7768	    3.2669	    0.0000	
  -10.0000	3.218E-10	1.150E-7	   27.4935	   26.7768	    3.2669	    0.0000	
  -15.0000	2.615E-10	6.990E-8	   27.4935	   26.7768	    3.2669	    0.0000	
  -20.0000	2.193E-10	4.585E-8	   27.4935	   26.7768	    3.2669	    0.0000	
  -25.0000	1.972E-10	4.603E-8	   27.4935	   26.7768	    3.2669	    0.0000	
  -30.0000	1.783E-10	3.732E-8	   27.4935	   26.7768	    3.2669	    0.0000	
  -35.0000	1.630E-10	3.628E-8	   27.4935	   26.7768	    3.2669	    0.0000	
  -40.0000	1.529E-10	2.424E-8	   27.4935	   26.7768	    3.2669	    0.0000	
  -45.0000	1.420E-10	1.671E-8	   27.4935	   26.7768	    3.2669	    0.0000	
  -50.0000	1.343E-10	2.264E-8	   27.4935	   26.7768	    3.2669	    0.0000	
  -55.0000	1.321E-10	1.023E-8	   27.4935	   26.7768	    3.2669	    0.0000	
  -60.0000	1.239E-10	2.344E-8	   27.4935	   26.7768	    3.2669	    0.0000	
  -65.0000	1.163E-10	2.177E-8	   27.4935	   26.7768	    3.2669	    0.0000	
  -70.0000	1.130E-10	1.184E-8	   27.4935	   26.7768	    3.2669	    0.0000	
  -75.0000	1.068E-10	2.028E-8	   27.4935	   26.7768	    3.2669	    0.0000	
  -80.0000	1.031E-10	1.597E-9	   27.4935	   26.7768	    3.2669	    0.0000	
  -85.0000	9.985E-11	2.131E-8	   27.4935	   26.7768	    3.2669	    0.0000	
  -90.0000	9.760E-11	1.298E-8	   27.4935	   26.7768	    3.2669	    0.0000	
  -95.0000	9.412E-11	-3.102E-9	   27.4935	   26.7768	    3.2669	    0.0000	
 -100.0000	9.368E-11	1.145E-8	   27.4935	   26.7768	    3.2669	    0.0000	
 -105.0000	9.106E-11	2.207E-8	   27.4935	   26.7768	    3.2669	    0.0000	
 -110.0000	9.237E-11	1.540E-8	   27.4935	   26.7768	    3.2669	    0.0000	
 -115.0000	8.594E-11	2.298E-8	   27.4935	   26.7768	    3.2669	    0.0000	
 -120.0000	8.746E-11	5.670E-9	   27.4935	   26.7768	    3.2669	    0.0000	
