#Open Capacitance 1000Hz:4.493930E-12
#Open Capacitance 1000000Hz:Not Measured
#37399_033_PSS_HM_X_Irrad_20min_Single
#Date/Time: 12/7/2021 11:12:51 AM
#Sensor Name: 37399_033_PSS_HM_X
#Station: Tesla
#Annealing Status: 20 min
#Environment: -20C
#Tester: Eric Spencer

#Notes: OT sensor irrad 10

#Time Delay per Ramp Step (s): 0.000

#Time Delay per Measurement (s) :0.000

#Number of measurements per voltage: 0.000



Strip 	Time	RH	ChuckT	AirT	Global Current	Pinhole	Coupling Cap	Istrip_0	Istrip_1	Istrip_2	Istrip_3	Istrip_Mean	Istrip_Median	I_RBias_V-5.0
1	3721738441.034837	1.176023	-20.000000	26.429486	-3.512300E-5	-5.588641E-11	8.857320E-11	-5.041858E-7	-5.041818E-7	-5.041422E-7	-5.041620E-7	-5.041680E-7	-5.041719E-7	-2.220953E-6
2	3721738457.686036	1.180825	-20.000000	26.419421	-3.513900E-5	-5.278240E-11	8.856750E-11	-4.983123E-7	-4.982741E-7	-4.981825E-7	-4.982435E-7	-4.982531E-7	-4.982588E-7	-2.228061E-6
3	3721738473.632048	1.192945	-20.000000	26.405488	-3.514000E-5	-5.368356E-11	8.854180E-11	-4.968655E-7	-4.969078E-7	-4.969304E-7	-4.969392E-7	-4.969107E-7	-4.969191E-7	-2.232434E-6
4	3721738489.763654	1.190036	-20.000000	26.400873	-3.514900E-5	-5.553596E-11	8.851950E-11	-4.964402E-7	-4.964383E-7	-4.964289E-7	-4.964211E-7	-4.964321E-7	-4.964336E-7	-2.233465E-6
5	3721738505.818513	1.197978	-20.000000	26.380878	-3.513600E-5	-4.982860E-11	8.850750E-11	-4.961160E-7	-4.961316E-7	-4.961566E-7	-4.962009E-7	-4.961513E-7	-4.961441E-7	-2.234333E-6
6	3721738521.670417	1.204076	-20.000000	26.375288	-3.513900E-5	-5.428434E-11	8.848450E-11	-4.960999E-7	-4.961132E-7	-4.961324E-7	-4.961655E-7	-4.961278E-7	-4.961228E-7	-2.230454E-6
7	3721738537.527141	1.196863	-20.000000	26.360584	-3.514500E-5	-5.348333E-11	8.847100E-11	-4.961708E-7	-4.961924E-7	-4.962107E-7	-4.962031E-7	-4.961942E-7	-4.961977E-7	-2.232013E-6
8	3721738553.609546	1.191907	-20.000000	26.346416	-3.512500E-5	-5.363349E-11	8.845910E-11	-4.961142E-7	-4.961443E-7	-4.961347E-7	-4.961090E-7	-4.961255E-7	-4.961244E-7	-2.229496E-6
9	3721738569.660614	1.187131	-20.000000	26.350260	-3.512000E-5	-5.082990E-11	8.845000E-11	-4.960337E-7	-4.960650E-7	-4.960728E-7	-4.960613E-7	-4.960582E-7	-4.960631E-7	-2.228896E-6
10	3721738585.718262	1.181390	-20.000000	26.348179	-3.510700E-5	-5.323299E-11	8.843790E-11	-4.961151E-7	-4.961352E-7	-4.961555E-7	-4.961817E-7	-4.961469E-7	-4.961453E-7	-2.226071E-6
11	3721738601.767498	1.184841	-20.000000	26.350281	-3.510800E-5	-4.937802E-11	8.843400E-11	-4.962916E-7	-4.963147E-7	-4.963524E-7	-4.963578E-7	-4.963291E-7	-4.963335E-7	-2.225463E-6
12	3721738617.794658	1.194266	-20.000000	26.339896	-3.510600E-5	-5.333313E-11	8.843220E-11	-4.963697E-7	-4.963881E-7	-4.964129E-7	-4.964254E-7	-4.963990E-7	-4.964005E-7	-2.223485E-6
13	3721738633.888751	1.191375	-20.000000	26.331216	-3.510200E-5	-5.343324E-11	8.842710E-11	-4.963175E-7	-4.963106E-7	-4.963431E-7	-4.964118E-7	-4.963457E-7	-4.963303E-7	-2.223180E-6
14	3721738649.937523	1.201961	-20.000000	26.343938	-3.509400E-5	-5.057955E-11	8.843260E-11	-4.966985E-7	-4.967125E-7	-4.967170E-7	-4.967026E-7	-4.967076E-7	-4.967075E-7	-2.222661E-6
15	3721738666.010000	1.187470	-20.000000	26.323231	-3.508500E-5	-5.263223E-11	8.842470E-11	-4.967153E-7	-4.967099E-7	-4.966993E-7	-4.967101E-7	-4.967087E-7	-4.967100E-7	-2.225658E-6
16	3721738682.071586	1.190663	-20.000000	26.321704	-3.509800E-5	-5.293261E-11	8.842140E-11	-4.970030E-7	-4.970115E-7	-4.970211E-7	-4.970279E-7	-4.970159E-7	-4.970163E-7	-2.226360E-6
17	3721738698.285006	1.188080	-20.000000	26.327491	-3.508600E-5	-5.563609E-11	8.841970E-11	-4.973535E-7	-4.973589E-7	-4.973420E-7	-4.973577E-7	-4.973530E-7	-4.973556E-7	-2.221884E-6
18	3721738714.200222	1.194610	-20.000000	26.307556	-3.508600E-5	-5.383378E-11	8.841520E-11	-4.974621E-7	-4.974715E-7	-4.974834E-7	-4.975050E-7	-4.974805E-7	-4.974775E-7	-2.225182E-6
19	3721738730.261347	1.187588	-20.000000	26.299945	-3.508400E-5	-5.328306E-11	8.841750E-11	-4.977358E-7	-4.977454E-7	-4.977717E-7	-4.977559E-7	-4.977522E-7	-4.977507E-7	-2.222305E-6
20	3721738746.337971	1.197887	-20.000000	26.286530	-3.508400E-5	-5.193132E-11	8.841570E-11	-4.979130E-7	-4.979261E-7	-4.979407E-7	-4.979465E-7	-4.979316E-7	-4.979334E-7	-2.223705E-6
21	3721738762.379685	1.194228	-20.000000	26.275551	-3.509200E-5	-5.383380E-11	8.841550E-11	-4.980879E-7	-4.980977E-7	-4.980852E-7	-4.981162E-7	-4.980968E-7	-4.980928E-7	-2.225405E-6
22	3721738778.426599	1.197910	-20.000000	26.285400	-3.504900E-5	-5.378371E-11	8.841610E-11	-4.979817E-7	-4.980016E-7	-4.980122E-7	-4.980106E-7	-4.980015E-7	-4.980061E-7	-2.224052E-6
23	3721738794.489166	1.185030	-20.000000	26.282865	-3.503300E-5	-5.338319E-11	8.841730E-11	-4.978946E-7	-4.978928E-7	-4.978861E-7	-4.978597E-7	-4.978833E-7	-4.978894E-7	-2.220915E-6
24	3721738810.527525	1.206336	-20.000000	26.266197	-3.504700E-5	-5.348332E-11	8.842450E-11	-4.981721E-7	-4.981470E-7	-4.981630E-7	-4.981796E-7	-4.981654E-7	-4.981675E-7	-2.223919E-6
25	3721738826.520669	1.199955	-20.000000	26.282745	-3.503400E-5	-5.133053E-11	8.841890E-11	-4.982163E-7	-4.982216E-7	-4.982213E-7	-4.982556E-7	-4.982287E-7	-4.982215E-7	-2.217774E-6
26	3721738842.574885	1.201500	-20.000000	26.270517	-3.501500E-5	-5.393387E-11	8.841850E-11	-4.982590E-7	-4.982325E-7	-4.982120E-7	-4.982134E-7	-4.982292E-7	-4.982229E-7	-2.219419E-6
27	3721738858.612822	1.209365	-20.000000	26.263582	-3.501800E-5	-5.153083E-11	8.841160E-11	-4.984844E-7	-4.984644E-7	-4.984896E-7	-4.985245E-7	-4.984907E-7	-4.984870E-7	-2.220055E-6
28	3721738874.664776	1.198165	-20.000000	26.250642	-3.500300E-5	-5.052949E-11	8.841140E-11	-4.983019E-7	-4.982915E-7	-4.983191E-7	-4.983295E-7	-4.983105E-7	-4.983105E-7	-2.217800E-6
