File,I(600V),I(800V),I(1000V),DepV
34252_009_PSS_HM_XX_DIODE,0,0,0,255.05050505050505
34252_009_PSS_HM_XX_DIODEHALF,-1.147176e-10,-1.210291e-10,-1.373142e-10,259.0909090909091
34252_009_PSS_HM_XX_DIODEHALFPSTOP,-1.171652e-10,-1.292944e-10,-1.726949e-10,271.21212121212125
34252_009_PSS_HM_XX_DIODEHALFPSTOP_GRConnected,-2.245957e-11,-2.265044e-11,-2.336405e-11,251.010101010101
34252_009_PSS_HM_XX_DIODEQUARTER,-7.393922e-11,-7.862073e-11,-9.37446e-11,267.1717171717172
