Date/Time: 2/26/2021 4:59:04 PM
Sensor Name: PinDiode_1
Type: None
Annealing Status: None
Environment: RT
Tester: Eric

Time Delay per Ramp Step (s): 0.500

Vf: 0.327160

Time	I	0.000000s	Temperature	Air_Temp	Humidity	Dewpoint	
3697216861.051797	1.000E-5	3.266E-1	   19.8005	   22.6712	    7.6935	  -13.7325	
3697216862.303900	1.000E-3	5.603E-1	   19.8005	   22.6712	    7.6935	  -13.7325	
3697216863.728433	1.000E-5	3.267E-1	   19.7877	   22.6666	    7.6638	  -13.7832	
3697216865.008206	1.000E-3	5.595E-1	   19.7877	   22.6666	    7.6638	  -13.7832	
3697216866.294046	1.000E-5	3.261E-1	   19.7877	   22.6666	    7.6638	  -13.7832	
3697216867.696651	1.000E-3	5.593E-1	   19.7799	   22.6561	    7.6771	  -13.7698	
3697216868.987433	1.000E-5	3.266E-1	   19.7799	   22.6561	    7.6771	  -13.7698	
3697216870.252006	1.000E-3	5.598E-1	   19.7799	   22.6561	    7.6771	  -13.7698	
3697216871.696815	1.000E-5	3.267E-1	   19.7722	   22.6535	    7.7154	  -13.7110	
3697216872.971411	1.000E-3	5.601E-1	   19.7722	   22.6535	    7.7154	  -13.7110	
3697216874.259226	1.000E-5	3.267E-1	   19.7722	   22.6535	    7.7154	  -13.7110	
3697216875.692286	1.000E-3	5.598E-1	   19.7619	   22.6512	    7.7217	  -13.7027	
3697216876.984540	1.000E-5	3.260E-1	   19.7619	   22.6512	    7.7217	  -13.7027	
3697216878.257591	1.000E-3	5.600E-1	   19.7619	   22.6512	    7.7217	  -13.7027	
3697216879.720270	1.000E-5	3.267E-1	   19.7516	   22.6509	    7.7078	  -13.7250	
3697216880.986573	1.000E-3	5.594E-1	   19.7516	   22.6509	    7.7078	  -13.7250	
3697216882.266780	1.000E-5	3.267E-1	   19.7516	   22.6509	    7.7078	  -13.7250	
3697216883.699573	1.000E-3	5.595E-1	   19.7413	   22.6520	    7.6682	  -13.7870	
3697216884.991245	1.000E-5	3.267E-1	   19.7413	   22.6520	    7.6682	  -13.7870	
3697216886.254865	1.000E-3	5.604E-1	   19.7413	   22.6520	    7.6682	  -13.7870	
3697216887.685167	1.000E-5	3.267E-1	   19.7310	   22.6468	    7.6455	  -13.8272	
3697216888.971382	1.000E-3	5.604E-1	   19.7310	   22.6468	    7.6455	  -13.8272	
3697216890.262376	1.000E-5	3.267E-1	   19.7310	   22.6468	    7.6455	  -13.8272	
3697216891.670064	1.000E-3	5.601E-1	   19.7233	   22.6410	    7.6477	  -13.8279	
3697216892.953641	1.000E-5	3.264E-1	   19.7233	   22.6410	    7.6477	  -13.8279	
3697216894.221363	1.000E-3	5.599E-1	   19.7233	   22.6410	    7.6477	  -13.8279	
3697216895.668285	1.000E-5	3.267E-1	   19.7130	   22.6311	    7.6622	  -13.8121	
3697216896.955808	1.000E-3	5.594E-1	   19.7130	   22.6311	    7.6622	  -13.8121	
3697216898.232394	1.000E-5	3.267E-1	   19.7130	   22.6311	    7.6622	  -13.8121	
3697216899.667290	1.000E-3	5.600E-1	   19.7002	   22.6324	    7.7132	  -13.7301	
3697216900.954629	1.000E-5	3.271E-1	   19.7002	   22.6324	    7.7132	  -13.7301	
3697216902.227210	1.000E-3	5.592E-1	   19.7002	   22.6324	    7.7132	  -13.7301	
3697216903.669917	1.000E-5	3.267E-1	   19.6899	   22.6281	    7.7198	  -13.7228	
3697216904.946157	1.000E-3	5.595E-1	   19.6899	   22.6281	    7.7198	  -13.7228	
3697216906.228137	1.000E-5	3.267E-1	   19.6899	   22.6281	    7.7198	  -13.7228	
3697216907.662354	1.000E-3	5.600E-1	   19.6796	   22.6218	    7.7173	  -13.7315	
3697216908.955101	1.000E-5	3.267E-1	   19.6796	   22.6218	    7.7173	  -13.7315	
3697216910.230453	1.000E-3	5.600E-1	   19.6796	   22.6218	    7.7173	  -13.7315	
3697216911.684137	1.000E-5	3.267E-1	   19.6693	   22.6195	    7.7226	  -13.7247	
3697216912.964296	1.000E-3	5.599E-1	   19.6693	   22.6195	    7.7226	  -13.7247	
3697216914.257781	1.000E-5	3.267E-1	   19.6693	   22.6195	    7.7226	  -13.7247	
3697216915.701359	1.000E-3	5.593E-1	   19.6564	   22.6184	    7.7467	  -13.6876	
3697216916.990763	1.000E-5	3.268E-1	   19.6564	   22.6184	    7.7467	  -13.6876	
3697216918.252735	1.000E-3	5.604E-1	   19.6564	   22.6184	    7.7467	  -13.6876	
3697216919.691514	1.000E-5	3.268E-1	   19.6461	   22.6170	    7.7565	  -13.6731	
3697216920.967793	1.000E-3	5.601E-1	   19.6461	   22.6170	    7.7565	  -13.6731	
3697216922.243861	1.000E-5	3.265E-1	   19.6461	   22.6170	    7.7565	  -13.6731	
3697216923.719606	1.000E-3	5.600E-1	   19.6332	   22.6083	    7.7562	  -13.6801	
3697216925.002155	1.000E-5	3.267E-1	   19.6332	   22.6083	    7.7562	  -13.6801	
3697216926.273792	1.000E-3	5.599E-1	   19.6332	   22.6083	    7.7562	  -13.6801	
3697216927.726021	1.000E-5	3.268E-1	   19.6229	   22.6039	    7.7372	  -13.7133	
3697216928.993226	1.000E-3	5.604E-1	   19.6229	   22.6039	    7.7372	  -13.7133	
3697216930.270426	1.000E-5	3.262E-1	   19.6229	   22.6039	    7.7372	  -13.7133	
3697216931.684451	1.000E-3	5.599E-1	   19.6101	   22.6113	    7.7239	  -13.7288	
3697216932.976381	1.000E-5	3.267E-1	   19.6101	   22.6113	    7.7239	  -13.7288	
3697216934.248626	1.000E-3	5.600E-1	   19.6101	   22.6113	    7.7239	  -13.7288	
3697216935.697710	1.000E-5	3.267E-1	   19.5972	   22.6086	    7.7283	  -13.7238	
3697216936.971161	1.000E-3	5.600E-1	   19.5972	   22.6086	    7.7283	  -13.7238	
3697216938.250448	1.000E-5	3.265E-1	   19.5972	   22.6086	    7.7283	  -13.7238	
3697216939.693303	1.000E-3	5.601E-1	   19.5869	   22.6005	    7.7312	  -13.7253	
