GCD Test
Bias: 5000.000000
CV_36696_010_PSS_HM_XX_DIODEHALFPSTOP
Date/Time: 8/17/2021 5:44:58 PM
Sensor Name: 36696_010_PSS_HM_XX_DIODEHALFPSTOP
Type: P
Annealing Status: Unirrad
Environment: -20C
Tester: Eric Spencer

Time Delay per Ramp Step (s): 0.500

CV Time Delay per Measurement (s) :0.500

AC Voltage (V): 0.500

Current Number of measurements per voltage: 1.000

IV Time Delay per Measurement (s) :0.000


BiasVoltage	LCR_Cp_freq1000.0	LCR_Rp_freq1000.0	Temperature	Air_Temp	Humidity	Dewpoint
   -5.0000	2.246E-11	1.322E+9	   20.0039	   21.3719	   11.9485	   -9.2333	
  -10.0000	1.727E-11	1.725E+9	   19.9575	   21.3719	   11.3365	   -9.8997	
  -15.0000	1.490E-11	1.901E+9	   19.9575	   21.3719	   11.3365	   -9.8997	
  -20.0000	1.348E-11	1.722E+9	   19.9164	   21.3747	   10.5607	  -10.7898	
  -25.0000	1.258E-11	1.897E+9	   19.9164	   21.3646	   10.3201	  -11.0862	
  -30.0000	1.192E-11	1.919E+9	   19.9472	   21.3646	   10.0285	  -11.4442	
  -35.0000	1.143E-11	1.688E+9	   19.9807	   21.3641	    9.8637	  -11.6509	
  -40.0000	1.100E-11	1.813E+9	   20.0245	   21.3564	    9.6888	  -11.8792	
  -45.0000	1.066E-11	1.839E+9	   20.0605	   21.3629	    9.5560	  -12.0456	
  -50.0000	1.037E-11	1.822E+9	   20.0939	   21.3623	    9.4361	  -12.2024	
  -55.0000	1.011E-11	1.821E+9	   20.1120	   21.3754	    9.3147	  -12.3529	
  -60.0000	9.885E-12	1.698E+9	   20.1171	   21.3780	    9.2059	  -12.4961	
  -65.0000	9.693E-12	1.741E+9	   20.1068	   21.3722	    9.1066	  -12.6344	
  -70.0000	9.517E-12	1.741E+9	   20.0862	   21.3723	    9.0063	  -12.7708	
  -75.0000	9.358E-12	1.726E+9	   20.0605	   21.3771	    8.9244	  -12.8798	
  -80.0000	9.216E-12	1.820E+9	   20.0347	   21.3730	    8.8482	  -12.9884	
  -85.0000	9.084E-12	1.727E+9	   20.0116	   21.3740	    8.7713	  -13.0948	
  -90.0000	8.960E-12	1.711E+9	   19.9858	   21.3788	    8.7043	  -13.1855	
  -95.0000	8.844E-12	1.877E+9	   19.9678	   21.3715	    8.6534	  -13.2630	
 -100.0000	8.737E-12	1.763E+9	   19.9575	   21.3761	    8.5930	  -13.3455	
 -105.0000	8.632E-12	1.771E+9	   19.9575	   21.3675	    8.5430	  -13.4233	
 -110.0000	8.534E-12	1.789E+9	   19.9627	   21.3707	    8.4987	  -13.4846	
 -115.0000	8.450E-12	1.923E+9	   19.9807	   21.3694	    8.4541	  -13.5500	
 -120.0000	8.370E-12	1.954E+9	   20.0013	   21.3706	    8.4121	  -13.6101	
 -125.0000	8.297E-12	1.926E+9	   20.0270	   21.3692	    8.3792	  -13.6590	
 -130.0000	8.227E-12	1.850E+9	   20.0502	   21.3761	    8.3501	  -13.6964	
 -135.0000	8.165E-12	1.791E+9	   20.0502	   21.3761	    8.3501	  -13.6964	
 -140.0000	8.103E-12	1.855E+9	   20.0734	   21.3724	    8.2998	  -13.7730	
 -145.0000	8.034E-12	1.839E+9	   20.0811	   21.3719	    8.2676	  -13.8209	
 -150.0000	7.991E-12	1.843E+9	   20.0785	   21.3678	    8.2457	  -13.8562	
 -155.0000	7.934E-12	1.829E+9	   20.0502	   21.3676	    8.1841	  -13.9480	
 -160.0000	7.885E-12	1.862E+9	   20.0502	   21.3676	    8.1841	  -13.9480	
 -165.0000	7.830E-12	1.735E+9	   19.9884	   21.3673	    8.1322	  -14.0257	
 -170.0000	7.793E-12	1.962E+9	   19.9653	   21.3684	    8.1192	  -14.0443	
 -175.0000	7.742E-12	1.794E+9	   19.9447	   21.3703	    8.0990	  -14.0733	
 -180.0000	7.702E-12	1.922E+9	   19.9318	   21.3619	    8.0753	  -14.1153	
 -185.0000	7.665E-12	1.836E+9	   19.9292	   21.3681	    8.0534	  -14.1436	
 -190.0000	7.629E-12	1.850E+9	   19.9369	   21.3610	    8.0512	  -14.1523	
 -195.0000	7.588E-12	1.791E+9	   19.9601	   21.3722	    8.0281	  -14.1788	
 -200.0000	7.556E-12	1.872E+9	   19.9858	   21.3691	    8.0158	  -14.1999	
 -205.0000	7.517E-12	1.862E+9	   20.0193	   21.3657	    7.9949	  -14.2341	
 -210.0000	7.481E-12	1.895E+9	   20.0502	   21.3714	    7.9880	  -14.2405	
 -215.0000	7.448E-12	1.799E+9	   20.0759	   21.3663	    7.9662	  -14.2775	
 -220.0000	7.416E-12	1.824E+9	   20.0939	   21.3714	    7.9731	  -14.2631	
 -225.0000	7.385E-12	1.908E+9	   20.0965	   21.3648	    7.9554	  -14.2951	
 -230.0000	7.355E-12	1.899E+9	   20.0888	   21.3614	    7.9374	  -14.3252	
 -235.0000	7.330E-12	1.842E+9	   20.0682	   21.3714	    7.9377	  -14.3172	
 -240.0000	7.303E-12	1.974E+9	   20.0450	   21.3610	    7.9216	  -14.3497	
 -245.0000	7.278E-12	1.974E+9	   20.0167	   21.3672	    7.9083	  -14.3655	
 -250.0000	7.244E-12	1.871E+9	   19.9936	   21.3720	    7.8925	  -14.3862	
 -255.0000	7.221E-12	1.825E+9	   19.9730	   21.3602	    7.8852	  -14.4062	
 -260.0000	7.193E-12	1.864E+9	   19.9524	   21.3621	    7.8757	  -14.4194	
 -265.0000	7.169E-12	1.736E+9	   19.9472	   21.3602	    7.8744	  -14.4228	
