GCD Test
Bias: 5000.000000
CV_36696_010_PSS_HM_XX_DIODEHALFPSTOP
Date/Time: 8/17/2021 5:44:58 PM
Sensor Name: 36696_010_PSS_HM_XX_DIODEHALFPSTOP
Type: P
Annealing Status: Unirrad
Environment: -20C
Tester: Eric Spencer

Time Delay per Ramp Step (s): 0.500

CV Time Delay per Measurement (s) :0.500

AC Voltage (V): 0.500

Current Number of measurements per voltage: 1.000

IV Time Delay per Measurement (s) :0.000


BiasVoltage	LCR_Cp_freq1000.0	LCR_Rp_freq1000.0	Temperature	Air_Temp	Humidity	Dewpoint
 -270.0000	7.149E-12	1.791E+9	   19.9524	   21.3551	    7.8653	  -14.4407	
 -275.0000	7.119E-12	1.799E+9	   19.9627	   21.3522	    7.8498	  -14.4668	
 -280.0000	7.089E-12	1.687E+9	   19.9910	   21.3603	    7.8529	  -14.4559	
 -285.0000	7.055E-12	1.707E+9	   20.0167	   21.3522	    7.8406	  -14.4810	
 -290.0000	7.015E-12	1.576E+9	   20.0553	   21.3610	    7.8406	  -14.4745	
 -295.0000	6.991E-12	1.855E+9	   20.0759	   21.3610	    7.8289	  -14.4926	
 -300.0000	6.970E-12	2.188E+9	   20.0862	   21.3509	    7.8257	  -14.5050	
 -305.0000	6.958E-12	2.261E+9	   20.0837	   21.3578	    7.8216	  -14.5062	
 -310.0000	6.947E-12	2.066E+9	   20.0656	   21.3626	    7.8093	  -14.5219	
 -315.0000	6.940E-12	2.169E+9	   20.0347	   21.3626	    7.8074	  -14.5248	
 -320.0000	6.931E-12	2.254E+9	   19.9961	   21.3694	    7.8042	  -14.5246	
 -325.0000	6.920E-12	2.051E+9	   19.9730	   21.3662	    7.7913	  -14.5472	
 -330.0000	6.914E-12	2.131E+9	   19.9550	   21.3549	    7.7906	  -14.5566	
 -335.0000	6.907E-12	2.131E+9	   19.9421	   21.3576	    7.7865	  -14.5610	
 -340.0000	6.907E-12	2.058E+9	   19.9369	   21.3581	    7.7862	  -14.5611	
 -345.0000	6.902E-12	2.296E+9	   19.9550	   21.3528	    7.7723	  -14.5868	
 -350.0000	6.898E-12	2.061E+9	   19.9730	   21.3496	    7.7707	  -14.5916	
 -355.0000	6.895E-12	2.098E+9	   19.9987	   21.3550	    7.7701	  -14.5885	
 -360.0000	6.896E-12	2.353E+9	   20.0296	   21.3495	    7.7644	  -14.6016	
 -365.0000	6.888E-12	2.287E+9	   20.0528	   21.3508	    7.7717	  -14.5892	
 -370.0000	6.888E-12	2.055E+9	   20.0528	   21.3508	    7.7717	  -14.5892	
 -375.0000	6.886E-12	2.285E+9	   20.0759	   21.3514	    7.7612	  -14.6050	
 -380.0000	6.885E-12	1.996E+9	   20.0888	   21.3488	    7.7555	  -14.6159	
 -385.0000	6.881E-12	2.364E+9	   20.0785	   21.3515	    7.7562	  -14.6193	
 -390.0000	6.879E-12	2.090E+9	   20.0785	   21.3515	    7.7562	  -14.6128	
 -395.0000	6.881E-12	2.384E+9	   20.0476	   21.3565	    7.7445	  -14.6275	
 -400.0000	6.875E-12	2.080E+9	   20.0064	   21.3455	    7.7400	  -14.6426	
 -410.0000	6.879E-12	2.275E+9	   19.9627	   21.3454	    7.7306	  -14.6575	
 -420.0000	6.869E-12	2.039E+9	   19.9395	   21.3402	    7.7226	  -14.6738	
 -430.0000	6.869E-12	2.367E+9	   19.9189	   21.3421	    7.7144	  -14.6853	
 -440.0000	6.865E-12	2.426E+9	   19.9369	   21.3421	    7.7226	  -14.6724	
 -450.0000	6.865E-12	2.376E+9	   19.9575	   21.3282	    7.7223	  -14.6831	
 -460.0000	6.863E-12	2.108E+9	   20.0013	   21.3390	    7.7176	  -14.6826	
 -470.0000	6.862E-12	2.156E+9	   20.0013	   21.3390	    7.7176	  -14.6826	
 -480.0000	6.859E-12	2.386E+9	   20.0502	   21.3349	    7.7226	  -14.6777	
 -490.0000	6.860E-12	2.418E+9	   20.1197	   21.3433	    7.7170	  -14.6804	
 -500.0000	6.863E-12	2.088E+9	   20.1326	   21.3419	    7.7160	  -14.6829	
 -510.0000	6.860E-12	2.207E+9	   20.1300	   21.3509	    7.7173	  -14.6743	
 -520.0000	6.854E-12	2.189E+9	   20.1068	   21.3463	    7.7062	  -14.6951	
 -530.0000	6.850E-12	2.349E+9	   20.0759	   21.3344	    7.7078	  -14.7014	
 -540.0000	6.852E-12	2.255E+9	   20.0450	   21.3424	    7.7059	  -14.6985	
 -550.0000	6.849E-12	2.177E+9	   20.0450	   21.3424	    7.7059	  -14.6985	
 -560.0000	6.850E-12	2.476E+9	   19.9781	   21.3345	    7.6856	  -14.7362	
 -570.0000	6.853E-12	2.405E+9	   19.9575	   21.3280	    7.6929	  -14.7296	
 -580.0000	6.854E-12	2.288E+9	   19.9524	   21.3231	    7.6847	  -14.7461	
 -590.0000	6.848E-12	2.111E+9	   19.9575	   21.3258	    7.6913	  -14.7337	
 -600.0000	6.850E-12	2.154E+9	   19.9755	   21.3349	    7.6837	  -14.7389	
