38875_048_2-S_HM_XX_Irrad_20min
Date/Time: 4/25/2022 10:37:15 AM
Sensor Name: 38875_048_2-S_HM_XX
Station: Tesla
Annealing Status: 20 min
Environment: -20C
Tester: Eric Spencer
Notes: Irradiated at RINSC

Time Delay per Ramp Step (s): 1.000

CV Time Delay per Measurement (s) :0.500

AC Voltage (V): 0.500

Current Number of measurements per voltage: 4.000

IV Time Delay per Measurement (s) :0.500


BiasVoltage	Bias Current_Avg	Bias Current_0	Bias Current_1	Bias Current_2	Bias Current_3	Temperature	Air_Temp	Humidity	Dewpoint	
  -10.0000	-2.3300E-6	-2.3300E-6	-2.3300E-6	-2.3300E-6	-2.3300E-6	  -19.9000	   26.0184	    1.3844	    0.0000	
  -20.0000	-3.0700E-6	-3.0700E-6	-3.0700E-6	-3.0700E-6	-3.0700E-6	  -19.9000	   26.0184	    1.3844	    0.0000	
  -30.0000	-3.6400E-6	-3.6400E-6	-3.6400E-6	-3.6400E-6	-3.6400E-6	  -19.9000	   26.0184	    1.3844	    0.0000	
  -40.0000	-4.1400E-6	-4.1400E-6	-4.1400E-6	-4.1400E-6	-4.1400E-6	  -19.9000	   26.0184	    1.3844	    0.0000	
  -50.0000	-4.5800E-6	-4.5800E-6	-4.5800E-6	-4.5800E-6	-4.5800E-6	  -19.9000	   26.0184	    1.3844	    0.0000	
  -60.0000	-4.9800E-6	-4.9800E-6	-4.9800E-6	-4.9800E-6	-4.9800E-6	  -19.9000	   26.0184	    1.3844	    0.0000	
  -70.0000	-5.3500E-6	-5.3500E-6	-5.3500E-6	-5.3500E-6	-5.3500E-6	  -19.9000	   26.0184	    1.3844	    0.0000	
  -80.0000	-5.7100E-6	-5.7100E-6	-5.7100E-6	-5.7100E-6	-5.7100E-6	  -19.9000	   26.0184	    1.3844	    0.0000	
  -90.0000	-6.0400E-6	-6.0400E-6	-6.0400E-6	-6.0400E-6	-6.0400E-6	  -19.9000	   26.0184	    1.3844	    0.0000	
 -100.0000	-6.3500E-6	-6.3500E-6	-6.3500E-6	-6.3500E-6	-6.3500E-6	  -19.9000	   26.0184	    1.3844	    0.0000	
 -110.0000	-6.6500E-6	-6.6500E-6	-6.6500E-6	-6.6500E-6	-6.6500E-6	  -19.9000	   26.0184	    1.3844	    0.0000	
 -120.0000	-6.9300E-6	-6.9300E-6	-6.9300E-6	-6.9300E-6	-6.9300E-6	  -19.9000	   26.0184	    1.3844	    0.0000	
 -130.0000	-7.2200E-6	-7.2200E-6	-7.2200E-6	-7.2200E-6	-7.2200E-6	  -19.9000	   26.0184	    1.3844	    0.0000	
 -140.0000	-7.4900E-6	-7.4900E-6	-7.4900E-6	-7.4900E-6	-7.4900E-6	  -19.9000	   26.0184	    1.3844	    0.0000	
 -150.0000	-7.7500E-6	-7.7500E-6	-7.7500E-6	-7.7500E-6	-7.7500E-6	  -19.9000	   26.0184	    1.3844	    0.0000	
 -160.0000	-8.0000E-6	-8.0000E-6	-8.0000E-6	-8.0000E-6	-8.0000E-6	  -19.9000	   26.0184	    1.3844	    0.0000	
 -170.0000	-8.2400E-6	-8.2400E-6	-8.2400E-6	-8.2400E-6	-8.2400E-6	  -19.9000	   26.0184	    1.3844	    0.0000	
 -180.0000	-8.4900E-6	-8.4900E-6	-8.4900E-6	-8.4900E-6	-8.4900E-6	  -19.9000	   26.0184	    1.3844	    0.0000	
 -190.0000	-8.7200E-6	-8.7200E-6	-8.7200E-6	-8.7200E-6	-8.7200E-6	  -19.9000	   26.0184	    1.3844	    0.0000	
 -200.0000	-8.9500E-6	-8.9500E-6	-8.9500E-6	-8.9500E-6	-8.9500E-6	  -19.9000	   26.0184	    1.3844	    0.0000	
