#Open Capacitance 1000Hz:Not Measured
#Open Capacitance 1000000Hz:4.305150E-12
#38695_044_2-S_HM_XX_Unirrad_Interstrip
#Date/Time: 2/8/2022 5:40:19 PM
#Sensor Name: 38695_044_2-S_HM_XX
#Station: Tesla
#Annealing Status: Not Irradiated
#Environment: 23.5C
#Tester: Eric Spencer

#Notes: cleaved at Brown

#Time Delay per Ramp Step (s): 0.000

#Time Delay per Measurement (s) :0.000

#Number of measurements per voltage: 0.000



Strip 	Time	RH	ChuckT	AirT	Global Current	Interstrip C	I_InterstripR_V-0.0	I_InterstripR_V-2.5	I_InterstripR_V-5.0
1	3727204897.860626	1.107626	20.000000	29.986410	-2.740000E-9	5.307650E-12	-2.698819E-11	-4.274709E-11	-5.551565E-11
2	3727204920.670878	1.111881	20.000000	30.002678	-2.730000E-9	5.368720E-12	-2.553399E-11	-4.028664E-11	-5.296748E-11
3	3727204943.859867	1.120041	20.000000	30.019286	-2.730000E-9	5.389690E-12	-2.617820E-11	-4.011697E-11	-5.344341E-11
4	3727204966.946753	1.108146	20.000000	30.029590	-2.740000E-9	5.397940E-12	-2.997812E-11	-4.617617E-11	-5.976025E-11
5	3727204990.167022	1.125878	20.000000	30.048475	-2.730000E-9	5.401470E-12	-2.741567E-11	-4.168299E-11	-5.394654E-11
6	3727205013.230544	1.125186	20.000000	30.047901	-2.720000E-9	5.403150E-12	-2.699248E-11	-3.936849E-11	-5.520815E-11
7	3727205036.177417	1.129360	20.000000	30.052855	-2.730000E-9	5.402590E-12	-2.783966E-11	-4.287956E-11	-5.445704E-11
8	3727205059.517611	1.116949	20.000000	30.060761	-2.730000E-9	5.401840E-12	-2.598518E-11	-4.029481E-11	-5.402320E-11
9	3727205082.590063	1.108663	20.000000	30.071603	-2.730000E-9	5.402200E-12	-2.553970E-11	-4.082961E-11	-5.333793E-11
10	3727205105.537980	1.120662	20.000000	30.059613	-2.730000E-9	5.402850E-12	-2.550864E-11	-4.096680E-11	-5.687493E-11
11	3727205128.468162	1.119485	20.000000	30.066904	-2.730000E-9	5.402970E-12	-2.670317E-11	-3.899763E-11	-5.372289E-11
12	3727205151.540366	1.124723	20.000000	30.079527	-2.730000E-9	5.403020E-12	-2.194585E-11	-3.734147E-11	-5.268085E-11
13	3727205174.627061	1.116567	20.000000	30.073761	-2.730000E-9	5.402770E-12	-2.680661E-11	-4.016701E-11	-5.366275E-11
14	3727205197.615202	1.102606	20.000000	30.093161	-2.730000E-9	5.402260E-12	-2.498484E-11	-3.843642E-11	-5.259967E-11
15	3727205220.561555	1.095617	20.000000	30.084501	-2.730000E-9	5.402900E-12	-2.794188E-11	-4.218444E-11	-5.543177E-11
16	3727205243.506284	1.105600	20.000000	30.084958	-2.730000E-9	5.403010E-12	-2.778404E-11	-4.082062E-11	-5.473648E-11
17	3727205266.437350	1.101194	20.000000	30.086740	-2.730000E-9	5.403450E-12	-2.513040E-11	-4.036042E-11	-5.360387E-11
18	3727205289.387105	1.101331	20.000000	30.090922	-2.720000E-9	5.403100E-12	-2.334340E-11	-3.897389E-11	-5.283292E-11
