#Open Capacitance 1000Hz:4.509470E-12
#Open Capacitance 1000000Hz:Not Measured
#36697_036_PSS_HM_X_Irrad_Single
#Date/Time: 11/11/2021 11:33:32 AM
#Sensor Name: 36697_036_PSS_HM_X
#Type: P
#Annealing Status: 20 min
#Environment: -20C
#Tester: Eric Spencer

#Notes: Irradiated 56 minutes at RINSC

#Time Delay per Ramp Step (s): 0.000

#Time Delay per Measurement (s) :0.000

#Number of measurements per voltage: 0.000



Strip 	Time	RH	ChuckT	AirT	Global Current	Pinhole	Coupling Cap	Istrip_0	Istrip_1	Istrip_2	Istrip_3	Istrip_Mean	Istrip_Median	I_RBias_V-5.0
1	3719493282.095767	1.252691	24.747478	25.397657	-2.796500E-5	-4.787827E-11	8.904560E-11	-4.116474E-7	-4.116238E-7	-4.116132E-7	-4.116090E-7	-4.116234E-7	-4.116185E-7	-2.206059E-6
2	3719493298.359697	1.242481	24.701184	25.393613	-2.795300E-5	-5.008120E-11	8.903110E-11	-4.065721E-7	-4.065586E-7	-4.065517E-7	-4.065529E-7	-4.065588E-7	-4.065557E-7	-2.214683E-6
3	3719493314.423782	1.232255	24.658639	25.364086	-2.796100E-5	-4.657646E-11	8.901880E-11	-4.046147E-7	-4.046143E-7	-4.045998E-7	-4.045946E-7	-4.046059E-7	-4.046071E-7	-2.222085E-6
4	3719493330.472293	1.245139	24.648455	25.354278	-2.794900E-5	-4.742760E-11	8.900690E-11	-4.036760E-7	-4.036934E-7	-4.036926E-7	-4.036844E-7	-4.036866E-7	-4.036885E-7	-2.219395E-6
5	3719493346.495271	1.243636	24.632738	25.343616	-2.793800E-5	-4.712722E-11	8.899370E-11	-4.030662E-7	-4.030613E-7	-4.030530E-7	-4.030443E-7	-4.030562E-7	-4.030571E-7	-2.222232E-6
6	3719493362.528007	1.230667	24.633314	25.336047	-2.792500E-5	-4.978079E-11	8.898350E-11	-4.024304E-7	-4.024180E-7	-4.023920E-7	-4.023800E-7	-4.024051E-7	-4.024050E-7	-2.220952E-6
7	3719493378.550749	1.218237	24.643995	25.324117	-2.791800E-5	-4.497424E-11	8.897520E-11	-4.020946E-7	-4.020819E-7	-4.020853E-7	-4.020983E-7	-4.020900E-7	-4.020899E-7	-2.221730E-6
8	3719493394.587330	1.220546	24.613834	25.312940	-2.791600E-5	-4.958047E-11	8.896820E-11	-4.017269E-7	-4.017198E-7	-4.017135E-7	-4.017081E-7	-4.017171E-7	-4.017166E-7	-2.222079E-6
9	3719493410.601543	1.217837	24.583595	25.318468	-2.791300E-5	-4.912983E-11	8.896310E-11	-4.014562E-7	-4.014454E-7	-4.014345E-7	-4.014324E-7	-4.014421E-7	-4.014399E-7	-2.221222E-6
10	3719493426.660816	1.233848	24.561358	25.318727	-2.790900E-5	-4.707708E-11	8.896350E-11	-4.011938E-7	-4.011943E-7	-4.012010E-7	-4.012028E-7	-4.011980E-7	-4.011977E-7	-2.221790E-6
11	3719493442.690261	1.243818	24.550579	25.315714	-2.791300E-5	-4.582537E-11	8.895210E-11	-4.010110E-7	-4.010352E-7	-4.010274E-7	-4.010334E-7	-4.010268E-7	-4.010304E-7	-2.220490E-6
12	3719493458.728246	1.244960	24.591540	25.304577	-2.791300E-5	-4.752763E-11	8.895160E-11	-4.007653E-7	-4.007553E-7	-4.007419E-7	-4.007475E-7	-4.007525E-7	-4.007514E-7	-2.220561E-6
13	3719493474.762798	1.218636	24.572200	25.306657	-2.792300E-5	-4.958042E-11	8.894650E-11	-4.005353E-7	-4.005363E-7	-4.005367E-7	-4.005307E-7	-4.005347E-7	-4.005358E-7	-2.222795E-6
14	3719493490.810391	1.221346	24.626694	25.294868	-2.792200E-5	-4.938011E-11	8.893840E-11	-4.001687E-7	-4.001631E-7	-4.001533E-7	-4.001465E-7	-4.001579E-7	-4.001582E-7	-2.219188E-6
15	3719493506.863861	1.232830	24.618847	25.293065	-2.791500E-5	-4.787808E-11	8.893090E-11	-3.998156E-7	-3.998163E-7	-3.998331E-7	-3.998379E-7	-3.998257E-7	-3.998247E-7	-2.223012E-6
16	3719493522.898441	1.235336	24.593997	25.285849	-2.791400E-5	-4.767779E-11	8.892730E-11	-3.994722E-7	-3.994636E-7	-3.994586E-7	-3.994507E-7	-3.994613E-7	-3.994611E-7	-2.226417E-6
17	3719493539.091540	1.237448	24.572081	25.290429	-2.791400E-5	-5.038140E-11	8.892080E-11	-3.991611E-7	-3.991485E-7	-3.991427E-7	-3.991376E-7	-3.991475E-7	-3.991456E-7	-2.225294E-6
18	3719493555.371409	1.235268	24.559932	25.288545	-2.790900E-5	-4.988078E-11	8.891560E-11	-3.988430E-7	-3.988303E-7	-3.988258E-7	-3.988199E-7	-3.988298E-7	-3.988280E-7	-2.227835E-6
19	3719493571.121655	1.224535	24.514236	25.279548	-2.791700E-5	-4.902953E-11	8.890830E-11	-3.985900E-7	-3.985872E-7	-3.985730E-7	-3.985683E-7	-3.985796E-7	-3.985801E-7	-2.225706E-6
20	3719493587.306847	1.222073	24.498164	25.272158	-2.791100E-5	-4.712701E-11	8.890560E-11	-3.981136E-7	-3.981262E-7	-3.981458E-7	-3.981592E-7	-3.981362E-7	-3.981360E-7	-2.225683E-6
21	3719493603.161953	1.243428	24.467449	25.276496	-2.791800E-5	-5.058160E-11	8.889740E-11	-3.979177E-7	-3.979091E-7	-3.979065E-7	-3.979114E-7	-3.979112E-7	-3.979103E-7	-2.227610E-6
22	3719493619.200462	1.233497	24.455361	25.267143	-2.791800E-5	-4.292132E-11	8.889380E-11	-3.976931E-7	-3.976866E-7	-3.976918E-7	-3.977042E-7	-3.976939E-7	-3.976924E-7	-2.225314E-6
23	3719493635.247947	1.225341	24.529018	25.264805	-2.792200E-5	-4.953020E-11	8.889120E-11	-3.974230E-7	-3.974240E-7	-3.974241E-7	-3.974352E-7	-3.974266E-7	-3.974240E-7	-2.226417E-6
24	3719493651.290419	1.220526	24.470283	25.297145	-2.792000E-5	-4.737731E-11	8.888260E-11	-3.971922E-7	-3.971774E-7	-3.971684E-7	-3.971628E-7	-3.971752E-7	-3.971729E-7	-2.227770E-6
25	3719493667.325962	1.221327	24.396821	25.275605	-2.791800E-5	-4.692666E-11	8.887770E-11	-3.968213E-7	-3.968058E-7	-3.967932E-7	-3.967778E-7	-3.967995E-7	-3.967995E-7	-2.226348E-6
26	3719493683.368461	1.215582	24.401023	25.257156	-2.791100E-5	-5.158292E-11	8.887460E-11	-3.964610E-7	-3.964444E-7	-3.964318E-7	-3.964286E-7	-3.964415E-7	-3.964381E-7	-2.226266E-6
27	3719493699.410930	1.216159	24.447990	25.247862	-2.790200E-5	-4.457349E-11	8.887270E-11	-3.960386E-7	-3.960543E-7	-3.960635E-7	-3.960608E-7	-3.960543E-7	-3.960575E-7	-2.225999E-6
28	3719493715.454427	1.229942	24.430868	25.243839	-2.790500E-5	-5.213369E-11	8.886620E-11	-3.958058E-7	-3.958104E-7	-3.958224E-7	-3.958437E-7	-3.958206E-7	-3.958164E-7	-2.225109E-6
29	3719493731.506915	1.228158	24.440855	25.243483	-2.790800E-5	-4.297131E-11	8.885940E-11	-3.956169E-7	-3.956300E-7	-3.956408E-7	-3.956480E-7	-3.956339E-7	-3.956354E-7	-2.230548E-6
30	3719493747.543386	1.228808	24.415429	25.237003	-2.791400E-5	-5.258416E-11	8.885470E-11	-3.953911E-7	-3.953837E-7	-3.953821E-7	-3.953890E-7	-3.953865E-7	-3.953863E-7	-2.233103E-6
31	3719493763.586902	1.230667	24.453556	25.225312	-2.792600E-5	-4.667629E-11	8.884700E-11	-3.950381E-7	-3.950426E-7	-3.950502E-7	-3.950590E-7	-3.950475E-7	-3.950464E-7	-2.234441E-6
32	3719493779.647310	1.223487	24.489426	25.231434	-2.792400E-5	-4.807814E-11	8.884470E-11	-3.948159E-7	-3.948092E-7	-3.948089E-7	-3.948101E-7	-3.948110E-7	-3.948096E-7	-2.236180E-6
33	3719493795.684834	1.226499	24.451218	25.225013	-2.792700E-5	-4.922965E-11	8.883820E-11	-3.944844E-7	-3.944841E-7	-3.944913E-7	-3.944976E-7	-3.944894E-7	-3.944878E-7	-2.235923E-6
34	3719493811.723363	1.225667	24.449317	25.217782	-2.792600E-5	-5.203342E-11	8.883350E-11	-3.941610E-7	-3.941478E-7	-3.941462E-7	-3.941458E-7	-3.941502E-7	-3.941470E-7	-2.235889E-6
35	3719493827.767872	1.219822	24.402906	25.204325	-2.792900E-5	-4.937981E-11	8.882620E-11	-3.936922E-7	-3.936874E-7	-3.936765E-7	-3.936730E-7	-3.936823E-7	-3.936819E-7	-2.233597E-6
36	3719493843.820331	1.218061	24.409564	25.202223	-2.791700E-5	-5.033114E-11	8.882020E-11	-3.932199E-7	-3.932057E-7	-3.931955E-7	-3.931928E-7	-3.932035E-7	-3.932006E-7	-2.232892E-6
37	3719493859.862787	1.210079	24.446304	25.217997	-2.790400E-5	-4.812816E-11	8.881950E-11	-3.927242E-7	-3.927292E-7	-3.927264E-7	-3.927306E-7	-3.927276E-7	-3.927278E-7	-2.233592E-6
38	3719493875.912284	1.201396	24.442044	25.196657	-2.790400E-5	-4.817819E-11	8.881330E-11	-3.923636E-7	-3.923539E-7	-3.923470E-7	-3.923555E-7	-3.923550E-7	-3.923547E-7	-2.233375E-6
39	3719493891.961751	1.211458	24.535379	25.193288	-2.789300E-5	-4.882905E-11	8.880840E-11	-3.918021E-7	-3.917969E-7	-3.918132E-7	-3.918079E-7	-3.918050E-7	-3.918050E-7	-2.233518E-6
40	3719493908.152844	1.206969	24.590868	25.188906	-2.787600E-5	-4.862881E-11	8.880280E-11	-3.914211E-7	-3.914088E-7	-3.913957E-7	-3.913936E-7	-3.914048E-7	-3.914022E-7	-2.236646E-6
41	3719493924.010787	1.200023	24.557891	25.185104	-2.787100E-5	-4.882905E-11	8.879850E-11	-3.910311E-7	-3.910188E-7	-3.910170E-7	-3.910203E-7	-3.910218E-7	-3.910196E-7	-2.238196E-6
42	3719493940.043329	1.203622	24.500621	25.168873	-2.786200E-5	-4.577495E-11	8.879320E-11	-3.905157E-7	-3.905137E-7	-3.905043E-7	-3.904980E-7	-3.905079E-7	-3.905090E-7	-2.245346E-6
43	3719493956.098779	1.204772	24.480270	25.180405	-2.785600E-5	-4.782769E-11	8.879220E-11	-3.901124E-7	-3.901152E-7	-3.901250E-7	-3.901311E-7	-3.901209E-7	-3.901201E-7	-2.246610E-6
44	3719493972.149214	1.193182	24.485304	25.183816	-2.785600E-5	-4.762742E-11	8.878400E-11	-3.899112E-7	-3.899144E-7	-3.899112E-7	-3.899105E-7	-3.899118E-7	-3.899112E-7	-2.246833E-6
45	3719493988.216664	1.190071	24.464891	25.168774	-2.785800E-5	-4.877895E-11	8.878380E-11	-3.895076E-7	-3.895112E-7	-3.895146E-7	-3.895144E-7	-3.895119E-7	-3.895128E-7	-2.246835E-6
46	3719494004.258121	1.205661	24.436535	25.161758	-2.785300E-5	-4.727692E-11	8.878210E-11	-3.892252E-7	-3.892141E-7	-3.892136E-7	-3.892122E-7	-3.892163E-7	-3.892139E-7	-2.247863E-6
47	3719494020.328530	1.206948	24.433423	25.155774	-2.785400E-5	-4.802791E-11	8.877500E-11	-3.889117E-7	-3.889210E-7	-3.889202E-7	-3.889087E-7	-3.889154E-7	-3.889159E-7	-2.246412E-6
48	3719494036.376041	1.196122	24.440577	25.151771	-2.785300E-5	-4.832828E-11	8.876830E-11	-3.885118E-7	-3.884995E-7	-3.884896E-7	-3.884916E-7	-3.884981E-7	-3.884956E-7	-2.246189E-6
49	3719494052.439462	1.202222	24.421216	25.137205	-2.784900E-5	-5.153259E-11	8.876460E-11	-3.881624E-7	-3.881660E-7	-3.881586E-7	-3.881732E-7	-3.881650E-7	-3.881642E-7	-2.250606E-6
50	3719494068.489066	1.203080	24.434057	25.152683	-2.784600E-5	-4.892910E-11	8.875800E-11	-3.877411E-7	-3.877425E-7	-3.877495E-7	-3.877530E-7	-3.877465E-7	-3.877460E-7	-2.250027E-6
51	3719494084.525555	1.207291	24.465268	25.141725	-2.784200E-5	-4.937967E-11	8.875100E-11	-3.870377E-7	-3.870209E-7	-3.870299E-7	-3.870525E-7	-3.870352E-7	-3.870338E-7	-2.251678E-6
52	3719494100.713643	1.205524	24.448265	25.149392	-2.784500E-5	-5.248383E-11	8.874910E-11	-3.870461E-7	-3.870460E-7	-3.870411E-7	-3.870269E-7	-3.870400E-7	-3.870436E-7	-2.252847E-6
53	3719494116.933647	1.204114	24.476306	25.118777	-2.784200E-5	-5.003050E-11	8.874820E-11	-3.865218E-7	-3.865081E-7	-3.865086E-7	-3.865074E-7	-3.865115E-7	-3.865083E-7	-2.254987E-6
54	3719494132.821504	1.202291	24.457758	25.118083	-2.783200E-5	-4.942973E-11	8.874180E-11	-3.861130E-7	-3.861079E-7	-3.861027E-7	-3.861058E-7	-3.861074E-7	-3.861069E-7	-2.257892E-6
