#Open Capacitance 1000Hz:4.469210E-12
#Open Capacitance 1000000Hz:Not Measured
#38695_044_2-S_HM_XX_Irrad_20min_Single
#Date/Time: 3/10/2022 2:51:42 PM
#Sensor Name: 38695_044_2-S_HM_XX
#Station: Tesla
#Annealing Status: 20 min
#Environment: -20C
#Tester: Eric Spencer

#Notes: Irradiated 24 m at RINSC

#Time Delay per Ramp Step (s): 0.000

#Time Delay per Measurement (s) :0.000

#Number of measurements per voltage: 0.000



Strip 	Time	RH	ChuckT	AirT	Global Current	Pinhole	Coupling Cap	Istrip_0	Istrip_1	Istrip_2	Istrip_3	Istrip_Mean	Istrip_Median	I_RBias_V-1.0	I_RBias_V-5.0
1	3729786781.907855	1.211167	-20.000000	24.049434	-1.148300E-5	-5.333306E-11	8.041550E-11	-1.580961E-7	-1.581117E-7	-1.581363E-7	-1.581533E-7	-1.581244E-7	-1.581240E-7	-3.981219E-7	-2.622584E-6
2	3729786798.340261	1.218991	-20.000000	24.040951	-1.147600E-5	-5.098001E-11	8.042080E-11	-1.558737E-7	-1.558760E-7	-1.558717E-7	-1.558644E-7	-1.558714E-7	-1.558727E-7	-4.011333E-7	-2.628597E-6
3	3729786814.339985	1.220509	-20.000000	24.040535	-1.147900E-5	-5.087989E-11	8.042600E-11	-1.546656E-7	-1.546441E-7	-1.546302E-7	-1.546323E-7	-1.546431E-7	-1.546382E-7	-4.014522E-7	-2.625460E-6
4	3729786830.198648	1.225308	-20.000000	24.035125	-1.147300E-5	-5.238185E-11	8.042590E-11	-1.541989E-7	-1.541888E-7	-1.541836E-7	-1.541882E-7	-1.541899E-7	-1.541885E-7	-4.020054E-7	-2.626456E-6
5	3729786846.417495	1.220607	-20.000000	24.021868	-1.147100E-5	-5.233178E-11	8.042450E-11	-1.541070E-7	-1.541100E-7	-1.541201E-7	-1.541138E-7	-1.541127E-7	-1.541119E-7	-4.021232E-7	-2.626540E-6
6	3729786862.266097	1.223642	-20.000000	24.041605	-1.147000E-5	-5.188116E-11	8.042460E-11	-1.539930E-7	-1.539894E-7	-1.539850E-7	-1.539905E-7	-1.539895E-7	-1.539899E-7	-4.023697E-7	-2.627516E-6
7	3729786878.454987	1.231219	-20.000000	24.036413	-1.146300E-5	-5.333309E-11	8.042060E-11	-1.539592E-7	-1.539511E-7	-1.539408E-7	-1.539448E-7	-1.539490E-7	-1.539480E-7	-4.016776E-7	-2.623856E-6
8	3729786894.494742	1.233248	-20.000000	24.033797	-1.146600E-5	-4.957819E-11	8.041750E-11	-1.540062E-7	-1.540081E-7	-1.540095E-7	-1.540093E-7	-1.540083E-7	-1.540087E-7	-4.012355E-7	-2.621608E-6
9	3729786910.449077	1.231121	-20.000000	24.042397	-1.146300E-5	-4.932790E-11	8.041470E-11	-1.539734E-7	-1.539737E-7	-1.539744E-7	-1.539755E-7	-1.539743E-7	-1.539740E-7	-4.017900E-7	-2.624385E-6
10	3729786926.438536	1.238061	-20.000000	24.048699	-1.146500E-5	-4.907756E-11	8.041830E-11	-1.540381E-7	-1.540296E-7	-1.540295E-7	-1.540325E-7	-1.540324E-7	-1.540311E-7	-4.013654E-7	-2.622549E-6
11	3729786942.648326	1.231524	-20.000000	24.044618	-1.146900E-5	-5.668737E-11	8.041430E-11	-1.540709E-7	-1.540777E-7	-1.540791E-7	-1.540786E-7	-1.540766E-7	-1.540781E-7	-4.015926E-7	-2.624054E-6
12	3729786958.599853	1.222139	-20.000000	24.030390	-1.147100E-5	-4.937798E-11	8.041510E-11	-1.540808E-7	-1.540694E-7	-1.540724E-7	-1.540757E-7	-1.540746E-7	-1.540741E-7	-4.011772E-7	-2.621670E-6
13	3729786974.715608	1.232384	-20.000000	24.029795	-1.146500E-5	-5.468479E-11	8.041700E-11	-1.540500E-7	-1.540537E-7	-1.540585E-7	-1.540545E-7	-1.540542E-7	-1.540541E-7	-4.010258E-7	-2.620814E-6
