#Open Capacitance 1000Hz:Not Measured
#Open Capacitance 1000000Hz:4.336680E-12
#34253_037_PSS_XX_HM_IrradSensor_Interstrip
#Date/Time: 5/27/2021 3:08:58 PM
#Sensor Name: 34253_037_PSS_XX_HM_IrradSensor
#Type: P
#Annealing Status: 1100 minutes
#Environment: -20C
#Tester: Eric Spencer

#Notes: Irradiated at 1.1e15 at RINSC.  Annealed in Alibava

#Time Delay per Ramp Step (s): 0.000

#Time Delay per Measurement (s) :0.000

#Number of measurements per voltage: 0.000



Strip 	Time	RH	ChuckT	AirT	Global Current	Interstrip C	I_InterstripR_V-0.0	I_InterstripR_V-1.0	I_InterstripR_V-2.0	I_InterstripR_V-3.0	I_InterstripR_V-4.0	I_InterstripR_V-5.0
1	3704987405.330237	2.714861	-20.000000	25.330873	-1.413900E-5	5.339130E-12	-1.963655E-7	-1.963655E-7	-1.970732E-7	-1.974013E-7	-1.976373E-7	-1.979760E-7
2	3704987438.403714	2.658699	-20.000000	25.333291	-1.413300E-5	5.404940E-12	-1.954052E-7	-1.956695E-7	-1.959362E-7	-1.962199E-7	-1.965996E-7	-1.968809E-7
3	3704987471.267196	2.630369	-20.000000	25.325127	-1.405500E-5	5.425780E-12	-1.953312E-7	-1.956449E-7	-1.959277E-7	-1.962112E-7	-1.964818E-7	-1.968316E-7
4	3704987503.283850	2.730644	-20.000000	25.326831	-1.406600E-5	5.431320E-12	-1.954298E-7	-1.958362E-7	-1.960740E-7	-1.963807E-7	-1.966804E-7	-1.970195E-7
5	3704987535.318451	2.603397	-20.000000	25.327405	-1.406800E-5	5.434740E-12	-1.956170E-7	-1.958841E-7	-1.962537E-7	-1.965343E-7	-1.968797E-7	-1.972596E-7
6	3704987567.348015	2.698086	-20.000000	25.318449	-1.406800E-5	5.436920E-12	-1.958217E-7	-1.961558E-7	-1.964370E-7	-1.968104E-7	-1.971477E-7	-1.975085E-7
7	3704987599.214633	2.526911	-20.000000	25.304657	-1.410900E-5	5.437430E-12	-1.961236E-7	-1.964495E-7	-1.967680E-7	-1.970731E-7	-1.973248E-7	-1.976997E-7
8	3704987631.164824	2.617807	-20.000000	25.295839	-1.412200E-5	5.437070E-12	-1.963509E-7	-1.967417E-7	-1.969704E-7	-1.972757E-7	-1.975834E-7	-1.978324E-7
9	3704987663.201334	2.660568	-20.000000	25.311514	-1.411800E-5	5.437070E-12	-1.964526E-7	-1.968791E-7	-1.972086E-7	-1.974737E-7	-1.978146E-7	-1.980825E-7
10	3704987695.202652	2.747394	-20.000000	25.281829	-1.411200E-5	5.436130E-12	-1.965826E-7	-1.969501E-7	-1.972202E-7	-1.975508E-7	-1.978767E-7	-1.981925E-7
11	3704987727.391978	2.593386	-20.000000	25.279668	-1.409100E-5	5.436220E-12	-1.968852E-7	-1.971623E-7	-1.975056E-7	-1.978887E-7	-1.981814E-7	-1.985112E-7
12	3704987759.727812	2.597471	-20.000000	25.277548	-1.411300E-5	5.436000E-12	-1.969935E-7	-1.973583E-7	-1.976606E-7	-1.979869E-7	-1.983623E-7	-1.986536E-7
13	3704987792.899648	2.565496	-20.000000	25.261475	-1.411400E-5	5.437200E-12	-1.971002E-7	-1.973851E-7	-1.977177E-7	-1.980902E-7	-1.983763E-7	-1.986998E-7
14	3704987825.706886	2.538065	-20.000000	25.263816	-1.410000E-5	5.436770E-12	-1.973721E-7	-1.976674E-7	-1.980682E-7	-1.983533E-7	-1.986852E-7	-1.990468E-7
15	3704987859.092445	2.588364	-20.000000	25.243068	-1.410400E-5	5.437950E-12	-1.975834E-7	-1.978792E-7	-1.981872E-7	-1.986421E-7	-1.989491E-7	-1.993135E-7
16	3704987892.506702	2.597714	-20.000000	25.233535	-1.406300E-5	5.438450E-12	-1.977929E-7	-1.981145E-7	-1.984487E-7	-1.988646E-7	-1.991551E-7	-1.995274E-7
17	3704987925.764061	2.676267	-20.000000	25.228600	-1.411000E-5	5.437180E-12	-1.979713E-7	-1.983576E-7	-1.986497E-7	-1.989338E-7	-1.992950E-7	-1.996707E-7
18	3704987960.076626	2.639561	-20.000000	25.217462	-1.409900E-5	5.437500E-12	-1.980197E-7	-1.983218E-7	-1.986536E-7	-1.991299E-7	-1.994540E-7	-1.997368E-7
19	3704987994.047397	2.712963	-20.000000	25.211260	-1.410200E-5	5.439950E-12	-1.985625E-7	-1.989190E-7	-1.993738E-7	-1.997136E-7	-2.000850E-7	-2.004293E-7
20	3704988028.054294	2.787538	-20.000000	25.201174	-1.410700E-5	5.437730E-12	-1.985934E-7	-1.989605E-7	-1.992360E-7	-1.995440E-7	-2.000274E-7	-2.003227E-7
21	3704988062.673044	2.569350	-20.000000	25.194971	-1.407600E-5	5.438120E-12	-1.987968E-7	-1.991306E-7	-1.994611E-7	-1.998962E-7	-2.001930E-7	-2.005764E-7
22	3704988096.344284	2.700283	-20.000000	25.187501	-1.410700E-5	5.440490E-12	-1.991808E-7	-1.994714E-7	-1.997754E-7	-2.001339E-7	-2.004034E-7	-2.008034E-7
23	3704988130.076392	2.732863	-20.000000	25.173491	-1.410800E-5	5.439480E-12	-1.990239E-7	-1.993855E-7	-1.997244E-7	-1.999696E-7	-2.003980E-7	-2.006053E-7
24	3704988164.416842	2.707843	-20.000000	25.165444	-1.409800E-5	5.439230E-12	-1.991694E-7	-1.994649E-7	-1.997756E-7	-2.001523E-7	-2.005725E-7	-2.008034E-7
25	3704988198.292142	2.655416	-20.000000	25.158231	-1.409100E-5	5.438240E-12	-1.992724E-7	-1.996206E-7	-1.999398E-7	-2.003459E-7	-2.006994E-7	-2.010627E-7
26	3704988232.302917	2.677262	-20.000000	25.147808	-1.409400E-5	5.442920E-12	-1.997151E-7	-2.001097E-7	-2.004442E-7	-2.007187E-7	-2.010891E-7	-2.013623E-7
27	3704988265.616082	2.692260	-20.000000	25.154408	-1.409300E-5	5.438970E-12	-1.998179E-7	-2.002078E-7	-2.005606E-7	-2.008905E-7	-2.011807E-7	-2.015647E-7
28	3704988298.351376	2.811375	-20.000000	25.151374	-1.410000E-5	5.439030E-12	-2.001211E-7	-2.005218E-7	-2.009024E-7	-2.011690E-7	-2.014623E-7	-2.017827E-7
29	3704988331.218211	2.765350	-20.000000	25.145766	-1.410000E-5	5.440120E-12	-2.001878E-7	-2.005312E-7	-2.009228E-7	-2.011168E-7	-2.015167E-7	-2.017688E-7
30	3704988364.319946	2.761978	-20.000000	25.123673	-1.409300E-5	5.437500E-12	-2.002907E-7	-2.005817E-7	-2.009515E-7	-2.012345E-7	-2.016150E-7	-2.019141E-7
31	3704988396.998002	2.632186	-20.000000	25.118005	-1.407400E-5	5.438920E-12	-2.003297E-7	-2.005795E-7	-2.009737E-7	-2.013143E-7	-2.015744E-7	-2.018503E-7
