34252_001_PSS_HM_XX_IrradSensor
Date/Time: 4/23/2021 2:53:26 PM
Sensor Name: 34252_001_PSS_HM_XX_IrradSensor
Type: P
Annealing Status: Not Irradiated
Environment: RT
Tester: Eric Spencer
Notes: 

Time Delay per Ramp Step (s): 0.500

CV Time Delay per Measurement (s) :0.500

AC Voltage (V): 0.500

Current Number of measurements per voltage: 4.000

IV Time Delay per Measurement (s) :0.500


BiasVoltage	LCR_Cp_freq1000.0	LCR_G_freq1000.0	Temperature	Air_Temp	Humidity	Dewpoint	
   -5.0000	4.816E-10	6.353E-7	   27.8198	   26.4613	    3.4788	    0.0000	
  -10.0000	3.200E-10	1.166E-7	   27.8198	   26.4613	    3.4788	    0.0000	
  -15.0000	2.583E-10	8.153E-8	   27.8198	   26.4613	    3.4788	    0.0000	
  -20.0000	2.216E-10	6.017E-8	   27.8198	   26.4613	    3.4788	    0.0000	
  -25.0000	1.948E-10	6.017E-8	   27.8198	   26.4613	    3.4788	    0.0000	
  -30.0000	1.782E-10	5.435E-8	   27.8198	   26.4613	    3.4788	    0.0000	
  -35.0000	1.635E-10	4.759E-8	   27.8198	   26.4613	    3.4788	    0.0000	
  -40.0000	1.518E-10	3.966E-8	   27.8198	   26.4613	    3.4788	    0.0000	
  -45.0000	1.416E-10	4.026E-8	   27.8198	   26.4613	    3.4788	    0.0000	
  -50.0000	1.326E-10	3.217E-8	   27.8198	   26.4613	    3.4788	    0.0000	
  -55.0000	1.265E-10	3.748E-8	   27.8198	   26.4613	    3.4788	    0.0000	
  -60.0000	1.211E-10	3.156E-8	   27.8198	   26.4613	    3.4788	    0.0000	
  -65.0000	1.171E-10	3.640E-8	   27.8198	   26.4613	    3.4788	    0.0000	
  -70.0000	1.125E-10	2.960E-8	   27.8198	   26.4613	    3.4788	    0.0000	
  -75.0000	1.084E-10	3.833E-8	   27.8198	   26.4613	    3.4788	    0.0000	
  -80.0000	1.013E-10	4.263E-8	   27.8198	   26.4613	    3.4788	    0.0000	
  -85.0000	9.800E-11	2.773E-8	   27.8198	   26.4613	    3.4788	    0.0000	
  -90.0000	9.485E-11	2.507E-8	   27.8198	   26.4613	    3.4788	    0.0000	
  -95.0000	9.303E-11	2.583E-8	   27.8198	   26.4613	    3.4788	    0.0000	
 -100.0000	9.107E-11	2.818E-8	   27.8198	   26.4613	    3.4788	    0.0000	
 -105.0000	8.843E-11	3.035E-8	   27.8198	   26.4613	    3.4788	    0.0000	
 -110.0000	8.626E-11	2.621E-8	   27.8198	   26.4613	    3.4788	    0.0000	
 -115.0000	8.484E-11	2.488E-8	   27.8198	   26.4613	    3.4788	    0.0000	
 -120.0000	8.348E-11	2.917E-8	   27.8198	   26.4613	    3.4788	    0.0000	
 -125.0000	8.223E-11	2.358E-8	   27.8198	   26.4613	    3.4788	    0.0000	
 -130.0000	7.962E-11	2.275E-8	   27.8198	   26.4613	    3.4788	    0.0000	
 -135.0000	7.880E-11	2.973E-8	   27.8198	   26.4613	    3.4788	    0.0000	
 -140.0000	7.781E-11	2.281E-8	   27.8198	   26.4613	    3.4788	    0.0000	
 -145.0000	7.643E-11	2.642E-8	   27.8198	   26.4613	    3.4788	    0.0000	
 -150.0000	7.525E-11	2.741E-8	   27.8198	   26.4613	    3.4788	    0.0000	
 -155.0000	7.362E-11	2.784E-8	   27.8198	   26.4613	    3.4788	    0.0000	
 -160.0000	7.239E-11	2.577E-8	   27.8198	   26.4613	    3.4788	    0.0000	
 -165.0000	7.078E-11	2.127E-8	   27.8198	   26.4613	    3.4788	    0.0000	
 -170.0000	6.998E-11	2.025E-8	   27.8198	   26.4613	    3.4788	    0.0000	
 -175.0000	7.012E-11	1.959E-8	   27.8198	   26.4613	    3.4788	    0.0000	
 -180.0000	6.988E-11	1.881E-8	   27.8198	   26.4613	    3.4788	    0.0000	
 -185.0000	6.768E-11	2.530E-8	   27.8198	   26.4613	    3.4788	    0.0000	
 -190.0000	6.630E-11	2.624E-8	   27.8198	   26.4613	    3.4788	    0.0000	
 -195.0000	6.613E-11	2.450E-8	   27.8198	   26.4613	    3.4788	    0.0000	
 -200.0000	6.463E-11	1.929E-8	   27.8198	   26.4613	    3.4788	    0.0000	
 -205.0000	6.381E-11	1.573E-8	   27.8198	   26.4613	    3.4788	    0.0000	
 -210.0000	6.289E-11	2.496E-8	   27.8198	   26.4613	    3.4788	    0.0000	
 -215.0000	6.430E-11	1.233E-8	   27.8198	   26.4613	    3.4788	    0.0000	
 -220.0000	6.202E-11	2.310E-8	   27.8198	   26.4613	    3.4788	    0.0000	
