#Open Capacitance 1000Hz:4.471320E-12
#Open Capacitance 1000000Hz:Not Measured
#37903_045_2-S_HM_XX_Unirrad_Single
#Date/Time: 4/15/2022 4:20:49 PM
#Sensor Name: 37903_045_2-S_HM_XX
#Station: Tesla
#Annealing Status: Not Irradiated
#Environment: 23.5C
#Tester: Eric Spencer

#Notes: Diced at Fermilab

#Time Delay per Ramp Step (s): 0.000

#Time Delay per Measurement (s) :0.000

#Number of measurements per voltage: 0.000



Strip 	Time	RH	ChuckT	AirT	Global Current	Pinhole	Coupling Cap	Istrip_0	Istrip_1	Istrip_2	Istrip_3	Istrip_Mean	Istrip_Median	I_RBias_V-1.0	I_RBias_V-5.0
1	3732898928.406550	1.273725	23.500000	28.137421	-3.590000E-9	-5.503541E-11	7.639920E-11	-4.123492E-11	-3.707883E-11	-3.673906E-11	-3.924838E-11	-3.857530E-11	-3.816361E-11	-6.967962E-7	-3.483027E-6
2	3732898944.550200	1.261837	23.500000	28.129852	-3.580000E-9	-5.248211E-11	7.638760E-11	-3.859968E-11	-3.792870E-11	-4.232643E-11	-4.341509E-11	-4.056747E-11	-4.046305E-11	-6.976730E-7	-3.487475E-6
3	3732898961.448746	1.254254	23.500000	28.120101	-3.580000E-9	-5.603669E-11	7.637350E-11	-3.906214E-11	-3.951272E-11	-3.710991E-11	-4.036114E-11	-3.901148E-11	-3.928743E-11	-6.972570E-7	-3.485285E-6
4	3732898978.244765	1.300051	23.500000	28.117169	-3.580000E-9	-5.924081E-11	7.636900E-11	-3.812681E-11	-3.938352E-11	-3.899467E-11	-3.591353E-11	-3.810463E-11	-3.856074E-11	-6.975907E-7	-3.486977E-6
5	3732898995.255257	1.307997	23.500000	28.118358	-3.580000E-9	-5.353346E-11	7.636200E-11	-3.671495E-11	-3.630565E-11	-3.798698E-11	-3.580825E-11	-3.670396E-11	-3.651030E-11	-6.974942E-7	-3.486453E-6
6	3732899012.135744	1.282528	23.500000	28.118714	-3.580000E-9	-5.889037E-11	7.635150E-11	-3.336744E-11	-3.234462E-11	-3.493263E-11	-3.578965E-11	-3.410859E-11	-3.415004E-11	-6.976263E-7	-3.487175E-6
7	3732899028.900985	1.325092	23.500000	28.121410	-3.580000E-9	-5.573627E-11	7.634390E-11	-3.454625E-11	-3.328463E-11	-3.392210E-11	-3.453254E-11	-3.407138E-11	-3.422732E-11	-6.964398E-7	-3.481282E-6
8	3732899045.674182	1.286700	23.500000	28.117764	-3.580000E-9	-4.832674E-11	7.633310E-11	-3.869150E-11	-3.954404E-11	-3.876899E-11	-3.863200E-11	-3.890913E-11	-3.873024E-11	-6.964368E-7	-3.481211E-6
9	3732899062.698159	1.266488	23.500000	28.116613	-3.580000E-9	-5.438452E-11	7.632820E-11	-3.835683E-11	-3.700895E-11	-3.905643E-11	-3.752047E-11	-3.798567E-11	-3.793865E-11	-6.965708E-7	-3.481852E-6
10	3732899079.641170	1.283232	23.500000	28.112730	-3.580000E-9	-5.588656E-11	7.633410E-11	-3.883299E-11	-3.785268E-11	-3.874120E-11	-3.933386E-11	-3.869018E-11	-3.878709E-11	-6.970600E-7	-3.484331E-6
11	3732899096.372824	1.320896	23.500000	28.118239	-3.580000E-9	-5.088004E-11	7.633040E-11	-3.571995E-11	-3.725408E-11	-3.392127E-11	-3.509456E-11	-3.549746E-11	-3.540725E-11	-6.963302E-7	-3.480761E-6
12	3732899113.548966	1.321166	23.500000	28.111382	-3.580000E-9	-5.308288E-11	7.633010E-11	-4.273986E-11	-4.348749E-11	-4.104055E-11	-4.091910E-11	-4.204675E-11	-4.189021E-11	-6.959303E-7	-3.478694E-6
13	3732899130.465798	1.281281	23.500000	28.122262	-3.570000E-9	-5.548592E-11	7.633020E-11	-3.773024E-11	-3.697012E-11	-3.914457E-11	-4.089970E-11	-3.868616E-11	-3.843740E-11	-6.964449E-7	-3.481283E-6
14	3732899147.203112	1.295358	23.500000	28.128325	-3.590000E-9	-5.603670E-11	7.632850E-11	-4.273619E-11	-3.887184E-11	-3.671232E-11	-3.842247E-11	-3.918570E-11	-3.864715E-11	-6.960419E-7	-3.479199E-6
15	3732899163.897839	1.328950	23.500000	28.134013	-3.580000E-9	-5.398406E-11	7.633100E-11	-3.786538E-11	-3.743462E-11	-3.758467E-11	-3.842310E-11	-3.782694E-11	-3.772502E-11	-6.957595E-7	-3.477846E-6
16	3732899180.609446	1.273133	23.500000	28.130169	-3.580000E-9	-5.148082E-11	7.633120E-11	-3.366268E-11	-3.609634E-11	-3.652588E-11	-3.379679E-11	-3.502042E-11	-3.494656E-11	-6.956327E-7	-3.477159E-6
