File,I(600V),I(800V),I(1000V),DepV
34252_018_PSS_HM_XX_DIODEQUARTER,-6.318473e-10,-6.656972e-10,-8.5118e-10,288
34252_018_PSS_HM_XX_DIODEHALFPSTOP_GRConnected,-1.11087e-10,-1.1244e-10,-1.130488e-10,307.6
34252_018_PSS_HM_XX_DIODEHALFPSTOP,-9.835743e-10,-1.113639e-09,-1.675647e-09,307.5
34252_018_PSS_HM_XX_DIODE,-4.469329e-09,-4.691838e-09,-5.819292e-09,296.13
34252_018_PSS_HM_XX_DIODEHALF,-9.89259e-10,-1.04002e-09,-1.306032e-09,304.3
34252_018_PSS_HM_XX_IRRADSENSOR,-2.232897e-09,-2.360512e-09,-2.601987e-09,330.370719171158
